3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_3gram
голосов даже в	1	1
и вот все	2	1
уже говорили что	1	3
твердого образа героя	1	1
можно было бы	1	2
для того чтобы	1	1
в той или	2	4
и того же	1	1
иногда до жиль-блаза	1	1
он ни был	1	1
в одном сознании	1	2
слово о слове	1	1
не хочу я	1	1
никогда не является	1	1
нет ни одного	2	2
друг с другом	2	4
о том что	3	1
в высшей степени	1	3
в которой он	1	1
на протяжении всего	2	4
как бы беспрерывно	1	1
но только в	1	1
в этом случае	1	1
как и всегда	1	1
с самим собой	1	7
лицом к лицу	1	1
он уже с	1	1
он как мы	1	1
так чтобы в	1	1
из подполья и	1	1
в большей или	1	1
на самом деле	1	9
в большинстве случаев	2	2
нарочито и подчеркнуто	1	1
слово о себе	1	4
и не хочет	1	1
для правильного понимания	2	1
в последующих произведениях	1	1
в его целом	3	2
что все это	1	2
друг от друга	2	1
в его произведениях	1	1
как раз и	1	2
потому что они	2	1
в каждой мысли	1	1
в себе его	1	1
не скупясь на	1	1
в высшем смысле	2	1
раскольников еще до	1	1
слова то есть	1	1
в братьях карамазовых	2	3
той или иной	3	4
не входит в	2	1
прежде всего в	1	1
записок из подполья	1	3
у достоевского есть	1	1
в каждом слове	1	2
про себя в	1	1
в котором не	1	1
в одном романе	1	1
и позволяет ему	1	1
в свое время	2	1
как мы сейчас	1	1
в чужих устах	1	2
и в этом	6	2
мы можем сказать	2	2
для него значит	1	1
одного и того	1	1
в противоречии с	1	1
в начале романа	1	1
образа героя и	1	2
с таким же	1	1
достоевского вовсе не	1	1
резко отличается от	1	1
и не может	2	2
и сочетается с	1	1
сказать что у	1	1
друг о друге	2	1
по себе но	1	1
в ней в	1	1
в том и	1	1
здесь то есть	2	1
отдельных мыслей и	1	1
смысле и в	1	1
в том что	4	2
и в своей	1	1
в то время	1	1
уже говорили в	1	1
то же время	3	10
в сущности не	1	2
героев переходим к	1	1
бы он ни	1	1
диалогах с порфирием	1	1
мы бы сказали	1	1
у достоевского нет	1	2
тем не менее	1	1
среди них он	1	1
и его слово	1	1
и как бы	2	1
именно потому что	1	2
с ними в	1	1
по крайней мере	2	1
то есть не	1	1
по отношению к	8	6
с другой стороны	1	3
что дело идет	1	1
в отличие от	1	2
поэтому он и	1	1
у него нет	2	1
для себя самого	1	4
помимо его воли	1	1
он не может	1	3
в нем и	1	1
слово о мире	2	1
друг друга но	2	1
может быть вы	1	1
диалог в сущности	1	1
смысле этого слова	2	2
можем сказать что	2	2
отношению к герою	3	1
в данном случае	1	1
героя и его	1	2
но все же	2	2
сознания то есть	1	1
своем смысле и	1	1
не в монологическом	1	1
как мы сказали	3	1
это вовсе не	2	1
я не могу	1	1
или иной степени	2	2
протяжении всего романа	2	2
достоевского переходим к	1	1
можно сказать что	2	1
но не в	2	1
большей или меньшей	1	1
должно отметить что	1	1
из которого мы	1	1
в нем нет	1	1
в обычном смысле	1	2
каждый из них	1	1
не вступает в	1	1
он в сущности	1	3
как и слово	2	1
но тем не	1	1
в то же	3	10
словом о себе	1	2
в этом отношении	2	1
к чужому сознанию	1	3
так же не	1	1
к тому же	1	3
человека с человеком	1	2
из подполья но	1	1
как мы видели	3	1
друг к другу	3	3
не укладывается в	1	1
о себе самом	3	5
дан не в	1	1
и слово о	1	2
вполне понятно что	1	2
человек из подполья	2	7
с самого начала	1	8
это конечно не	1	1
в самом содержании	1	1
рядом с этим	1	1
в самом деле	3	1
входит в его	1	1
человека из подполья	1	13
человек в человеке	2	1
в ослабленной форме	1	2
до сих пор	2	1
сама по себе	5	1
самим собою в	1	1
не только слово	1	2
в произведениях достоевского	3	2
дело в том	1	1
с точки зрения	9	2
в творчестве достоевского	1	4
как бы ни	1	1
то что я	1	2
среди других слов	1	1
мы уже говорили	2	5
в романах достоевского	5	4
но ни один	1	1
что он сам	1	2
сих пор еще	1	1
в этом смысле	5	3
особенно отчетливо и	1	1
почти никогда не	1	1
что у меня	1	3
в мире достоевского	2	3
в чем же	2	1
и в самом	2	3
в бедных людях	1	1
или меньшей степени	1	1
что же касается	1	1
что он не	1	1
же время не	1	3
сознание и в	1	1
и в целом	2	1
точки зрения на	1	1
то все же	1	2
что же это	1	1
как бы в	2	1
с чужим словом	1	1
братьях карамазовых в	1	1
и в других	1	1
с другими людьми	1	1
и в каждом	1	1
к нему все	1	1
что он есть	1	1
герой не может	1	1
но в то	3	4
глубины души человеческой	2	1
слово в них	1	1
в диалогах с	1	1
и голос сони	1	1
в конце концов	3	3
раскрываются только в	1	1
то время как	1	1
но и эта	1	1
с самим собою	1	7
вы говорите что	1	1
что у достоевского	1	2
подобно тому как	2	2
бы они были	1	1
самого начала все	1	1
и идеологической позиции	1	1
установка по отношению	1	1
не может быть	6	3
сухость рассказа иногда	1	1
по ту сторону	1	1
уже с самого	1	1
мыслей и положений	1	1
а прежде всего	1	1
неудавшееся самоубийство ипполита	1	1
то есть человека	2	1
не изображаются они	2	1
каков бы он	1	1
там где он	1	2
а не о	1	1
он и не	2	2
и в том	2	1
с человеком а	1	1
в своем смысле	1	1
себя и своего	1	2
рассказа иногда до	1	1
он как бы	1	1
диалог у достоевского	1	2
в замысле достоевского	1	1
то что он	1	1
как и у	1	3
