2gram	Vygotskiy_Psychologia_partition_part3_wordlist_2gram	Vygotskiy_Psychologia_partition_part1_wordlist_2gram
своими словами	1	1
все же	5	8
его в	2	3
в область	2	1
все дело	2	1
от всех	3	1
к тем	1	3
это совершенно	1	1
чувство с	1	2
оказывается и	1	1
не следует	1	1
нас совершенно	1	3
в одну	1	1
том и	2	2
для меня	1	1
в собственном	3	1
подобно тому	5	1
не обнаруживается	1	1
других видов	3	1
даже в	2	1
так точно	3	2
на основании	7	1
зависимость от	2	1
это утверждение	1	1
оказывает свое	1	1
и к	3	3
мы имеем	4	1
что почти	1	1
на два	2	1
им с	2	1
есть необходимое	1	1
правильно указывает	1	1
с он	1	1
независимо от	2	1
как о	1	1
с такими	1	1
того и	1	1
школьные учебники	1	1
прямо говорит	1	1
что при	3	1
есть особая	1	1
иначе как	2	2
совершенно ложно	1	1
за те	1	1
то мы	1	1
нашего исследования	3	1
образом совершенно	1	1
что если	1	4
так и	3	1
в другой	2	1
дело идет	1	1
и т	26	14
не является	5	1
как нельзя	4	1
при таком	1	2
является именно	1	1
склонны утверждать	1	1
когда мы	3	2
деле этот	1	1
и у	4	1
еще и	1	2
той которая	1	1
один и	1	1
конечно в	1	3
вероятно не	1	1
к рассмотрению	1	1
в известном	2	1
тем самым	2	1
самому существу	3	1
то что	32	35
но как	2	2
всегда в	1	1
океан и	1	1
никак не	4	7
могут служить	3	1
она пользуется	1	1
имеет в	2	1
даже у	1	2
должна быть	3	5
согласии с	2	1
они продолжают	1	1
в одном	2	8
в свою	1	4
идет не	1	1
тому же	3	1
подходят к	1	1
несмотря на	5	5
той же	3	2
от себя	4	1
не иначе	1	2
та же	3	3
иначе говоря	5	5
мы найдем	2	2
если бы	6	14
самые чувства	1	1
и такие	1	1
же точно	3	2
ни в	9	3
из двух	1	3
они будут	1	1
этом совершенно	1	1
и той	3	2
между собой	1	2
то время	5	2
как не	1	1
совершенно очевидно	3	1
место как	1	1
что в	23	20
говоря это	1	1
нас в	2	1
принадлежат к	2	1
однако в	1	1
но совершенно	2	1
за ним	1	1
хотя он	1	1
в своей	3	5
как раз	2	8
но если	1	4
сказал бы	1	1
же самая	2	2
в основе	2	3
напротив того	2	6
очень легко	2	4
с его	1	1
значения этого	1	1
совершенно иначе	1	2
совершенно и	1	1
этих двух	2	1
как только	1	3
из ее	1	1
и больше	1	2
бы если	1	1
что она	6	16
в той	1	5
не имеем	1	1
очень часто	4	2
о чем	2	1
анализируя басню	1	1
смысл в	1	1
необходимый для	1	1
зависимости от	6	1
басни от	1	1
нашей психологической	1	1
и что	8	18
вся сила	1	1
еще дальше	1	1
в применении	2	1
и все	5	10
ни от	1	1
мы говорим	1	1
или менее	2	1
сама собой	1	2
которое мы	1	3
и отношений	1	1
и заключается	1	1
бы мы	2	1
что на	3	1
реакция на	1	1
и о	4	3
жизни и	3	1
ясна и	1	1
себя и	2	1
мы привносим	1	1
из которых	3	4
что эта	3	4
в них	2	3
только не	3	1
породил в	1	1
мы хотим	1	3
для понимания	1	1
на деле	3	4
вынужден был	1	1
не есть	3	1
мере не	1	1
те же	4	1
мы захотели	1	1
не то	2	4
действия и	2	2
и так	4	1
этому поводу	2	1
что все	3	3
понятно что	1	1
не может	17	7
этом рассказе	1	1
и неправды	1	1
это имеет	2	2
говорит потебня	2	1
в несколько	1	1
этому надо	1	1
из которого	2	1
там где	4	6
сказать что	7	4
то чего	1	1
мы видели	2	6
то есть	26	15
отнюдь не	6	2
доказательством того	1	1
вместе с	8	5
виде в	1	1
наконец что	1	1
склонен думать	1	1
в головах	1	1
в том	30	25
мы знаем	3	1
ниже по	1	1
заключены в	1	1
места в	1	2
относятся к	1	1
с чисто	1	1
в его	6	5
все равно	1	1
только у	1	1
идет от	1	1
в нас	2	4
вступить в	1	1
как они	2	1
мысль о	1	1
из этой	1	1
бы как	1	1
с конца	1	1
и может	2	2
оно приобретает	1	1
нее с	1	1
о том	7	6
между тем	4	7
оказалось бы	1	1
сделать чрезвычайно	1	1
как прежде	2	1
что самая	1	1
которым они	1	1
отношение к	2	1
своей основе	1	1
противоречие с	3	2
совершенно точно	6	1
с вот	1	1
котором она	1	1
на вопрос	2	1
отказаться от	2	1
в виду	4	4
которых каждая	2	1
на то	10	16
при такой	1	2
в музыке	2	1
слова это	1	1
обратимся к	1	1
можно сделать	1	1
есть только	2	2
и смысл	1	1
имеет совершенно	1	1
утверждал что	2	1
для этой	1	1
из общего	1	1
станет совершенно	2	1
главным образом	2	3
идет речь	1	1
это верно	1	2
этот новый	1	1
как мы	2	7
заключает в	1	1
двух планах	1	5
к которым	3	5
относится к	1	1
дело обстоит	1	1
может быть	22	19
тот самый	1	1
собой бросается	1	1
и его	7	6
на нет	1	1
в одной	3	2
то в	1	1
не можем	3	4
для потебни	1	1
которые применяются	1	1
с таким	11	1
все больше	1	2
что как	1	3
конца мы	1	1
основе своей	1	1
пока еще	1	1
эту мысль	1	1
тем чтобы	1	1
вовсе не	6	8
заложенное в	1	1
она не	5	6
эстетическое действие	1	1
которую она	1	1
в поэтической	1	5
есть не	2	1
планах с	1	1
бы я	1	1
к ним	2	3
была бы	1	2
в тех	1	4
с тем	3	8
какой мере	3	2
