3gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_3gram
как это ни	1	1
возникает на основе	2	1
перед нами в	1	1
детской мысли как	1	1
мы говорили выше	1	1
мы будем иметь	1	2
не могут быть	2	1
уже в первой	1	1
то что с	1	2
как мы уже	3	3
всей теории пиаже	1	1
том что мышление	1	1
ответа на вопрос	1	1
можно было бы	5	5
то ни было	1	1
для того чтобы	5	10
даже в том	1	1
во всяком случае	3	6
особенности детского мышления	1	3
в мышлении взрослого	4	1
в том чтобы	2	4
не может не	2	1
развития ребенка с	1	1
в современной психологии	1	1
доказательство того что	1	1
верно и то	1	1
пример того что	1	1
мы можем противопоставить	1	1
на то что	4	6
друг с другом	7	2
с помощью которых	1	1
в высшей степени	2	7
мы видим в	2	2
и то что	4	1
о том что	3	4
детского мышления в	1	4
не только то	1	1
приходит к выводу	1	1
на каждом шагу	6	1
на первый план	4	1
видели что эта	1	1
на самом деле	1	2
в том числе	2	3
вопрос о том	1	2
не только не	5	1
умственного развития ребенка	6	1
мышления в частности	1	1
как и в	1	1
в интересующей нас	1	1
друг от друга	1	2
которые устанавливаются между	1	1
место во всей	1	1
с помощью которого	2	2
его к тому	1	1
отношении интересующей нас	1	1
в мышлении ребенка	6	1
говорит он что	1	1
двух совершенно различных	1	1
то и другое	1	1
в процессе своего	1	1
мышления в понятиях	5	1
могли бы сформулировать	1	1
что в истории	1	1
не входит в	1	1
свойственные детской мысли	1	1
мы видели что	2	3
мы могли бы	9	4
этой точки зрения	4	1
сказать что при	1	1
бы мы хотели	1	1
в свое время	2	1
ребенка не может	1	1
могли бы выдвинуть	3	1
развития детского мышления	10	7
в зависимости от	1	6
тот факт что	1	1
едва ли может	1	1
представляет собой не	1	1
в том смысле	2	1
на том что	1	2
здесь на каждом	1	1
ребенка и с	1	1
ситуации в которой	1	1
пиаже говорит что	1	1
совершенно понятно что	1	1
по этому вопросу	1	1
то обстоятельство что	3	1
чрезвычайно близкое к	1	1
и во всей	1	1
уже говорили выше	2	1
по сравнению с	3	5
и в частности	1	1
при этом он	1	1
когда мы говорим	1	1
у животных и	1	2
данном случае не	2	1
ребенка пиаже устанавливает	1	1
качестве орудия для	1	1
процесса развития детского	1	1
в том что	31	21
мы не станем	1	2
мышлении взрослого человека	4	1
лежит в основе	1	3
и т.п но	1	1
совпадают в своем	1	1
к выводу что	2	1
как мы постараемся	1	1
в развитии ребенка	1	3
одной стороны и	2	2
ступень в развитии	3	3
что эта теория	1	1
но мы видели	1	1
в качестве орудия	1	1
с таким образом	3	3
но на самом	1	1
но вместе с	2	1
так же как	5	1
в связи с	3	6
что в мышлении	1	1
в том же	1	2
бы то ни	1	1
по отношению к	1	5
указывают на то	1	1
с другой стороны	8	1
и второй корень	1	1
раньше чем он	1	1
что нам известно	1	4
в отличие от	2	3
не имеет никакого	1	1
того что ребенок	1	2
в процессе развития	1	5
появляется у ребенка	1	1
просто потому что	1	1
самом деле если	1	1
мы видели выше	1	1
не больше чем	1	1
теоретическом и практическом	1	1
в понятиях но	1	1
на всем протяжении	2	2
оказывается в высшей	1	1
смысле этого слова	7	3
этого слова а	1	1
развитии детского мышления	8	5
том что он	1	1
в целом мы	2	1
в приведенном выше	1	1
мы старались показать	1	2
благодаря тому что	1	1
мышления и речи	1	9
тому же самому	1	1
не имеют ничего	1	1
в данном случае	2	3
точки зрения нашей	1	1
в следующем виде	2	2
мы видим таким	4	1
в истинном смысле	1	2
