2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram
есть как	2	1
все же	6	2
его в	1	3
говорит лотце	1	1
подобно тому	3	2
идеи в	1	2
человека только	1	1
коих один	1	2
с языком	2	1
значение чем	1	1
получает от	1	1
в свой	1	2
себе еще	1	1
иначе как	2	1
на язык	7	1
то то	1	1
была такая	1	1
быть признано	1	1
и т	6	5
посредством слуха	1	2
при всяком	1	1
то что	10	18
некотором смысле	2	2
с понятием	2	2
его как	1	1
то должны	1	1
на такой	1	1
все его	1	1
с которою	1	1
несмотря на	5	2
связи с	3	2
в суждении	1	1
должны бы	2	1
образа который	1	1
и той	3	2
то время	1	4
которое нам	1	1
к познанию	1	1
собственно говоря	1	2
однако в	4	1
смысле в	4	2
уже и	1	1
когда оно	1	1
же с	7	6
только понятие	1	1
при самом	4	1
есть первое	1	1
этот закон	1	1
никто не	3	3
должно бы	4	1
нашей мысли	1	4
нам кажется	1	2
не без	1	1
его связь	1	1
своего языка	2	1
души в	1	1
не есть	10	17
как увидим	2	1
те же	1	6
понятно что	1	1
о происхождении	8	1
могут быть	9	3
из которого	3	1
представляет много	1	1
впечатления природы	1	1
сознания и	1	1
сказать о	1	1
в его	5	4
все равно	1	4
истории языка	2	1
ли мы	1	1
душа не	1	1
в нас	7	2
прежде чем	3	2
мы бы	1	1
и другим	1	1
и может	2	3
условливают друг	1	1
с нею	4	2
нас самих	1	1
похожи на	1	1
примем что	2	1
не заключает	1	2
который мы	1	1
да и	1	1
деятельности мысли	2	1
этим языком	1	1
уже о	1	1
есть только	11	5
понятие о	1	2
она по	1	1
по мере	6	4
и суждения	1	1
не можем	2	3
языка мы	1	2
вовсе не	5	7
ним то	1	2
кажется нам	1	1
к ним	2	1
про себя	1	1
он вечно	1	1
такой степени	1	2
ни было	2	1
образом что	2	1
друг в	1	1
мысли с	3	1
этим путем	1	1
бы в	4	2
до слова	2	4
языке есть	3	1
языка вообще	1	1
следующие за	1	2
а вместе	3	1
с и	3	3
в глазах	3	1
б мы	2	1
вместе и	9	5
конечно если	1	1
предложения и	1	1
в каждой	1	4
души на	3	1
ответ на	1	3
как предмет	2	1
другой стороны	5	4
так сказать	2	2
отношению к	13	5
то и	7	6
что содержание	1	5
его с	2	2
явления природы	1	1
не сама	1	1
к этому	1	3
собственной природы	1	1
на таких	1	1
и какое	1	1
развития языка	1	1
до него	1	1
и не	18	15
что язык	16	2
мы на	1	1
выше мы	1	2
если будем	1	1
таким образом	13	14
тогда когда	9	9
имеет свою	1	1
тем что	9	7
одно и	1	5
единство в	1	1
смысле этого	1	7
дает нам	1	3
все эти	1	1
с ср	3	3
которого не	1	1
в данном	1	1
слове перестает	1	1
становится чем-то	1	1
на словах	1	1
посредством коих	1	3
с самого	3	1
в прошлом	1	1
этим последним	3	1
в современном	1	1
т д	4	3
как кажется	3	1
своею собственною	1	1
на его	1	2
формою мысли	1	2
от нашего	1	4
языка в	6	5
перед нами	1	2
душе которой	1	1
зависящее от	2	1
слова для	4	3
быть может	1	3
сами по	1	1
из виду	1	2
в первом	5	3
без всяких	1	1
начале языка	3	1
что начинающем	1	1
восприятия будут	1	1
одно другим	1	1
все наше	1	1
над всеми	2	3
на них	1	1
человек окружает	1	1
и отношение	1	1
значить что	1	1
причины в	1	1
о влиянии	1	1
для частных	1	1
что человек	5	2
в своем	3	5
сложившиеся в	2	1
стороны и	2	1
одного из	2	1
и без	3	7
нередко говорит	1	1
одно время	1	1
душевной жизни	9	6
по крайней	2	5
окружает себя	1	1
предмета в	1	2
чего я	1	1
же следует	1	1
первом случае	1	2
как и	9	10
ее деятельности	1	1
должен был	1	1
или что	1	3
с такой	1	1
за исходную	1	1
же время	4	5
и в	39	30
есть вместе	3	2
произведения не	1	2
за тем	2	3
но не	8	7
и говорит	1	1
в стороне	4	1
как скоро	1	1
для нас	9	20
высшего понятия	1	1
нам что	1	1
lotze т	4	2
при создании	1	2
с этим	7	6
своей деятельности	1	1
но это	5	6
друг другу	3	1
когда он	1	1
нужно для	1	1
же в	2	2
нею в	1	1
это не	7	1
между людьми	1	2
некоторое время	1	1
мысли к	1	1
бы ни	4	3
своем объеме	1	1
но он	2	1
должно быть	7	5
дается только	1	1
того как	6	4
это значит	1	1
бы быть	4	2
более или	1	3
творческую деятельность	1	1
нам остается	1	1
прежде всего	4	3
указывает на	1	6
тем и	1	3
форму мысли	1	1
природы то	1	1
этот предмет	1	2
внешним предметам	1	1
мысль что	5	1
можно видеть	1	5
сколько и	3	2
в результате	1	1
зависит от	5	6
отношении языка	1	1
свойства внешних	1	1
перестает быть	1	4
с течением	1	1
ко внешним	3	1
до сознания	3	1
чтобы показать	1	1
языков и	1	1
тех пор	1	1
все что	2	4
с этой	2	2
самого себя	4	3
есть положительные	1	1
предмет от	1	1
деятельности и	5	2
в образе	1	3
только посредством	9	5
значения и	1	1
в некотором	2	2
