4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_4gram
баню в угол дунул	1	1
же как и в	1	1
не можем здесь входить	1	1
все же она не	1	1
плюнул вся баня остыла	1	1
в тех случаях когда	2	3
угол дунул в другой	1	1
совершенно так же как	6	1
в то время как	1	2
таких случаев можно указать	1	1
основана на том что	1	1
вскочил в баню в	1	1
сказка никогда не говорит	1	1
в другой плюнул вся	1	1
начинается с того что	2	3
а в углах снег	1	1
в углах снег лежит	1	1
но все же она	1	1
по мере того как	1	1
дело не только в	1	1
целющей и живущей воды	1	3
приводят к тому что	1	1
с другой стороны она	1	1
героя в тридесятое царство	2	1
все же еще не	1	1
дает ключа к их	1	1
вар совершенно то же	1	1
точно так же как	1	1
в репертуаре русской сказки	1	1
вся баня остыла а	1	1
сказка начинается с того	2	2
и т д но	1	1
неимы переходим теперь к	1	1
в баню в угол	1	1
баня остыла а в	1	1
в угол дунул в	1	1
и т д или	1	2
интересны еще другим они	1	1
и т д имеют	1	1
мы видим и в	1	2
так же как и	4	1
имеющихся в репертуаре русской	1	1
но уже в качестве	1	1
мы не можем здесь	1	1
во всех этих случаях	1	6
аф вар совершенно то	1	1
живо вскочил в баню	1	1
поставить вопрос о связи	1	1
в американских мифах герой	1	1
не дает ключа к	1	1
уже выше мы видели	1	1
что у него есть	1	2
в одну ночь см	1	1
как мы увидим ниже	1	1
в своей работе о	1	1
другой плюнул вся баня	1	1
у него есть помощник	1	1
остыла а в углах	1	1
как и в русской	1	1
дунул в другой плюнул	1	1
таким образом и здесь	1	1
и т д в	1	2
