2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram
свою силу	4	1
и сами	1	1
т.е от	1	2
все же	2	6
его в	6	2
другом развитие	1	1
основных результатов	1	2
подобно тому	1	1
что развитие	6	1
так точно	2	1
другой если	1	1
у одного	2	1
тех и	5	1
в развитии	24	10
кроме того	1	1
и всей	1	2
иначе как	5	6
нашего исследования	5	5
значением этого	1	1
до лет	2	1
в известном	1	2
то что	28	24
об одном	2	2
для развития	5	1
языка так	1	1
чего ребенок	1	1
несмотря на	2	2
мышления и	7	9
связи с	3	4
эти вопроса	2	1
между собой	9	6
и той	3	2
то время	6	2
пиаже в	1	3
и обобщения	2	1
другой раз	5	1
совершенно иначе	1	1
этом случае	2	14
все более	2	1
не путем	1	1
возраста и	1	2
мы говорим	2	2
из которых	1	2
мы приходим	1	1
могут быть	5	2
с психологической	1	1
связано с	3	1
позволяет нам	1	2
к пониманию	1	3
в значении	1	1
может возникать	1	1
с устной	1	1
втором случае	2	3
в его	3	4
все равно	1	1
прежде чем	1	2
и может	1	1
отношение к	7	2
который мы	4	2
еще в	2	1
во всей	1	2
отношений к	1	1
есть только	1	2
противоречие между	1	2
по мере	3	7
не должен	1	1
друг по	1	1
на нет	1	5
не можем	1	4
в лет	1	2
исследования развития	1	1
целом однако	1	1
были бы	2	3
речью в	1	3
вовсе не	1	2
всего на	1	1
между двумя	2	3
момент когда	1	1
в случаях	1	1
никакие отношения	1	1
переход к	3	1
за собой	3	1
ребенка развитие	1	1
из этого	2	2
нам факты	1	1
по степени	1	1
бы в	3	5
которая является	2	1
в мышлении	6	2
сравнению с	14	8
иначе чем	1	2
но дальше	1	1
мы встречаемся	1	1
этот центральный	1	1
связаны между	1	3
могли быть	1	1
в море	1	1
сталкиваемся в	1	1
ответ на	1	2
проблема системы	1	1
могут не	2	2
другой стороны	2	1
отношению к	10	5
что уже	2	1
к выводу	1	3
его развития	3	1
то и	1	4
к этому	1	2
и не	11	18
таким образом	18	23
по своему	2	9
ребенок должен	4	1
тогда когда	6	5
сравнению со	1	2
ее внутренней	1	1
тем что	8	9
одно и	1	3
интеллектуальных операций	1	1
с теми	1	1
процесс в	1	1
и мышления	1	1
смысле этого	1	3
что каждая	1	1
всякой вообще	1	1
все эти	2	6
для всего	1	1
в данном	2	5
только позже	2	1
факта что	1	1
оказывается не	2	1
с самого	7	7
в прошлом	1	1
не содержат	1	2
если таким	1	1
что является	1	1
случае и	1	1
проистекает из	1	3
является основным	1	1
на его	3	2
как известно	7	2
вопрос можно	1	1
не оставляет	1	1
перед нами	1	2
и иначе	1	1
до конца	3	5
что относится	1	1
отличается от	3	3
психических функций	2	1
в первом	4	3
слов и	3	2
своей природе	4	4
объяснения того	1	1
внешняя звучащая	1	2
экспериментальных понятий	2	1
мысль которая	1	1
в своем	7	1
стороны и	1	4
в нашем	4	4
решение вопроса	1	1
и без	1	1
пиаже но	2	1
можем теперь	1	1
этом направлении	1	1
не по	3	4
в психологии	3	2
первом случае	3	3
детского мышления	2	4
как и	6	15
ассоциативной психологии	1	2
должен был	3	1
на котором	2	3
значения слов	1	3
два крайних	1	1
