2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram
есть как	1	2
все же	2	6
его в	3	1
говорит лотце	1	1
подобно тому	2	3
идеи в	2	1
человека только	1	1
коих один	2	1
с языком	1	2
значение чем	1	1
получает от	1	1
в свой	2	1
себе еще	1	1
иначе как	1	2
на язык	1	7
то то	1	1
была такая	1	1
быть признано	1	1
и т	5	6
посредством слуха	2	1
при всяком	1	1
то что	18	10
некотором смысле	2	2
с понятием	2	2
его как	1	1
то должны	1	1
на такой	1	1
все его	1	1
с которою	1	1
несмотря на	2	5
связи с	2	3
в суждении	1	1
должны бы	1	2
образа который	1	1
и той	2	3
то время	4	1
которое нам	1	1
к познанию	1	1
собственно говоря	2	1
однако в	1	4
смысле в	2	4
уже и	1	1
когда оно	1	1
же с	6	7
только понятие	1	1
при самом	1	4
есть первое	1	1
этот закон	1	1
никто не	3	3
должно бы	1	4
нашей мысли	4	1
нам кажется	2	1
не без	1	1
его связь	1	1
своего языка	1	2
души в	1	1
не есть	17	10
как увидим	1	2
те же	6	1
понятно что	1	1
о происхождении	1	8
могут быть	3	9
из которого	1	3
представляет много	1	1
впечатления природы	1	1
сознания и	1	1
сказать о	1	1
в его	4	5
все равно	4	1
истории языка	1	2
ли мы	1	1
душа не	1	1
в нас	2	7
прежде чем	2	3
мы бы	1	1
и другим	1	1
и может	3	2
условливают друг	1	1
с нею	2	4
нас самих	1	1
похожи на	1	1
примем что	1	2
не заключает	2	1
который мы	1	1
да и	1	1
деятельности мысли	1	2
этим языком	1	1
уже о	1	1
есть только	5	11
понятие о	2	1
она по	1	1
по мере	4	6
и суждения	1	1
не можем	3	2
языка мы	2	1
вовсе не	7	5
ним то	2	1
кажется нам	1	1
к ним	1	2
про себя	1	1
он вечно	1	1
такой степени	2	1
ни было	1	2
образом что	1	2
друг в	1	1
мысли с	1	3
этим путем	1	1
бы в	2	4
до слова	4	2
языке есть	1	3
языка вообще	1	1
следующие за	2	1
а вместе	1	3
с и	3	3
в глазах	1	3
б мы	1	2
вместе и	5	9
конечно если	1	1
предложения и	1	1
в каждой	4	1
души на	1	3
ответ на	3	1
как предмет	1	2
другой стороны	4	5
так сказать	2	2
отношению к	5	13
то и	6	7
что содержание	5	1
его с	2	2
явления природы	1	1
не сама	1	1
к этому	3	1
собственной природы	1	1
на таких	1	1
и какое	1	1
развития языка	1	1
до него	1	1
и не	15	18
что язык	2	16
мы на	1	1
выше мы	2	1
если будем	1	1
таким образом	14	13
тогда когда	9	9
имеет свою	1	1
тем что	7	9
одно и	5	1
единство в	1	1
смысле этого	7	1
дает нам	3	1
все эти	1	1
с ср	3	3
которого не	1	1
в данном	1	1
слове перестает	1	1
становится чем-то	1	1
на словах	1	1
посредством коих	3	1
с самого	1	3
в прошлом	1	1
этим последним	1	3
в современном	1	1
т д	3	4
как кажется	1	3
своею собственною	1	1
на его	2	1
формою мысли	2	1
от нашего	4	1
языка в	5	6
перед нами	2	1
душе которой	1	1
зависящее от	1	2
слова для	3	4
быть может	3	1
сами по	1	1
из виду	2	1
в первом	3	5
без всяких	1	1
начале языка	1	3
что начинающем	1	1
восприятия будут	1	1
одно другим	1	1
все наше	1	1
над всеми	3	2
на них	1	1
человек окружает	1	1
и отношение	1	1
значить что	1	1
причины в	1	1
о влиянии	1	1
для частных	1	1
что человек	2	5
в своем	5	3
сложившиеся в	1	2
стороны и	1	2
одного из	1	2
и без	7	3
нередко говорит	1	1
одно время	1	1
душевной жизни	6	9
по крайней	5	2
окружает себя	1	1
предмета в	2	1
чего я	1	1
же следует	1	1
первом случае	2	1
как и	10	9
ее деятельности	1	1
должен был	1	1
или что	3	1
с такой	1	1
за исходную	1	1
же время	5	4
и в	30	39
есть вместе	2	3
произведения не	2	1
за тем	3	2
но не	7	8
и говорит	1	1
в стороне	1	4
как скоро	1	1
для нас	20	9
высшего понятия	1	1
нам что	1	1
lotze т	2	4
при создании	2	1
с этим	6	7
своей деятельности	1	1
но это	6	5
друг другу	1	3
когда он	1	1
нужно для	1	1
же в	2	2
нею в	1	1
