2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
свою силу	2	1
т.е от	1	1
все же	5	3
его в	6	2
приводят нас	1	1
самой природе	1	2
по нашему	2	1
неспонтанных в	1	1
его развитии	2	1
различных предметов	1	1
подобно тому	2	4
что развитие	6	8
есть функция	1	1
тесно связанные	1	1
тех и	4	1
в развитии	25	28
которое он	1	1
иначе как	2	2
нашего исследования	4	1
не является	5	5
самых существенных	1	2
в известном	2	8
то что	15	26
более ранней	1	1
с понятием	1	1
для развития	2	6
все его	1	1
появляется у	1	1
тому же	6	2
или на	1	1
на отдельные	1	2
мышления и	14	4
переносятся в	1	1
связи с	3	3
в определенной	1	2
из двух	1	1
и которые	2	1
кто не	1	1
и той	4	1
между собой	5	13
то время	1	4
согласно которой	2	1
психологической природы	1	2
он является	1	1
пиаже в	1	3
уже и	2	1
которые являются	1	2
на первый	4	1
что можно	1	1
с понятиями	2	1
проблемой обучения	1	1
совершенно иначе	1	1
особенностей детской	2	2
этом случае	3	3
определенной системы	1	1
все более	2	1
не путем	1	1
мы говорим	1	2
операции с	1	1
из которых	1	3
вопросе о	2	1
только начинается	1	2
общие понятия	1	1
не есть	2	4
те же	6	2
ребенка тем	1	1
могут быть	7	4
этом вопросе	2	2
сознания и	1	2
понятия по	1	1
отдельного понятия	1	1
явлений но	1	1
проблемы обучения	2	5
в его	11	11
все равно	1	2
является общим	2	1
прежде чем	1	1
и другим	1	2
и может	1	3
понятий т.е	1	1
повторяет в	1	1
является основной	1	1
сторонами одного	1	1
уже о	1	1
понятие о	2	1
он протекает	1	1
по мере	4	2
к которым	2	2
понятий совершенно	1	1
слова или	1	1
пиаже по	1	1
убеждает нас	2	1
между двумя	2	3
момент когда	2	2
обоими процессами	1	3
готовом виде	5	1
из этого	1	2
образом что	4	2
бы в	3	4
участвующих в	1	2
данного предмета	1	1
сравнению с	3	5
иначе чем	3	1
на высшую	2	5
уже сказано	4	1
их психологической	1	1
понятий является	3	1
как процесс	1	3
так сказать	1	1
другой стороны	9	2
мысли он	1	1
отношению к	1	12
что уже	2	1
к выводу	2	1
обычно происходит	1	1
то и	1	2
к этому	4	3
развитии понятий	2	1
при произнесении	2	1
сохраняет свою	1	1
но для	2	1
характера мы	1	1
ход развития	6	1
нас проблемы	2	1
и не	8	12
понятий но	3	1
со всеми	3	2
лежит в	1	2
таким образом	25	19
по своему	4	3
ребенка раньше	1	1
из истории	2	1
связанные с	1	6
тогда когда	8	5
имеет свою	1	3
тем что	7	5
одно и	6	1
и мышления	3	1
возможностей в	1	1
смысле этого	7	1
приходят к	1	1
области развития	1	1
все эти	5	4
в данном	2	1
сознании ребенка	3	1
мышления а	3	3
этого взгляда	1	1
детских понятий	17	12
ребенок употребляет	2	1
с самого	1	5
о пути	1	1
основе этого	2	2
в одинаковой	2	2
нашему мнению	2	1
и того	5	3
на его	3	2
как известно	3	4
образование понятий	5	1
языка в	1	1
перед нами	5	1
говорили выше	3	1
особенностей мысли	1	1
которых лежит	1	1
деле если	1	1
этими двумя	2	2
отличается от	2	1
абстрактное мышление	3	1
не наоборот	1	1
же невозможно	1	1
целым рядом	1	1
мысли взрослых	1	2
по типу	2	2
слов и	1	2
и научные	1	1
следующем виде	2	1
своей природе	1	3
слово цветок	1	1
никаких оснований	2	1
с первого	3	1
в своем	4	5
стороны и	2	2
одного из	1	1
в нашем	4	1
от спонтанных	1	1
оно было	1	1
как тень	1	1
которое дает	2	2
анализа и	2	1
не являются	3	1
групп понятий	1	1
мы никогда	1	1
детского мышления	24	4
как и	9	8
собой в	1	1
для пиаже	1	1
должен был	1	1
является признание	1	1
мере своего	1	1
на котором	2	1
i ступени	1	1
мы исчерпали	1	1
на более	2	1
и в	20	16
обоих этих	1	5
спонтанных понятий	10	7
для овладения	1	1
но не	3	10
одновременно с	3	1
частности научных	2	2
речи то	1	2
процесс а	1	1
для нас	4	1
понятий вообще	1	1
в ином	2	1
по существу	3	3
только два	1	2
что следовательно	2	3
в житейском	1	1
рабочей гипотезы	7	1
образованию понятий	1	1
с этим	5	3
план в	2	1
но это	1	3
возвращает нас	1	1
процесс развития	13	2
и образование	1	1
различие в	3	1
когда он	3	2
и обучения	1	3
ее в	1	3
расхождение между	2	1
знаем что	1	1
вообще в	1	1
же в	1	2
и развитием	2	14
и попытка	1	1
ребенка но	1	4
согласно которому	9	1
по сходству	1	1
устанавливает что	1	1
это не	5	4
поэтому мы	1	1
здесь в	1	1
а если	1	1
понятий от	1	2
в равной	3	1
но он	1	7
понятия в	8	3
должно быть	3	8
и совершенно	1	1
того как	2	5
это значит	2	5
изучение развития	1	1
