3gram	Tiupa_AnalitikaHudozhestvennogo_partition_part1_wordlist_3gram	Tiupa_AnalitikaHudozhestvennogo_partition_part2_wordlist_3gram
тогда как печорин	3	1
не только в	2	1
ценностного центра этого	1	1
две недели в	1	1
романа в целом	3	2
не о том	1	2
в пустой хате	2	1
от автора и	1	1
я во внешнем	1	1
оставляет желать лучшего	1	1
так и не	4	1
в силу своей	1	2
сотворческого сопереживания актуализация	1	1
в двух проекциях	1	1
дело не с	1	1
как и на	1	1
о том что	6	3
этой точки зрения	1	1
и во вставном	1	1
друг с другом	1	1
мы имеем дело	3	4
что иное как	1	5
всего лишь одна	1	1
с чужих слов	1	1
с самим собой	1	1
субъекта объекта и	2	1
в четыре часа	2	1
как единого высказывания	1	1
выступают не сами	1	1
между тем как	1	1
непосредственно к внутреннему	1	1
не знает категории	1	1
в полной мере	1	3
ключевая роль в	1	1
как и в	3	1
и представляет собой	1	3
мира вокруг я	1	1
произведения архитектоника эстетического	1	1
дело не в	1	1
мне как-то раз	2	2
на этом уровне	2	1
роль здесь принадлежит	1	1
эпизода с настей	1	1
архитектоника эстетического объекта	2	1
при встрече с	1	2
случилось прожить две	1	1
а не с	1	1
более или менее	1	1
на себя внимание	3	1
объективную данность текста	1	1
значении этого слова	1	6
как раз и	1	1
на роду написано	2	1
концентрирует внимание на	1	1
и в случае	1	1
той или иной	3	6
прежде всего в	1	1
же нам дана	1	1
своими неуместными замечаниями	1	1
произведения в сознании	1	1
художественной реальности в	2	1
с максимом максимычем	1	2
в свое время	1	2
к тому что	1	1
объектной организации литературного	1	1
художественного целого но	1	1
том что случилось	1	1
я затворил за	2	1
фаталиста и романа	1	1
но и в	1	2
второй строение литературного	1	1
в противном случае	1	1
и бросив карты	1	1
в пределах текста	2	1
в нулевом эпизоде	1	1
литературе нового времени	1	1
в казачьей станице	1	1
как уже говорилось	2	1
тогда как речь	1	1
в своей эстетической	1	1
вокруг я героя	1	1
в литературном произведении	1	1
эстетический субъект автор	1	1
в любом из	1	1
в этом ряду	1	2
не что иное	1	4
на наш взгляд	1	6
волюнтаризмом и фатализмом	1	1
всё что случилось	1	1
излагается с чужих	1	1
в том что	6	9
не все что	1	1
как-то раз случилось	2	2
как и ее	1	1
таит в себе	1	1
то же время	2	6
следует понимать как	1	1
возвратясь в крепость	1	1
вздумал испытать судьбу	1	1
организации литературного произведения	2	3
и романа в	2	1
во времени и	1	3
литературного произведения как	1	5
в соответствии с	2	1
все того же	1	1
в связи с	1	1
ментального внутреннего зрения	2	1
и то же	1	1
но отнюдь не	1	1
по крайней мере	3	1
что случилось однажды	1	1
в свою очередь	1	1
художественного целого в	2	1
в литературе нового	1	1
по отношению к	4	5
в конечном счете	2	4
в равной мере	1	1
времени и пространстве	1	4
один понимал темное	1	1
в данный момент	1	1
с другой стороны	2	2
в отличие от	2	6
скоро все разошлись	1	1
при взгляде на	1	1
как ценностного центра	1	1
я в мире	1	1
написана на небесах	1	1
равнопротяженности предмета анализа	1	1
данный отрезок повествования	1	1
раздел второй строение	1	1
в художественном тексте	1	1
в данном случае	5	2
составляет своего рода	1	2
и далека от	1	1
есть не что	1	3
двух проекциях в	1	1
бостоном и бросив	1	1
и т.д в	1	1
человека написана на	1	1
это еще одна	1	1
внутреннего я во	1	1
затворил за собою	2	1
с одной стороны	4	3
упускать из виду	1	1
как бы не	1	1
состоит лишь в	1	1
в этой связи	1	1
могут и должны	1	1
и тот же	1	1
в то же	2	8
убийца заперся в	1	1
факторов художественного впечатления	6	5
иной эстетической модальности	1	1
в проекции текста	2	1
в этом отношении	3	2
проекциях в проекции	1	1
и сам автор	1	1
прожить две недели	1	1
к тому же	4	4
литературного произведения в	1	5
присутствия в мире	2	1
предмета анализа тексту	1	1
субъектная организация литературного	1	1
для печорина в	1	1
того или иного	3	3
в известном смысле	1	1
объекта и адресата	2	1
литературного произведения составляет	1	1
станице на левом	1	1
во вставном эпизоде	1	1
в самом деле	1	2
единого высказывания в	1	1
центра этого мира	1	1
тех или иных	2	2
я один понимал	1	1
природу художественной реальности	1	1
за собою дверь	2	1
раз случилось прожить	1	1
по природе своей	2	2
все разошлись по	1	1
фиксации и систематизации	1	1
по выражению бахтина	1	1
наскучив бостоном и	1	1
в таком случае	2	3
есть в сущности	1	1
казачьей станице на	1	1
одни и те	1	1
с точки зрения	2	4
между волюнтаризмом и	2	1
место лишь в	1	1
автора и читателя	1	2
по этой причине	1	1
на каждом из	1	2
разошлись по домам	1	1
литературного произведения архитектоника	1	1
я героя как	1	1
текста а не	2	1
в этом смысле	2	1
может выступать в	2	1
на левом фланге	1	2
эстетического объекта муза	1	1
и в самом	2	1
и в пределах	1	1
литературного произведения смысл	1	1
произведения как единого	1	1
тому или иному	1	1
представляет собой систему	1	2
бросив карты под	1	1
и те же	1	1
сопереживания актуализация смысла	1	1
повествователя рассказчика хроникера	2	1
в качестве системы	1	3
объекта муза ахматовой	1	1
художественная реальность как	1	4
общей картины мира	1	1
не в состоянии	1	1
научного описания в	1	1
недели в казачьей	1	1
понимал темное значение	1	1
том или ином	2	3
повествователя или лирического	1	1
то же самое	1	2
на уровне фокализации	4	1
событие самого рассказывания	1	1
четыре часа утра	1	1
одно и то	1	1
может быть признано	1	1
зачем же нам	1	1
организация литературного произведения	1	2
или иной эстетической	1	1
подобно тому как	3	3
диалоговой форме композиции	1	1
текстуальной данности произведения	1	1
субъектной организации художественного	2	1
но о том	1	2
строение литературного произведения	1	2
обращает на себя	3	1
но крайне существенное	1	1
с этой точки	1	1
не может быть	1	16
данного коммуникативного события	2	1
факторы художественного впечатления	1	3
в том или	2	2
заперся в пустой	2	1
сами по себе	1	2
состоит в том	4	3
система факторов художественного	1	1
ментального внутреннего слуха	1	1
не есть логическое	1	1
объектной организации текста	1	1
формах внутренней речи	1	1
но и не	1	4
карты под стол	1	1
и тогда когда	1	1
с той или	2	1
или лирического героя	1	1
предстает уже не	1	1
к сотворчеству не	1	1
в нашем случае	1	3
оно в то	1	1
имеем дело с	1	3
и тем самым	2	1
вставной эпизод а	1	1
судьба человека написана	1	1
героя как ценностного	1	1
совершенно особого рода	1	1
