2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram
на войну	1	1
случаях герой	3	1
его в	3	6
все же	9	10
рождается ребенок	1	1
вытекает из	2	1
встречается не	2	1
все дело	2	1
здесь необходимо	1	1
теперь к	1	1
связь с	2	4
так например	2	6
этих случаях	16	2
книгу и	2	1
довольно много	2	1
в точности	1	2
дело происходит	1	1
все исследование	1	1
среди этих	1	3
эти материалы	2	2
на основании	1	1
ни один	1	6
этой задачи	3	1
наконец если	1	1
воas неи	1	1
в тридесятом	3	1
мы имеем	12	13
в иное	1	4
и к	1	1
право на	5	2
у смирнова	1	1
и оно	2	1
но здесь	2	1
в наших	1	1
мегрельских сказках	1	1
своего отца	4	2
независимо от	1	1
не представляют	1	1
кроме того	3	1
о геракле	2	1
волшебного средства	1	2
и всей	1	1
и требует	1	1
которую они	1	1
у всех	1	1
мы здесь	2	3
сказку как	1	1
социальной организации	1	1
не описывается	1	1
было мы	1	1
связан с	1	1
так и	5	9
в другой	3	1
в иных	1	1
харузин неи	1	1
и т	17	25
в ту	1	2
золотые волосы	1	1
и у	2	1
один и	1	2
узнаем в	1	1
означает что	1	4
всем их	1	1
всех народов	1	1
из сказки	1	2
то что	7	9
на землю	1	1
здесь однако	1	1
магической силы	3	1
сразу после	1	1
и от	2	2
никак не	1	1
царей в	1	1
могут служить	1	1
его как	1	2
особенно много	1	1
опять к	1	1
имеет в	1	1
в особенности	2	2
самый факт	1	1
трудные задачи	13	2
она его	3	2
опасно для	1	1
должна быть	1	5
бы то	1	2
в русских	2	1
это представление	2	2
обряда это	1	1
же представления	1	1
не самым	1	1
мышления и	1	1
от себя	1	1
если бы	1	8
та же	2	1
прямо не	1	1
связи с	3	4
в мифе	2	2
они к	1	1
то время	2	3
между собой	1	4
что в	13	12
он с	1	1
должны видеть	1	1
до наших	1	1
герой попадает	1	3
в сказке	36	44
требует чтобы	1	1
волшебного помощника	1	1
для объяснения	3	2
что их	1	2
в начале	1	3
царевна не	2	1
а как	1	1
создается почва	1	1
за ним	1	1
в своей	1	1
золотая окраска	3	1
у австралийцев	2	1
и они	1	1
но если	1	2
все в	2	1
на первый	4	2
первоначальная основа	2	2
в основе	2	4
но дело	1	1
можно усмотреть	1	1
этом случае	1	1
и больше	1	1
она дает	1	2
что она	5	5
все более	1	1
очень часто	1	3
их имена	1	1
из комнаты	1	1
что если	1	2
зависимости от	1	2
и что	10	10
в североамериканском	1	1
здесь интересно	1	1
и все	6	1
или менее	1	5
с героем	2	2
ну иван-царевич	1	1
на этот	2	2
никто не	1	2
по таким	1	1
и другую	2	1
еще одно	1	1
или за	1	1
для глаз	1	1
он начинает	1	1
крови и	1	1
после того	4	1
для чего	1	1
или он	3	1
из которых	1	3
как можно	1	1
