4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part2_wordlist_4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part6_wordlist_4gram
но и там где	1	1
и в целом ряде	1	1
о чем мы уже	1	1
один из древнейших и	1	1
как мы уже говорили	3	2
и до наших дней	1	1
мы будем говорить в	1	1
говорили о пародийной грамматике	1	1
как мы уже сказали	3	1
в плане телесного низа	1	1
мы уже говорили о	2	1
до сих пор еще	3	2
и в изобразительных искусствах	2	1
на самом же деле	1	1
с одной стороны и	2	1
уже говорили о пародийной	1	1
в целом ряде других	1	1
на первом плане находится	1	1
большей или меньшей степени	2	3
в то же время	5	6
носа можно судить о	1	1
в кругу тех же	1	1
путем перевода их в	1	1
один и тот же	1	1
можно судить о величине	1	1
дело в том что	1	1
абсолютные начало и конец	1	1
и т.п то есть	1	1
чем мы уже говорили	1	1
и др все эти	1	1
мы уже говорили что	2	1
до нас дошло свидетельство	1	1
кн ii гл i	1	1
в большей или меньшей	2	3
не подлежит никакому сомнению	1	1
но в то же	1	3
подлежит никакому сомнению что	1	1
