4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_4gram
но тем не менее	2	1
и в русской сказке	1	1
наводит на мысль что	1	1
с этой точки зрения	1	1
таких примеров можно привести	1	1
животное или птицу и	1	1
в то время как	2	1
с появлением земледелия и	2	1
состоит в том что	2	1
но вместе с тем	1	3
мы до сих пор	1	1
что он состоит из	1	1
примеров можно привести множество	1	1
гл viii § неи	1	1
в бывшей нидерландской новой	1	1
герой в этих случаях	1	1
и приходит к заключению	1	1
таким образом мы видим	1	1
точно так же как	1	1
выше мы видели что	1	1
в свете приведенных материалов	2	1
мы имеем и в	2	1
в некотором государстве жил-был	1	1
приходит к заключению что	1	1
и т д или	1	2
превращается в животное или	1	1
в русской сказке в	1	1
и здесь мы имеем	1	1
мы видим что герой	1	1
сюда же можно отнести	1	1
мы видим в сказке	1	1
раньше чем перейти к	2	1
не исключают друг друга	1	2
уже выше мы видели	2	1
бывшей нидерландской новой гвинее	1	1
мы не будем здесь	1	2
как мы увидим ниже	1	2
мы уже знаем что	1	1
но эти случаи показывают	1	1
в животное или птицу	1	1
подробнее мы это увидим	1	1
мы видели что в	1	1
на мысль что и	1	1
в этом случае мы	1	1
