4gram	Potebnia_Myslijsyk_partition_part4_wordlist_4gram	Potebnia_Myslijsyk_partition_part2_wordlist_4gram
в эту минуту находится	1	1
в том смысле что	1	1
но тем не менее	3	2
одного и того же	6	1
том виде в каком	1	1
в прямом отношении к	1	1
не в состоянии дать	1	1
которое в эту минуту	1	1
на то же выйдет	1	1
тем не менее в	1	1
том смысле в каком	1	1
по мере того как	4	4
представлений lazarus т с	1	1
только в том что	1	1
для нас там где	1	1
не было в сознании	1	1
что же касается до	1	1
понимание было бы невозможно	1	1
в этом случае мы	1	1
минуту находится в сознании	1	1
не в том что	1	1
эту минуту находится в	1	1
б которое в эту	1	1
не заключает в себе	2	1
только в обществе и	1	1
не в состоянии были	1	1
в себе в зародыше	1	1
как бы ни был	1	1
развивается только в обществе	1	1
или что на то	1	1
заключает в себе никаких	1	1
мы представляем себе содержание	1	1
одной и той же	1	1
это к языку и	1	1
и в таком случае	1	1
применить это к языку	1	1
вопрос о том что	1	1
в то же время	2	3
в том смысле в	1	1
в то время когда	1	1
если так можно выразиться	1	1
один и тот же	1	2
дело в том что	1	1
не можем потому что	1	1
и то и другое	1	1
что на то же	1	1
в состоянии дать себе	1	1
не могут быть названы	1	1
которые могут быть выражены	1	1
только после того как	1	1
лишь по мере того	1	1
очевидно что если бы	1	1
и во многих других	1	1
и та и другая	1	1
мы не можем потому	1	1
и сами по себе	3	1
в том случае если	1	1
но заключает в себе	1	1
состоянии дать себе в	1	1
мы можем заметить что	1	1
в нем воспоминание его	1	1
в том виде в	1	1
не было бы возможно	1	1
