4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_4gram
земель в тридесятое государство	1	1
с этой точки зрения	3	1
сосны что растет за	1	1
в тех случаях когда	3	3
в то время как	2	3
приходит в чужую землю	1	1
т е в сказке	1	1
такой случай мы имеем	1	1
но мы уже знаем	1	2
тех случаях когда царевна	1	1
тридевять земель в тридесятом	1	1
что растет за тридевять	1	1
по мере того как	1	1
случай мы имеем в	3	2
похожи друг на друга	1	1
уже выше в главе	1	1
что он прошел сквозь	1	1
выше в главе о	1	1
может быть поставлен вопрос	1	1
точно так же как	1	1
в этом царстве в	1	1
тридесятом царстве в подсолнечном	1	1
и т д но	1	1
в северной америке здесь	1	1
приходит к заключению что	1	3
от которого зависело благополучие	1	1
то это значит что	1	1
что и в сказке	1	1
ни в сказке сказать	1	1
не только в сказке	1	1
земель в тридесятом царстве	1	1
за тридевять земель в	4	2
мы видим и в	2	1
с золотой сосны что	1	1
так же как и	1	1
в тридесятом царстве в	1	1
герой отправляется ее искать	1	1
в мифе о геракле	1	1
ветку с золотой сосны	1	1
и т д в	2	1
мы уже знаем что	2	2
все новые и новые	1	1
царстве в подсолнечном государстве	1	1
эти примеры показывают что	1	1
и то и другое	1	1
растет за тридевять земель	1	1
что он погибнет от	1	1
золотой сосны что растет	1	1
мы имеем в сказке	3	1
то же можно сказать	1	1
интересный случай мы имеем	1	1
неи эти материалы показывают	1	1
или превращается в него	1	1
тридевять земель в тридесятое	2	1
переносится не только в	1	1
эти материалы показывают что	1	2
можно предположить что и	1	1
точно так же в	1	1
