2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram
душу а	1	1
все же	10	8
его в	9	5
в царство	3	11
книге о	1	2
подобно тому	1	1
изобразительном искусстве	1	1
мифа о	2	1
здесь может	1	1
эти материалы	6	6
также уже	1	1
костей его	1	1
чем речь	1	1
в тело	1	1
змея под	1	1
за горизонтом	2	1
они дают	2	1
и т	20	10
всем что	1	1
или далеко	1	1
более глубокую	1	1
то что	7	6
в китае	1	4
на задний	1	1
наряду с	4	3
представлением о	3	2
все его	2	1
заключению что	3	3
или на	2	1
к иному	1	2
несмотря на	2	1
стрела из	1	1
в ригведе	1	4
более ранних	1	6
то время	1	3
огонь а	1	1
явно идут	1	1
вокруг него	1	3
случаях мы	2	1
рыба и	1	2
он является	1	1
необходимости приводить	1	1
интересен тем	1	1
уже и	2	1
в вавилоне	3	1
случаев в	1	2
число голов	1	1
что можно	1	1
ранние формы	1	2
царство есть	1	2
этом случае	7	6
очень часто	1	5
после смерти	3	2
с представлением	2	2
пермской сказке	1	1
что египтяне	1	1
же обычай	2	1
в стране	1	1
его кости	1	1
никто не	3	2
сообщает что	1	2
может фигурировать	1	1
из которых	2	3
и русская	1	1
могут быть	6	3
связано с	5	4
здесь еще	3	4
аф вар	2	4
далеко за	1	1
воды в	1	1
с земли	1	1
через море	3	1
в лесу	2	1
на воду	2	1
пасть все	1	1
в его	12	5
е у	1	4
показывают как	1	1
сильно что	1	1
и поражает	2	1
меня не	1	1
см в	1	1
одновременно в	1	1
на месте	1	1
отношение к	1	1
в руки	1	2
еще в	2	3
в чреве	2	1
от змея	1	13
по мере	2	1
какая-то связь	1	1
много лет	1	1
действительно миф	1	1
где уже	2	1
этого представления	1	3
он состоит	1	1
подтверждается материалами	1	1
немного погодя	1	1
были бы	1	1
вовсе не	2	2
между двумя	1	1
явление позднее	3	1
этого мотива	8	4
здесь нет	1	2
за собой	1	5
из этого	1	3
царь змей	1	1
бы в	1	1
форму змея	1	1
роль змея	1	2
неи этот	2	4
перед ним	1	1
как говорит	1	1
было ни	1	1
борьбы с	1	3
в море	5	1
субстанциям употребляемым	1	1
очень ясно	2	2
типична для	1	1
неи приведенные	1	1
другой стороны	8	8
отношению к	2	2
то и	1	2
его с	1	3
кварца с	1	1
к этому	2	3
вспомним что	1	1
но для	2	2
сказке герой	5	5
к заключению	3	3
видели это	1	1
волосы на	1	2
и не	11	10
выше мы	2	1
таким образом	9	12
связанные с	2	1
здесь довольно	1	1
тем что	10	5
выходя из	1	1
что девушку	1	1
сказке говорится	1	1
дает нам	1	2
все эти	8	8
в данном	3	3
здесь он	2	1
т д	18	8
земледелия и	1	1
о пути	1	1
мира и	1	2
люди не	1	1
змея и	6	12
и полетел	2	1
брак с	1	1
перед нами	2	2
социальной жизни	2	1
античности и	1	1
в землю	2	1
этими двумя	1	1
потустороннем мире	1	1
борьбы со	1	1
царство где	1	2
может ее	1	1
и эти	1	5
убить змея	1	1
без всяких	2	2
самый бой	2	1
трудно сказать	1	1
употребляемым шаманом	1	1
со змеем	3	4
случаях это	1	1
в русской	3	6
на них	2	1
миф и	1	2
иное царство	4	6
его роль	1	1
он отражает	1	1
в своем	1	2
героем и	2	1
стороны и	1	2
одного из	1	1
тотемное животное	3	1
и сказал	1	1
от земли	1	1
в сказке<неи	1	1
пребыванию в	1	1
при обряде	2	2
как и	7	5
пояс в	1	1
змея но	3	1
между мифом	1	1
на котором	1	3
к самым	1	1
тридесятое царство	1	6
при посвящении	1	1
царевну и	1	1
сильный сон	1	1
и в	25	26
избушкой яги	1	1
с избушкой	1	1
огонь и	3	1
не видно	1	1
волшебные предметы	2	1
но не	5	2
мертвых я	1	1
для нас	5	2
при встрече	1	1
в ином	3	6
лука пущенная	1	1
по существу	2	1
на вершине	1	1
можно наблюдать	3	2
несколько остановиться	1	1
океанийских островах	2	1
с этим	5	2
царство мертвых	2	4
пасть они	1	1
в африке	4	5
но это	7	4
народ разводящий	1	1
когда он	2	3
эти животные	2	1
и описывается	1	1
ее в	2	6
знаем что	6	2
в воду	8	1
же в	2	1
героя мы	1	1
что говорилось	1	1
более поздняя	1	1
на тот	1	2
шли они	1	1
это не	6	4
античности в	1	1
на помощь	1	1
некоторое время	2	1
а если	2	1
но он	2	2
это значит	2	1
того как	4	3
есть какая-то	1	1
прежде всего	6	4
имеется это	1	1
говорит бадж	1	1
их не	1	1
героя но	2	1
случай когда	1	2
над ним	3	1
это может	1	1
по воздуху	3	3
в зависимости	1	1
мертвых здесь	1	2
он наоборот	1	2
сказках где	1	1
поражает его	1	1
и уносит	1	1
последняя ступень	1	1
видели в	1	2
мы рассмотрим	1	3
представлениях о	1	1
и наконец	1	3
гром гремит	1	1
мифом и	1	1
деталь также	1	1
землю и	2	1
до боя	2	2
наоборот в	2	1
все что	1	4
живут в	1	1
с этой	2	2
змееборство в	4	1
аф в	1	2
эта деталь	1	1
об этом	2	1
штернберг неи	1	2
в образе	5	10
пути умершего	1	2
быть проглоченным	3	1
змея из	2	1
в иной	7	1
сел на	1	2
он иногда	1	3
герой отправляется	1	1
змея мы	1	2
с обрядами	1	2
и есть	1	1
форму но	1	1
мертвых гл	1	1
мигом словно	1	1
свой животный	1	1
и водяного	1	1
например в	5	7
то же	4	5
этот обычай	4	1
уже нет	1	1
неба и	1	1
развития это	1	1
другими словами	1	3
на следующий	1	1
погибнет от	1	1
эта связь	2	6
в которое	1	2
на другие	1	1
в свете	3	1
над волей	1	1
с обликом	1	1
а все	1	1
белуджские сказки	1	1
как змей	1	2
не объясняет	2	1
мы видим	8	5
во дворец	1	1
на неудачу	1	1
кости и	1	1
но мы	3	2
он взял	2	1
в определенных	1	1
к солнцу	1	1
неи эти	2	1
к этой	1	1
их к	1	1
один из	2	3
ясно что	5	1
же и	1	1
в воздух	1	1
людей он	1	1
вверх и	1	1
в народе	1	2
не хватает	1	1
необходимо установить	1	1
но в	1	7
это мы	1	2
не имеет	1	2
сих пор	2	4
тем не	4	1
все того	1	1
это нужно	1	1
что там	1	2
быть объяснена	1	1
о которых	2	1
змей еще	1	1
аф здесь	1	1
а потом	1	2
в греции	3	6
в котором	1	1
представление об	2	1
царевна его	1	1
они были	1	1
для него	1	1
этом он	1	1
всего есть	1	1
в прудах	1	1
формы этого	3	1
и это	4	8
посвящения и	1	1
и герой	2	1
т д.<неи	2	2
шире этот	1	1
из преисподней	1	1
так например	2	3
себе не	1	1
связь с	8	11
с полным	1	1
но такой	1	1
образа змея	1	1
всех пожирает	1	1
есть условие	4	2
некоторых случаях	2	2
и освобождает	1	2
берегу на	1	1
в иное	5	5
подошел к	1	1
в пруд	1	1
пущенная привезла	1	1
и оно	1	1
самых ранних	1	1
такие представления	2	1
с неба	1	1
всей австралии	1	1
пояс из	1	1
не описывается	3	1
следующий день	1	1
книге мертвых	2	2
уже давно	1	2
еще и	1	1
хлынула на	1	1
он пошел	4	1
означает что	2	1
и от	1	3
быть истолкован	1	1
в одном	1	3
о персее	1	3
можно найти	2	1
тот свет	1	2
мы перейдем	1	1
прямо не	1	1
прийти к	2	1
лодка поднялась	1	1
может иметь	1	2
только после	3	1
в сказке	18	23
а как	2	1
у народов	9	6
или же	3	2
связь кристаллов	1	1
друг с	2	1
но дело	1	1
этих двух	1	1
и пришли	1	1
как только	1	3
и деревья	1	1
как правило	1	1
этих животных	1	1
себе в	1	4
всю воду	1	2
водяная природа	1	3
спасается от	1	1
змея обвившись	1	1
на земледелие	1	2
и о	1	1
жизни и	2	2
борьбу с	1	1
встречаются не	1	2
все другие	1	1
проглатывания и	1	1
его имени	1	2
в преисподнюю	4	1
о смерти	1	9
разинутой пастью	1	1
человек может	1	1
более позднюю	1	1
птичьего языка	3	1
там где	6	5
кристаллов кварца	1	1
по морю	2	2
пребывание в	5	1
в бывшей	2	1
в том	6	12
мы знаем	8	2
приближается к	2	1
д все	1	1
это тридесятое	1	2
живую и	1	1
к другой	1	1
сердца но	1	1
есть ли	1	1
на вопрос	1	1
в животное	6	1
за которым	1	1
как мы	5	4
что как	1	1
только тогда	2	1
в саду	1	1
что такие	1	1
мифе о	1	5
они обладают	1	1
это чудовище	1	1
есть не	1	1
это явление	1	2
в виде	9	6
что герой	3	2
сказка и	1	1
здесь не	1	2
не видел	1	2
на куски	1	1
можно бы	3	1
неи с	1	2
со стороны	2	3
одно из	1	1
том свете	1	4
с жалом	1	1
что здесь	3	3
на небо	6	8
то он	1	2
здесь можно	2	7
то это	3	5
в своих	1	3
о ней	1	1
и убивает	1	1
т е	16	22
на спине	2	1
герой убивает	2	2
имеется широко	1	1
форма его	1	1
царство солнца	2	1
иной мир	6	3
от этого	4	3
мотиве который	1	1
испытывается как	1	1
представление имеется	1	1
не видели	1	1
здесь интересна	1	1
как представление	1	1
уже в	2	1
сказка знает	2	1
в жизни	1	1
что наряду	1	2
наконец в	1	1
свое царство	1	1
в истории	4	1
широко распространенная	1	1
змея на	2	3
эти примеры	2	1
иногда и	1	1
как поглотитель	1	1
и он	6	4
вряд ли	1	1
как на	1	3
ее за	2	1
с появлением	5	6
как у	2	2
поднялась по	1	1
или сам	1	1
интересно что	1	2
в мотиве	1	1
с другом	2	1
переносятся на	1	1
же представление	4	2
в америке	4	1
борьба но	1	1
подземное царство	1	1
не менее	4	1
еще не	8	9
знает что	1	1
ниже когда	1	1
на первом	1	1
в загробном	1	1
но на	1	1
этого обряда	3	1
не вполне	1	2
все еще	4	1
свете не	1	1
переносится к	1	1
однако одно	1	1
приведем пример	1	1
змей аф	2	1
представляет собой	7	2
он представляет	1	1
животного как	1	1
него и	5	3
змееборства у	1	1
обитает змей	1	4
на съедение	2	1
с человеком	1	1
и на	8	12
неи все	1	1
народов но	1	1
он на	2	1
еще совершенно	1	1
чтобы они	1	2
этот обряд	6	3
идет по	1	1
змей с	1	1
для того	3	1
перейдем к	2	1
с коня	1	1
тому как	1	1
другую сторону	1	1
frobenius неи	2	1
будет ниже	1	2
идут от	2	2
в то	3	5
мире и	1	1
никогда не	3	13
распространенная связь	1	1
так же	5	2
так что	2	3
приводят к	1	3
а на	2	1
материалы показывают	3	2
не в	6	3
в земле	1	1
так у	1	3
мы проследим	1	1
которых как	1	1
синя моря	1	1
у народа	1	2
пасть змея	3	2
чаще всего	1	5
по имени	1	1
на дереве	3	1
рассмотрен как	1	1
не совсем	6	1
как это	1	5
что этот	2	2
тридесятого царства	2	6
надо несколько	1	2
потом в	1	1
искать в	1	1
государственных религиях	1	1
о тридесятом	1	1
что змей	7	7
говорится что	3	1
сказочного змея	1	1
для этого	1	1
нет в	1	3
и др	3	2
этому случаю	1	1
нас же	1	1
как бы	2	4
привезла их	1	1
герой например	3	1
сказка отражает	1	2
а с	1	2
сказке мы	1	1
же что	1	1
в очень	1	4
тридевять земель	3	3
мы можем	2	7
в подземный	1	1
и змеи	1	2
от его	1	1
на воде	1	1
это происходит	2	1
власть над	1	7
животные в	1	1
этой точки	1	1
змея не	2	1
в целом	3	1
что не	1	2
и пр	3	1
а не	2	2
этих мифов	1	1
значит что	2	2
время как	1	3
превращается в	7	7
подобного рода	1	1
ее пасть	1	1
белуджской сказке	1	1
то царство	1	1
одним из	2	1
и ее	1	3
если кто-нибудь	1	1
стиле сказки	1	1
или даже	1	1
змеем в	2	1
конь не	1	1
также что	3	1
долганском мифе	1	1
связь и	1	1
нами выше	1	1
boas неи	1	1
из змея	1	1
см здесь	1	1
в изобразительном	1	1
пасть и	2	1
ее не	1	3
солнце не	1	1
каменистой горе	1	1
и другое	1	2
они не	3	3
что оно	1	4
и происходит	1	2
в страну	1	1
волосами и	1	1
при помощи	7	3
змею на	3	1
нам необходимо	1	2
к изучению	1	1
чтобы получить	1	2
в озере	1	2
долганский фольклор	1	2
с целью	1	1
характерно что	1	1
о змее	6	4
воде и	1	3
с собой	1	2
на колени	1	1
уже только	2	2
указывалось выше	1	1
чтобы быть	1	1
живет на	2	2
первобытных народов	2	2
вопрос о	2	3
к нему	3	1
ничего не	2	2
животных он	1	1
он отправляется	1	1
том числе	1	1
если он	1	3
и вода	1	1
что они	1	2
змея или	3	1
должен быть	2	1
они на	1	1
в книге	3	4
неи но	2	2
в сибири	1	1
убив змея	1	1
в обряде	5	1
было так	1	1
такой случай	1	2
и здесь	7	1
человека в	3	2
мифе герой	1	1
мы легко	2	1
три царства	1	4
при этом	1	3
того что	2	2
и там	1	6
в форме	3	2
но уже	3	1
у него	2	7
новые и	1	1
в этих	6	2
эти соображения	1	1
когда змей	2	2
поглотителя и	1	1
что его	3	1
может считаться	1	1
формы его	1	1
или другого	1	1
там в	1	3
он это	1	1
падает в	1	1
из рыбы	2	1
явление более	1	1
своей работе	1	1
что это	5	2
змей всегда	1	1
представлений в	1	1
явление по	2	1
только одна	1	3
и другие	1	3
и часто	1	1
от них	2	1
античной греции	1	2
царстве в	1	2
индии в	2	1
во сне	2	3
герой бросает	3	1
ясно в	1	1
выходит из	1	1
и крылья	1	1
или другое	1	2
народов достигших	1	1
хрустальная гора	1	3
к мифам	1	1
прибытия в	1	1
даже в	2	2
мы имеем	14	14
в северной	1	2
мы читаем	1	1
смерти в	1	2
о геракле	1	1
что при	3	2
даже через	1	1
его и	2	1
связан с	2	6
убивает его	6	1
у них	1	4
думает что	1	1
или другой	1	2
тем самым	1	2
