4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_4gram
как в сказке о	1	1
указывает на то что	1	1
побежал на двор елены	1	1
совершенно так же как	1	6
и т д такое	1	1
в то время как	1	1
основана на том что	1	1
но вместе с тем	3	1
мы до сих пор	1	1
и целый ряд других	1	1
т е мы опять	1	1
по мере того как	1	1
и побежал на двор	1	1
даже если бы мы	1	1
на двор елены прекрасной	1	1
в некотором царстве в	1	1
неи в этом случае	3	1
и т д с	1	1
т д с другой	1	1
представление о превращении в	1	1
это происходит потому что	1	1
в этом случае мы	1	1
boas неи в этом	1	1
точно так же как	1	1
о чем речь будет	1	1
выше мы видели что	1	2
конем и побежал на	1	1
может быть прослежен но	1	1
указывают на то что	1	1
т д или же	1	1
героя за тридевять земель	1	1
и т д или	2	1
но мы знаем что	1	2
много лет тому назад	1	1
так же как и	2	4
случай интересен тем что	1	1
а также то что	1	1
д с другой стороны	1	1
во всех этих случаях	1	1
его на своей спине	1	1
мы уже видели как	1	1
некотором царстве в некотором	1	1
то здесь мы имеем	1	1
е мы опять имеем	1	1
раньше чем перейти к	1	1
чтобы подняться на небо	1	1
уже выше мы видели	1	1
как мы увидим ниже	2	1
можно бы думать что	1	1
в своей работе о	1	1
умершего в загробный мир	1	1
только после того как	1	1
к небу где он	1	1
мы видели что в	1	1
этот случай интересен тем	1	1
двор елены прекрасной аф	1	1
о превращении в животное	1	1
царстве в некотором государстве	1	1
не может быть речи	1	1
