2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram
когда они	1	1
как функция	2	1
и тех	1	2
все же	4	5
его в	1	6
мышление в	1	4
в развитом	1	1
речи и	15	1
вытекает из	3	1
к детской	1	1
утверждения что	1	1
самой природе	1	1
является по	1	2
теоретической и	1	1
себе не	1	1
что говоря	1	1
по нашему	1	2
пиаже не	3	2
в собственном	3	7
линии в	1	1
зрения нашей	1	1
подобно тому	2	2
мышления должна	1	1
пиаже что	2	1
ранний возраст	1	1
общего с	2	1
есть функция	2	1
бы назвать	1	2
даже в	4	2
первого года	1	1
мы имеем	3	2
и к	6	5
процесса образования	1	6
в наших	1	2
от второго	1	1
независимо от	4	1
в данной	1	2
как о	1	1
в развитии	26	25
эти опыты	1	1
которое он	1	1
мышлением и	7	4
что при	3	2
нашей гипотезы	1	1
заключающийся в	2	1
на язык	2	1
действительно в	1	1
то мы	1	1
так и	8	5
в другой	2	2
это очевидно	1	1
не является	9	5
развитом виде	1	1
как вместе	1	1
начало в	1	1
когда мы	1	2
еще и	1	1
один и	1	7
у них	2	1
внешнем сходстве	1	1
исследования не	2	1
к еще	1	1
в известном	2	2
приводит автора	1	1
чрезвычайно важный	1	1
тем самым	3	7
то что	20	15
но как	1	2
необходимую предпосылку	1	1
действительности и	3	1
оно вообще	1	1
рассматривается как	3	1
исследования в	1	2
а отнюдь	1	1
и от	1	3
отношении интересующей	1	1
основной вывод	1	1
вывод заключающийся	1	2
имеет в	1	1
наряду с	2	3
в интересующей	1	1
возникает вопрос	1	1
по которым	1	1
слов ребенка	3	1
ребенок приходит	1	2
бы то	1	1
для развития	1	2
появляется у	1	1
в одном	2	1
тот факт	1	1
тому же	1	6
мышления что	1	2
или на	1	1
в высшей	7	2
мы обратимся	1	5
приведенных выше	2	1
той же	2	6
мышления и	16	14
значение этого	1	1
если бы	8	5
та же	1	1
от развития	1	2
к которому	6	3
эксперименте с	1	1
в обоих	1	3
определения этого	1	1
заключенное в	1	2
связи с	9	3
что перед	1	1
ни в	2	3
же точно	1	1
из двух	3	1
и которые	1	2
нигде не	1	1
и той	2	4
между собой	1	5
что в	14	19
имеет никакого	1	1
является продуктом	1	1
картина развития	1	1
нас в	2	3
для объяснения	1	2
он является	2	1
друг от	2	1
в начале	4	2
что их	1	1
пиаже в	8	1
в своей	4	7
как раз	4	1
развития с	2	3
положения пиаже	1	1
уже и	2	2
но если	2	1
которые являются	1	1
друг с	2	7
на первый	1	4
приведенном выше	1	1
в основе	3	17
воспринимаются в	1	1
что можно	3	1
детской психологии	5	1
этих двух	2	1
речевого общения	1	1
как только	2	2
мы пытались	1	2
процессе развития	7	2
что она	3	1
все более	1	2
как правило	1	1
между мышлением	5	1
и практическом	1	1
в той	1	2
что если	2	2
что исследование	1	1
зависимости от	6	2
и что	8	8
показал что	5	1
те два	2	1
представлений или	1	1
имеет свое	2	1
выяснить как	1	1
ребенка то	1	1
кусков ткани	1	1
еще дальше	1	1
найденные нами	1	2
мы говорим	1	1
ребенок не	2	2
которое мы	3	2
на этот	6	3
целом и	1	2
и речи	13	2
детей в	3	1
бы мы	2	1
говорил он	1	2
бы они	2	1
которая и	1	1
помощью которого	2	2
что на	2	2
видим таким	1	4
он однако	1	1
раз навсегда	1	1
он начинает	1	1
развитии мышления	5	1
биологической эволюции	1	1
после того	1	1
и притом	1	1
из которых	3	1
это положение	1	5
мысли как	1	2
что эта	6	3
жизни ребенка	2	1
только не	1	5
всеми своими	1	1
же самого	1	2
место в	1	2
на одном	2	2
образом как	2	2
на деле	5	3
формы или	1	1
не есть	1	2
как увидим	2	1
те же	3	6
между этими	1	2
не то	2	1
и так	1	1
в основу	1	2
что все	4	3
без исключения	1	1
понятно что	2	2
не может	9	6
опыта но	2	1
могут быть	2	7
которого мы	1	1
истинном смысле	3	1
с психологической	1	2
следующим образом	2	3
связано с	1	1
сказать что	6	6
предметов в	1	2
мы видели	6	6
если снова	1	1
отнюдь не	2	3
функцию в	1	1
к пониманию	1	3
экспериментальных данных	1	1
вместе с	6	8
виде в	1	2
он должен	2	1
момент заключается	1	1
сознания и	1	1
но развитие	1	1
средством образования	1	1
ребенка здесь	1	1
и одновременно	1	1
окружающих его	1	1
мы знаем	7	1
из своей	1	1
наглядной ситуации	1	2
в том	33	42
относятся к	2	2
является то	2	1
в его	2	11
все равно	2	1
той и	2	1
и т.п	7	2
с развитием	4	1
понятие с	1	1
является общим	1	2
на всем	2	2
как они	1	4
процессов в	1	1
не входит	1	1
не существует	3	1
и может	1	1
опыта к	1	1
и мышлением	1	2
приводит к	5	3
о чем-то	1	1
о том	9	5
с ребенком	1	1
первой стадии	1	1
между тем	1	9
в процессах	1	3
от того	2	3
чем он	1	1
согласно этой	1	2
моментов в	2	1
психологической стороны	1	2
противоречие с	1	2
на вопрос	4	1
то обстоятельство	1	3
в виду	6	3
бы к	3	1
на то	6	5
в самой	3	1
ребенка к	1	3
во всей	5	4
с помощью	5	31
обратимся к	1	4
понятие о	2	2
что между	2	1
развития детского	7	11
и наоборот	1	1
говоря словами	2	1
как мы	6	13
однако не	1	1
это верно	1	1
так чтобы	1	1
также в	1	1
другие предметы	1	2
по мере	1	4
которому он	1	1
к которым	4	2
известно что	1	1
может быть	9	12
ребенка т.е	1	2
эта ошибка	1	1
и его	4	5
мышлению в	1	3
чрезвычайно близкое	1	1
развития в	6	6
мысли но	1	1
его мысль	2	1
в сфере	1	1
с таким	6	3
и обратно	2	1
только тогда	2	1
уже говорили	3	2
как его	1	1
в отношении	6	10
примитивных народов	1	3
обобщений которые	1	1
многих других	1	1
этот раз	1	1
орудия для	1	1
между ребенком	1	2
вопросу о	1	1
совпадают в	1	2
у животных	6	1
ребенка не	5	7
связанной с	1	1
и определенной	1	1
и сл	1	1
не больше	1	1
в тех	1	1
мышления является	2	3
в виде	1	3
с тем	1	6
на развитие	1	1
это есть	2	1
я не	1	1
который в	4	1
ни было	1	1
момента в	1	2
из этого	1	1
только один	1	1
том смысле	1	2
эта теория	2	1
наблюдений над	1	1
типа и	3	1
здесь не	1	2
линии развития	2	1
детской речи	19	2
мысли с	4	1
нас интересует	2	2
из других	1	1
важный в	1	1
генетической точки	1	1
от тех	1	3
бы в	1	3
увидим что	2	5
вслед за	1	2
опыты келера	2	1
равным образом	1	1
установленное положение	1	1
в мышлении	2	21
без генетического	1	2
отличие от	3	2
на которых	2	1
его к	2	4
сравнению с	5	3
для обозначения	2	1
до сих	1	1
тот же	7	9
последнее время	5	1
и самое	1	1
мышлении взрослого	1	4
этой теории	3	4
ребенка чем	2	1
для них	1	1
и других	2	3
одном и	1	1
на которые	1	1
со стороны	3	3
оказывается несостоятельным	1	1
слова которые	1	1
значения для	1	1
особенности детского	3	1
уже сказано	3	4
с и	4	1
и второй	1	2
как он	6	4
уже на	1	1
мы хотели	2	1
одно из	1	1
мы встречаемся	1	1
наталкивается на	2	1
этим словом	1	1
нас к	2	3
что здесь	2	2
проблемы в	1	1
в частности	6	5
как говорит	2	2
с которой	2	1
ребенка на	2	2
то он	2	1
мышления из	1	1
как процесс	2	1
в следующем	3	2
показывает что	1	2
на этой	2	1
с генетической	1	1
бюлер и	1	1
не во	1	1
всякий раз	2	1
может не	1	2
и даже	5	1
вопроса о	1	2
движется в	1	1
следует сказать	1	1
и тем	2	8
нет у	1	1
того чтобы	12	7
во внимание	1	1
и при	1	4
целом но	2	1
в своих	1	1
только в	4	10
в смысле	1	4
появляется в	1	1
речи мы	4	1
и значение	1	1
так сказать	1	1
другой стороны	1	9
взрослого в	1	3
мышление ребенка	7	3
в этой	6	3
роли в	2	1
отношению к	5	1
само по	2	1
в психологическом	1	1
что уже	1	2
мышления для	1	1
их развития	1	5
к выводу	6	2
идет о	3	3
то и	1	1
в роли	1	1
эта проблема	5	2
всяком случае	6	3
его с	2	1
мысль ребенка	3	1
том случае	1	1
к этому	4	4
видеть в	1	2
дальнейшее развитие	1	1
которые устанавливает	1	1
доказательство того	1	1
но для	2	2
ход развития	2	6
как в	4	5
положение что	2	1
во всяком	7	4
ибо как	2	1
и не	7	8
но вместе	1	2
мы уже	6	5
нас проблемы	1	2
здесь же	1	1
своих опытах	1	1
лежит в	3	1
таким образом	14	25
тем более	3	1
свое значение	1	1
больше того	3	1
совершенно понятно	1	1
детской мысли	7	17
ребенком и	2	3
связанные с	1	1
этих слов	1	1
о своих	2	1
тогда когда	5	8
имеет свою	2	1
ребенка и	4	9
тем что	2	7
одно и	1	6
интеллектуальных операций	2	3
уже в	5	6
возникает из	4	2
возникает тогда	1	1
и после	1	1
исследование снова	1	1
и мышления	3	3
в толковании	1	1
и повторяя	1	1
тенденции к	2	1
не только	15	15
наши предположения	1	1
это общее	1	1
вплотную к	1	1
он не	7	1
говорит он	12	5
есть еще	1	1
стадии своего	2	2
смысле этого	3	7
могут иметь	1	1
ребенка в	10	4
все эти	3	5
мысль на	1	1
чрезвычайно интересное	1	2
в данном	3	2
в истории	6	10
что всякое	1	2
ребенка это	3	2
как уже	2	4
интересует в	1	1
и потому	1	1
слова в	1	9
которая по	1	1
случае не	2	2
два момента	1	1
с самого	1	1
от окружающих	1	1
в их	2	12
друга при	1	1
не играют	1	1
моментом в	1	1
это обстоятельство	2	1
того в	1	1
не видит	1	1
в рассматриваемой	1	1
в себе	2	10
нашему мнению	1	2
с той	1	2
и он	1	2
психологических функций	1	1
пиаже все	3	2
между ними	1	4
мы постараемся	1	2
мышления у	1	1
и теоретически	1	1
как известно	6	3
развитие ребенка	2	3
оно является	1	1
к тому	7	6
слова ребенка	2	2
ребенка он	1	1
на основе	7	10
как у	2	1
таким же	3	2
что вся	1	1
к годам	1	1
исследования и	1	1
в уме	1	5
перед нами	2	5
как если	1	1
одной стороны	7	9
развития детской	2	2
за шагом	1	1
у шимпанзе	14	1
раньше чем	2	5
говорили выше	2	3
интересующей нас	4	4
из них	3	4
момент и	1	1
с другом	2	7
прекрасно показал	1	1
первый план	1	4
и для	2	4
деле если	1	1
что только	1	1
в области	1	4
понятия как	1	3
но даже	1	1
вообще и	1	1
его несостоятельность	1	1
отличается от	1	2
остаются на	1	2
мышления если	1	1
в действительной	1	1
различные генетические	2	1
его теории	1	1
у ребенка	15	13
обстоятельство что	1	3
нам думается	3	1
слово которое	1	1
ступени развития	1	2
по пути	2	2
по себе	7	1
и внешних	1	1
мышлении ребенка	2	6
и является	1	3
переходит к	1	1
привести к	1	2
интеллекта и	4	1
целый ряд	2	5
с ним	3	1
целым рядом	1	1
трехлетнего ребенка	1	1
