3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram
другой стороны она	1	1
приведем еще один	1	1
не только в	5	2
и что здесь	1	1
вопрос о связи	1	1
все же еще	1	1
герой по дороге	1	1
никогда не говорит	1	1
что в данном	1	1
здесь можно еще	1	1
то что она	1	1
еще другим они	1	1
на заре земледелия	1	1
о том что	5	2
в другой сказке	1	1
вместе с тем	1	1
и может быть	1	1
в этом случае	1	3
углах снег лежит	1	1
имеющихся в репертуаре	1	1
в большинстве случаев	1	1
мы опять видим	1	1
видеть в нем	1	1
как и в	2	1
здесь мы имеем	2	1
в сказке сказать	1	1
как в сказке	1	1
таким образом и	1	1
сказка показывает что	2	1
в наши задачи	1	1
интересен тем что	1	1
они представляют собой	1	1
здесь мы видим	1	1
в сказке в	1	1
остыла а в	1	1
раньше чем дать	1	1
что и в	2	1
в иных случаях	1	1
сказка знает и	1	2
мы видели что	1	3
тех случаях когда	3	2
в баню в	1	1
же еще не	1	1
как мы увидим	1	1
мы имеем в	4	2
уже дает нам	1	1
к тому что	1	1
в зависимости от	1	1
начинается с того	3	2
в тридесятое царство	3	3
на том что	1	1
происхождение этого мотива	1	1
но и в	2	1
вар совершенно то	1	1
аф таким образом	1	1
ключа к их	1	1
и в сказке	6	1
баню в угол	1	1
поставить вопрос о	1	2
угол дунул в	1	1
мы видим и	3	1
же как и	1	4
но он не	1	1
что мы видим	1	1
мотив трудных задач	1	1
потому что у	2	1
же она не	1	1
но в чем	1	1
в то время	2	1
т д но	1	1
вар об этом	1	1
отсюда видно что	3	1
вскочил в баню	1	1
него есть помощник	1	1
должен доказать что	1	1
именно так как	1	1
животными и что	1	1
аф вар совершенно	1	1
на земле в	1	1
во время посвящения	2	1
в своей работе	1	1
т д имеют	1	1
в иное царство	1	6
тем не менее	4	2
в русской сказке	5	2
в таких случаях	1	2
целющей и живущей	3	1
мере того как	1	1
так же как	4	12
в связи с	1	2
в специальной работе	1	1
этот случай показывает	2	2
то чего не	1	1
это не совсем	1	1
героя в тридесятое	1	2
мы увидим ниже	1	1
и живущей воды	3	1
в сказке он	1	3
с другой стороны	8	4
приводят к тому	1	1
на передний план	1	1
в некотором царстве	1	1
т д в	2	1
остановимся только на	1	1
сказка никогда не	1	1
из царства мертвых	1	2
дает ключа к	1	1
мы и здесь	1	1
эти две стороны	1	1
сказка начинается с	2	2
в тех случаях	4	2
в сказке о	1	3
за тридевять земель	5	1
отсюда понятно почему	1	1
дунул в другой	1	1
в сказке как	2	1
и хотят его	1	1
эти случаи показывают	1	1
мы уже установили	1	1
в данном случае	3	3
в сказке помощник	1	1
он показывает что	2	1
в этих случаях	10	7
но все же	2	4
одну ночь см	1	1
видим и в	2	1
с этой стороны	3	2
и в особенности	1	1
что у него	4	1
живо вскочил в	1	1
мы здесь имеем	2	1
всех этих случаях	6	1
во всех этих	6	1
но так как	1	1
о том чтобы	1	1
переходим теперь к	1	1
так и в	2	2
предположить что и	1	1
основана на том	1	1
в этой связи	1	1
мы увидим что	2	2
можно предположить что	2	3
а в углах	1	1
и пр аф	1	1
т е в	2	3
рода своей жены	1	1
вступлением в брак	1	1
берет с собой	1	1
как мы видели	1	3
точно так же	2	5
уже выше мы	1	1
потому что я	1	1
мы имеем здесь	1	1
в сказке герой	1	2
мы знаем что	1	7
репертуаре русской сказки	1	1
не говорит о	1	1
очень близок к	1	1
предположить что здесь	1	1
он делает это	1	1
таким образом мы	2	1
приводит нас к	1	4
от своего отца	1	1
в русских сказках	2	2
с золотыми яблоками	1	1
все же она	1	1
до сих пор	2	5
два вопроса первый	1	1
в репертуаре русской	1	1
между прочим и	2	1
в афанасьевской сказке	1	1
то же происходит	1	2
в главе о	1	2
он не мог	1	1
неимы переходим теперь	1	1
случай мы имеем	3	1
так как он	2	2
баня остыла а	1	1
мы не можем	2	1
о чем речь	1	2
после того как	2	2
но уже в	1	1
совершенно то же	2	1
этот мотив не	1	1
в одну ночь	1	1
выше мы видели	1	2
независимо от того	1	1
вся баня остыла	1	1
имеет отношение к	1	1
т д или	2	1
что он не	1	1
на этот вопрос	2	2
хотя бы гипотетически	1	1
и здесь герой	2	1
образом и здесь	1	1
нас к пониманию	1	1
и в других	2	1
тогда как в	1	1
друг на друга	1	1
мы должны признать	1	1
совершенно так же	1	6
интересны еще другим	1	1
то же самое	1	2
то время как	2	1
т е мы	1	1
так раньше чем	1	1
по мере того	1	1
в углах снег	1	1
здесь перед нами	1	1
своей работе о	1	1
своего отца он	1	1
американских мифах герой	1	1
таких случаев можно	1	1
уже в качестве	1	1
и в русской	2	1
можно найти много	1	1
и говорит ему	1	1
другой плюнул вся	1	1
в американских мифах	1	2
нет необходимости повторять	1	1
можем здесь входить	1	1
случаев можно указать	1	1
он взял ее	1	1
не может быть	3	4
в лесу с	1	1
в тридесятое государство	1	1
мы уже знаем	3	1
превращаться в животное	1	1
здесь вспоминается и	1	1
дело не только	1	1
примеры показывают что	1	1
герой попадает в	1	1
на небо и	1	1
в угол дунул	1	1
в северной америке	1	1
по женской линии	1	1
о том как	1	1
в сказке это	1	2
у него есть	2	1
при помощи которых	1	1
и т д	16	24
не можем здесь	1	1
мы видим что	3	1
в некоторых случаях	1	3
в другой плюнул	1	1
не дает ключа	1	1
на том свете	1	1
с собой в	1	2
плюнул вся баня	1	1
но мы уже	1	1
то что он	1	2
одна из них	1	1
с того что	3	2
в иной мир	1	6
что в сказке	2	4
ничего не говорится	1	1
