2gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_2gram
все же	6	8
его в	3	3
и весьма	1	2
своей целью	1	1
необходимо чтобы	1	1
мы указали	1	1
символ и	18	1
подобно тому	1	2
и знак	2	4
знак ведь	1	1
есть функция	1	1
это вовсе	4	2
языкознании и	2	3
мы отличили	1	1
термины как	1	3
кроме того	3	5
некоторого рода	10	7
чтобы ее	1	2
нашего исследования	2	3
чем не	3	1
к проблеме	2	1
и т	13	6
не является	11	7
в ту	1	1
негативных теорий	3	3
в известном	2	1
то что	23	38
внутри него	1	1
с понятием	3	2
возникает вопрос	1	1
помощи понятия	1	1
знаков но	1	1
нет никакой	1	2
несмотря на	1	3
нет никакого	4	1
связи с	8	5
же деле	4	1
самим предметом	1	1
и той	1	4
между собой	1	5
то время	4	1
не всякий	1	1
собственно говоря	5	2
он является	3	2
и и	1	1
на первый	4	4
языковой знак	1	8
этом случае	5	7
получается таким	1	1
всего этого	1	1
этом мы	1	1
отношении является	1	1
имеет свое	1	1
и знаками	1	1
мы скажем	2	3
ни от	4	2
мы говорим	4	4
никто не	2	3
и речи	1	3
в логическом	1	1
из которых	2	2
не есть	35	33
или иное	2	2
но никак	3	2
и значит	1	1
никуда не	1	2
в его	9	7
все равно	3	3
символа с	5	1
мы бы	1	3
сам собою	1	1
с нею	2	2
мы конечно	1	2
разделить на	1	1
знак есть	6	11
во всей	3	1
да и	5	10
слова это	2	2
есть только	4	8
имеется в	4	3
для этой	1	1
особого рода	1	1
сам предмет	1	2
не можем	1	4
были бы	2	2
не полное	2	1
слова или	1	1
вовсе не	37	37
же тут	1	2
такой степени	1	1
стороны это	1	1
оттенков значения	1	1
ни было	3	1
из этого	3	2
образом что	1	1
знака мы	1	2
бы в	2	3
ни о	3	4
и нет	2	1
других знаков	1	1
есть знак	1	10
иначе чем	1	1
слова которые	1	1
связаны между	1	2
самих себя	1	1
знак можно	1	1
не обладает	1	1
и будут	1	1
реальное существование	1	1
от символа	4	1
натурального ряда	2	1
могут не	1	1
другой стороны	5	5
которых она	1	1
самый настоящий	3	1
к выводу	1	1
то и	5	4
предметом тоже	1	1
свидетельствует о	1	2
к этому	1	1
символа в	3	2
и все-таки	1	3
но для	1	1
даже до	1	1
же о	1	3
и не	35	37
тоже ведь	1	1
и та	1	1
таким образом	9	4
по своему	2	5
говорить об	1	3
тогда когда	1	3
здесь возникает	1	1
имеет свою	3	1
тем что	4	4
хотелось бы	1	2
его определенного	1	1
не считают	1	2
что-нибудь другое	1	1
дает нам	2	1
все эти	7	7
есть он	2	1
понятие модели	1	1
в общую	2	1
в данном	9	10
оказывается не	1	1
в литературе	1	1
вообще говоря	1	4
т д	13	6
что является	2	1
и того	1	3
мы считаем	1	2
и этот	1	3
перед нами	8	2
деле если	2	1
и достаточно	1	1
рода смысловую	1	1
сами по	6	2
до конца	1	1
отличается от	4	2
понятия символа	1	3
предмета но	2	1
большей частью	1	3
все наше	1	1
первый взгляд	2	1
логическом смысле	1	1
в языкознании	2	7
он отличается	1	1
бы его	1	2
бесконечное число	2	2
поэтому и	2	1
с первого	3	1
вообще как	1	1
то уже	1	1
в своем	5	4
в нашем	5	3
и без	4	5
никакой знак	2	1
по крайней	5	6
предмета в	1	2
не являются	2	3
это за	3	2
и своего	2	1
как и	10	5
тот предмет	1	2
или что	1	3
или попросту	1	1
речи или	1	2
