2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram
все же	1	2
его в	4	3
восприятий и	1	4
подобно тому	2	2
человека только	1	1
на разных	1	1
взятых из	1	1
с языком	2	1
смысл вообще	1	1
иначе как	1	1
наших языках	1	1
и т	7	5
в ту	2	1
достигается в	1	1
я с	1	1
то что	29	18
с понятием	1	2
его как	1	1
по-видимому только	1	1
для развития	1	2
все его	1	1
с первым	1	1
связи с	3	2
из двух	1	3
и той	1	2
то время	1	4
к познанию	1	1
смысле в	1	2
своему влиянию	1	1
уже и	2	1
на первый	1	1
приведенном выше	1	1
одного происхождения	1	1
когда оно	2	1
же с	2	6
при самом	1	1
на наш	1	1
результат научного	1	1
многие другие	1	2
поэзии есть	1	1
котором нет	1	1
никто не	2	3
должно бы	1	1
нам кажется	2	2
нашей мысли	3	4
не без	1	1
или нет	1	1
забвения внутренней	1	1
эта особенность	1	1
не есть	9	17
через представление	1	1
те же	3	6
могут быть	7	3
между новым	1	1
со значением	3	2
знак символ	1	1
из которого	1	1
сознания и	1	1
сказать о	1	1
значило бы	1	1
в его	5	4
все равно	3	4
ли мы	1	1
в нас	3	2
козьи уши	3	2
мы бы	2	1
и другим	3	1
и может	4	3
готовую мысль	1	1
с нею	3	2
нас самих	1	1
отношение к	2	2
ему только	1	2
не заключает	1	2
да и	4	1
деятельности мысли	1	1
есть только	5	5
понятие о	1	2
существует для	1	3
говоря словами	2	1
что цель	1	1
по мере	7	4
не можем	5	3
останавливаясь на	1	1
то самое	1	1
вовсе не	7	7
полагать что	1	1
к ним	2	1
про себя	1	1
такой степени	6	2
только а	1	1
образом что	2	1
мысли с	1	1
мысли этот	1	1
бы в	2	2
до слова	1	4
и было	1	1
внешняя форма	3	7
языка вообще	1	1
а вместе	1	1
с и	2	3
перед собою	2	2
под условием	3	2
сюда место	1	1
в глазах	2	1
вместе и	2	5
категории причины	2	1
убеждения что	1	1
есть выражение	1	2
в каждой	1	4
человек должен	1	1
этом настроении	1	1
как предмет	1	1
убеждение в	1	1
так сказать	5	2
другой стороны	1	4
отношению к	8	5
этом слове	4	1
то и	4	6
что содержание	1	5
его с	1	2
явления природы	1	1
и какое	1	1
и сама	2	1
до него	1	1
и не	18	15
слово как	1	5
понятий но	1	1
что язык	7	2
и та	4	2
выше мы	2	2
таким образом	24	14
по своему	2	2
разве только	1	2
тогда когда	8	9
собою доску	1	1
имеет свою	2	1
тем что	10	7
мы обозначаем	1	1
смысле этого	1	7
дает нам	1	3
все эти	3	1
которого не	1	1
в данном	4	1
хотя уже	1	1
на словах	1	1
есть новое	1	1
с самого	1	1
этим последним	4	1
т д	3	3
люди не	1	1
на его	3	2
листьев и	1	1
невозможно если	1	1
исходною точкою	1	1
языка в	2	5
перед нами	1	2
зависящее от	1	1
к содержанию	1	3
словом как	1	1
быть может	4	3
сами по	2	1
из виду	2	2
в первом	3	3
предмета но	1	1
таком же	1	1
каких не	1	1
начале языка	1	1
представляет ее	1	1
самое слово	4	2
сказанного ясно	1	1
бы оно	1	1
первый взгляд	1	1
на них	1	1
о влиянии	1	1
мысль которая	2	1
что человек	3	2
например солнце	1	1
вообще как	1	2
то уже	2	1
в своем	8	5
настолько насколько	1	3
и без	2	7
когда бы	1	1
душевной жизни	3	6
в шутку	1	1
в приведенном	1	2
по крайней	5	5
же следует	1	1
них в	1	1
как и	14	10
ее деятельности	1	1
и чем	2	1
должен был	1	1
значение языка	1	1
или что	2	3
чем теперь	1	1
на котором	4	2
одно только	1	3
же время	3	5
предположим что	1	1
и в	23	30
есть вместе	2	2
но не	1	7
если оно	2	1
речи то	1	1
для нас	14	20
как скоро	3	1
слово только	1	1
слово обозначает	1	2
непосредственно в	1	1
при создании	1	2
значение его	1	1
искусство есть	1	2
что каждое	1	2
с этим	7	6
причина почему	1	2
