2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram
диалектики и	1	2
когда они	1	1
была всегда	1	1
мифа должна	1	1
даже –	1	1
все же	5	3
его в	1	1
не вижу	1	1
значит? это	1	2
скажу что	1	1
обе стороны	3	2
об отношении	5	1
они только	1	1
понятие и	1	1
себе не	5	1
пришли к	1	1
науки xvii–xix	1	1
тут именно	1	1
она есть	5	10
о мире	1	1
непосредственное и	1	1
есть для	2	1
итак миф	2	2
что идея	1	1
даже в	3	1
этим я	1	2
мы имеем	2	1
и к	1	5
нему можно	1	1
к другому	1	1
виду что	1	1
не становится	1	1
от этих	1	1
как о	2	4
того и	1	2
кроме того	1	6
закон падения	1	1
быть –	1	1
не отличалось	1	1
только гипотеза	3	1
фикция и	1	1
то мы	2	1
так и	9	5
сознание и	1	3
– больше	1	2
вещи и	2	1
и т	21	24
уже давно	1	1
падения тел	1	1
когда мы	1	2
не нужна	1	1
еще и	3	2
вещь не	2	2
и у	2	2
или химии	1	1
имеет как	1	1
есть нечто	10	23
говорим что	2	1
не наука	2	3
я с	1	1
то что	13	14
но как	2	2
мифе как	1	1
быть настоящим	1	2
не как	2	1
повторяю это	1	1
тем самым	1	3
что тут	2	1
мифа в	1	2
в каком	8	3
и от	2	3
материи и	1	1
тогда она	1	1
мифе и	1	1
мифологии но	1	1
из того	2	2
никак не	6	2
именно то	1	1
и жизни	4	6
его как	1	3
в особенности	5	7
не будучи	2	1
должна быть	3	6
а главное	2	1
о разных	1	2
иное как	1	6
тому же	2	2
нет никакой	1	4
или на	2	1
убежден в	1	1
несмотря на	10	2
той же	1	3
но например	1	1
от себя	1	4
если бы	12	6
та же	3	1
живыми людьми	1	1
связи с	1	1
в мифе	12	13
ни в	15	9
ясным и	1	1
кто не	1	1
пусть миф	1	1
то время	1	4
и той	1	1
как не	2	2
он с	1	1
– итак	2	1
всеми ее	1	1
что в	13	7
имеет никакого	3	1
или она	1	2
наука тут	1	1
собственно говоря	4	4
идея не	1	1
тоже суть	1	1
что их	2	2
но совершенно	1	2
а как	1	1
может ли	1	3
и они	1	2
как раз	4	7
не указывает	1	1
или же	1	3
уже и	3	3
но если	5	6
того кто	2	3
все в	1	1
и вещи	1	1
на первый	1	4
в основе	3	3
миф есть	4	12
эти же	1	1
материи материя	1	1
этих двух	1	1
как только	2	1
приведу еще	1	1
страшного суда	1	1
не знаем	1	1
и больше	2	4
что она	7	9
бы и	2	1
что если	2	2
могу быть	1	1
этот закон	1	1
о чем	2	1
природу в	1	1
и что	12	15
вещи не	1	1
сознание не	1	1
в мифологии	4	1
есть совершенно	1	1
и все	3	6
ни от	2	4
мы говорим	4	2
есть тоже	2	1
или менее	3	1
никто не	2	2
указать на	1	1
бы мы	1	1
сказали что	2	1
и о	3	3
жизни и	3	5
мифе нет	3	1
раз навсегда	1	2
и –	14	6
где есть	1	2
что миф	12	7
и стало	2	1
если наконец	1	1
этом его	1	1
и притом	4	5
природы есть	1	1
что эта	4	1
в них	3	5
а просто	2	1
или нет	3	5
место в	1	1
не зависит	1	1
для понимания	1	1
иметь в	3	2
не есть	40	54
и философии	2	1
и так	2	1
хаос а	1	1
не то	6	1
и ни	6	3
что все	1	14
очень мало	2	2
не может	12	19
– не	11	7
могут быть	3	2
если не	1	3
но лишь	4	1
сказать что	10	4
себе т	1	1
не свойственна	2	1
реален и	1	1
то есть	1	1
отнюдь не	9	10
того или	1	3
но тут	1	1
вместе с	1	1
всех вместе	1	1
сознания и	3	4
мало ли	2	1
и значит	3	3
мифическому сознанию	1	1
в том	9	5
существует особая	1	1
происходит в	1	1
образ и	4	1
в его	3	2
все равно	3	2
но от	1	1
на почве	1	1
в нас	1	1
даны в	1	1
живой и	2	1
не существует	7	10
для мифического	6	2
и может	2	1
действовать и	1	1
бытия но	1	1
науке и	1	1
говоря не	2	1
о том	4	6
от того	1	4
нас самих	1	1
ему только	1	1
его не	6	2
есть ли	1	5
что мир	2	7
в виду	5	7
учение об	3	1
я вижу	1	3
на то	5	3
конечно это	1	1
да и	6	1
явлений это	1	1
есть только	5	12
и позитивизм	1	2
имеется в	1	3
которая не	2	1
должны быть	1	3
мы и	2	4
и мифология	5	1
полная и	2	1
