3gram	Tiupa_LitereturaIMentalnost_partition_part1_wordlist_3gram	Tiupa_LitereturaIMentalnost_partition_part3_wordlist_3gram
романтиками в.т и	1	1
автора как мыслилось	1	1
филологических изысканиях а.а.потебни	1	1
не идет о	1	1
и эстетического адресата	1	1
по сути своей	1	1
издание альманаха ванна	1	1
в силу своей	1	3
утвердить вовне в	1	1
прежде всего наше	1	1
вовне в знаковом	1	1
культуры уединенного сознания	1	5
о том что	4	2
этой точки зрения	1	3
на то что	2	1
целенаправленно провоцирует раскрепощение	1	1
духовного общения людей	1	2
субъекта объекта и	1	1
произведение в целом	1	1
на самом деле	1	1
при этом не	1	1
воспринимающем сознании преобразуя	1	1
парадигма неклассической художественности	1	1
традиция и индивидуальный	1	1
с объекта на	1	1
мегатекст о художнике	1	1
стихи юрия живаго	3	1
вне человеческого опыта	1	1
которые могли бы	1	1
могли бы быть	1	1
средством духовного общения	1	1
начинается и не	1	1
слово как таковое	1	1
и в частности	2	1
писателя по мысли	1	1
культура нашего столетия	1	1
добавления эстетика адресованности	1	1
в том что	4	11
мышление художника оказывается	1	1
окуджава и кризис	1	1
его мне прочти	1	1
бы быть актуализированы	1	1
осмысливаются как участники	1	1
преобразуя тем самым	1	1
литературной рутиной слова	1	1
нетронутую и недоступную	1	1
события со специфической	1	1
и одно из	1	1
в своей свободе	1	1
в отличие от	5	5
в воспринимающем сознании	1	1
и адресата эстетического	1	1
на мой взгляд	1	1
я в мире	1	2
с литературной рутиной	1	1
духовного уклада традиции	1	1
одной личности с	1	1
элиота традиция и	1	1
один в другом	1	1
искусства с точки	1	1
может и не	1	1
в этой связи	1	1
во второй половине	1	1
стихию всеобщего личного	1	1
в то же	7	5
в диалог согласия	1	1
с действительной жизнью	1	1
кризис советской ментальности	1	1
объекта и адресата	1	2
к наблюдателю неотождествимыми	1	1
в самом деле	2	1
а то и	1	1
романтической культуры уединенного	1	1
на другого адресата-собеседника	1	1
не личное автора	1	1
культуре уединенного сознания	1	2
и не только	1	1
на несостоявшееся издание	1	1
с точки зрения	3	2
и неровный слог	1	1
организация коммуникативного события	1	1
стремится утвердить вовне	1	1
интенциональные намерения творческих	1	1
нашу действительную жизнь	2	1
к себе самой	1	1
хлебникова прочитав разорви	1	1
героя как мыслилось	1	1
под знаком литературного	1	1
сообща и заодно	1	1
роскошь самоизвращения равную	1	1
живаго и мегатекст	1	1
и индивидуальный талант	1	1
деятельно побудительным поскольку	1	1
трактате льва толстого	1	1
не собирательное героя	1	1
первых десятилетий хх	3	1
тем самым его	1	1
центробежна вследствие неоднородности	1	1
не в одном	2	1
историю литературы под	1	1
в хiх веке	1	1
совокупность факторов художественного	1	2
конвергентного сознания с	2	1
ту или иную	1	2
объекта на адресат	1	1
например в стихотворении	1	1
распад форм оскудение	1	1
задача нового писателя	1	2
всеми сообща и	1	1
не только в	2	4
адресат осмысливаются как	1	1
но при этом	1	2
субъекта и адресата	1	1
iii добавления эстетика	1	1
то ни было	2	1
и экспериментаторства его	1	1
есть не личное	1	1
в общественном сознании	1	1
сознании авангардистское письмо	1	1
наше я только	1	1
а не как	2	1
а не только	1	1
наблюдателю неотождествимыми гранями	1	1
самим собою без	1	1
оказывается своего рода	1	1
поскольку апеллирует к	1	1
поворачивается к наблюдателю	1	1
знаковом материале текста	1	2
говоря уже об	1	1
ценностям общечеловеческой глубины	1	1
сознанное и выраженное	1	1
быть не может	1	1
полной гибели всерьез	1	1
лишь тогда когда	1	1
десятилетий хх века	3	1
искусство? впервые провозгласившем	1	1
пространство оставшееся вне	1	1
недоступную обычному анализу	1	1
себе роскошь самоизвращения	1	1
мысли засоренный и	1	1
и выраженное поэтом	1	1
со специфической социальной	1	1
художника оказывается не	1	1
как совокупность факторов	1	2
кругозор смещая его	1	1
одним из первых	1	1
в.т и не	1	1
то же время	7	5
сознания а не	1	1
одухотворить пресуществить нашу	2	1
впервые провозгласившем искусство	1	1
и недоступную обычному	1	1
эстетический адресат осмысливаются	1	1
в е годы	8	2
приоритет первочитателя собственного	1	1
конструктивных принципов ю.н	1	1
самоизвращения равную самоубийству	1	1
в соответствии с	3	1
провозгласившем искусство средством	1	1
участников вплоть до	1	1
в свою очередь	1	1
по отношению к	4	2
с другой стороны	2	1
культуре х годов	1	1
при этом как	1	3
изысканиях а.а.потебни в	1	1
наедине в жизнь	1	1
литературного изобретательства и	1	1
субъекта и эстетического	1	1
одно из них	1	1
стать самим собою	1	1
участники художественного события	1	1
прости тихо тихо	1	1
авангардист самоутверждаясь в	1	1
при этом в	1	3
форм оскудение мысли	1	1
юрия живаго и	1	1
оснований и возможностей	1	1
оставшееся вне человеческого	1	1
оказывается не созерцательным	1	1
художественного мышления и	1	1
мыслилось реалистами в.т	1	1
эту нетронутую и	1	1
к тому же	5	1
его кругозор смещая	1	1
столетия исходит из	1	1
по аналогии с	1	3
как другого среди	1	1
чужом сознании авангардистское	1	1
заявки на несостоявшееся	1	1
в другом месте	1	1
обычному анализу стихию	1	1
контакту с миром	1	1
неклассическая художественная культура	1	1
автора и его	1	1
так или иначе	2	8
художественного впечатления бахтин	1	1
эстетический объект и	1	1
символистского уединенного сознания	1	1
художнике и жизни	3	1
изобретательства и экспериментаторства	1	1
как например в	2	1
что я говорю	2	1
по этой причине	1	2
мне прости тихо	1	1
раздел iii добавления	1	1
заодно с правопорядком	1	1
знаком литературного изобретательства	1	1
намерения творческих актов	1	1
х годов в	1	1
его основная задача	1	1
и посредством этого	1	1
понятую как альтернативу	1	1
эстетики но деятельно	1	1
субъекта и его	1	1
русской литературы хх	1	1
подобно тому как	2	2
и мегатекст о	1	1
может позволить себе	1	1
в трактате льва	1	1
что он один	1	2
самоутверждения не только	1	1
смещая его интенции	1	1
духовную сферу адресата	2	1
тихо его мне	1	1
а прежде всего	1	1
устремляются интенциональные намерения	1	1
к сотворчеству утверждает	1	1
обнаруживаются в трактате	1	1
иннокентия анненского о	1	1
в ые годы	2	1
степени смещается с	1	1
в хх веке	3	5
исходит из того	1	1
в xix веке	1	1
которой устремляются интенциональные	1	1
из того что	2	2
последовательный авангардист самоутверждаясь	1	1
жизни человеческого духа	1	2
как мыслилось реалистами	1	1
события особого рода	1	1
по характеристике и.п	1	1
побудительным поскольку апеллирует	1	1
ты для иного	1	1
границей к которой	1	1
окружающей его действительности	1	1
так и не	1	1
ощущение исчерпанности оснований	1	1
первочитателя собственного творения	1	1
исчерпанности оснований и	1	1
и то что	1	2
значительной степени смещается	1	1
адресованности в советской	1	1
в том числе	3	1
между тем как	1	1
и не собирательное	1	1
в чужом сознании	1	2
быть актуализированы в	1	1
адресата авангардистский дискурс	1	1
не начинается и	1	1
взаимонезависимости его участников	1	1
задачи кроется корень	1	1
бахтин а произведение	1	1
пресуществить нашу действительную	2	1
анализу стихию всеобщего	1	1
основная задача это	1	1
между я и	1	2
посредством этого текста	1	1
в отношении к	1	1
становится ясным отныне	1	1
как альтернативу культуре	1	1
в.т а прежде	1	1
теургической эстетике владимира	1	1
коммуникативного события особого	1	1
речь не идет	1	1
уединенного сознания к	1	2
постсимволистская культурная общность	1	1
жизнь понятую как	1	1
адресата эстетического дискурса	1	1
деятельности как это	1	1
на наш взгляд	1	5
культурная общность центробежна	1	1
событие разобщения и	1	1
втором лице как	1	1
деятельности в значительной	1	1
субъект эстетический объект	1	1
в связи с	1	4
искусство а жизнь	1	1
непосредственному контакту с	1	1
одном воображении а	2	1
только сознанное и	1	1
материале текста и	1	1
бы то ни	2	1
том что лирическое	1	1
искусства и одно	1	1
экспериментаторства его основная	1	1
но деятельно побудительным	1	1
толстого что такое	1	1
как это становится	1	1
к непосредственному контакту	1	1
нового писателя по	1	1
с одной стороны	4	2
в теургической эстетике	1	1
самоутверждаясь в своей	1	1
того что произведение	1	1
говорю мне прости	1	1
