2gram	Vygotskiy_Psychologia_partition_part3_wordlist_2gram	Vygotskiy_Psychologia_partition_part5_wordlist_2gram
чувство в	1	1
все же	7	8
вытекает из	1	2
это совершенно	2	1
совершенно естественно	1	1
самой природе	1	1
к фабуле	1	1
имели дело	1	1
от всех	1	1
не ту	1	1
чувство с	1	2
раз противоположный	1	1
так например	3	2
нас совершенно	1	3
он сделался	1	1
в одну	1	1
том и	2	2
своей сущности	1	1
сейчас увидим	2	1
противоположном направлении	2	1
сохранены и	1	1
в собственном	1	1
и события	1	1
его силы	1	1
второй раз	1	1
и каждый	1	1
бы назвать	1	2
даже в	1	1
ко всему	1	1
ни один	2	1
и вместо	1	1
драмы в	1	1
прав когда	5	3
мы имеем	8	1
и к	4	3
каждый раз	1	1
самые сильные	1	1
и оно	1	1
правильно указывает	1	1
тенденцию к	1	2
мы одновременно	1	2
того и	1	1
смерти в	2	1
прямо говорит	1	1
что при	3	1
раз ту	1	2
выражается в	1	1
то мы	1	1
нашего исследования	1	1
том виде	1	1
что если	6	4
так и	3	1
то здесь	2	1
частный случай	1	1
не является	2	1
характера и	2	1
уже давно	4	2
имеет ли	1	1
и т	7	14
при таком	3	2
построено на	1	1
действующие лица	4	1
бы выбрать	1	1
когда мы	6	2
еще и	1	2
один и	1	1
у них	1	2
что зритель	1	1
вероятно не	1	1
тон и	1	1
в известном	1	1
мы с	3	1
в действие	2	1
самому существу	1	1
то что	37	35
но как	1	2
до крайности	1	4
собой напрашивается	1	1
не как	3	1
что тут	1	1
всегда в	1	1
его ни	1	1
часто и	1	1
никак не	6	7
встречаем и	1	1
имеет в	1	1
басне мы	1	4
должна быть	2	5
того что	8	4
в одном	2	8
в свою	3	4
многие критики	1	1
тот факт	4	1
в форме	2	1
тому же	1	1
несмотря на	5	5
той же	3	2
от себя	1	1
мы найдем	4	2
иначе говоря	1	5
та же	1	3
если бы	11	14
нет никакого	1	2
мы получим	2	1
мы перейдем	2	1
же точно	6	2
ни в	3	3
из двух	3	3
и которые	1	3
этом совершенно	1	1
и той	2	2
между собой	2	2
то время	1	2
как не	1	1
совершенно очевидно	5	1
что в	24	20
или от	1	2
то значение	1	1
нас в	1	1
принадлежат к	1	1
однако в	1	1
