3gram	Vygotskiy_Psychologia_partition_part3_wordlist_3gram	Vygotskiy_Psychologia_partition_part4_wordlist_3gram
вправе сказать что	1	1
перед нами в	1	1
так много в	1	1
все то что	11	6
мы будем иметь	1	1
в этом рассказе	2	1
что в ней	2	1
и показывают что	1	1
все время перед	1	1
можно было бы	4	1
исследования мы остановились	1	1
во всяком случае	3	2
из этого одного	1	1
и если взять	1	1
в том чтобы	3	1
его силы и	1	1
для того чтобы	19	8
как и на	1	1
и если он	1	1
и значение каждого	1	1
о том что	10	3
на то что	6	12
своими словами и	1	1
вместе с тем	2	2
не можем сказать	1	1
этой точки зрения	1	1
она превратилась в	1	1
обратиться к синтезу	1	1
и может быть	4	1
на самом деле	5	2
короткое замыкание двух	1	1
стоит только обратиться	2	1
развернут так что	1	1
не только не	2	1
в сторону от	1	1
и вместе с	1	2
приема то есть	1	1
вступить в противоречие	1	1
мы остановились на	1	1
для нас совершенно	1	2
потому что они	1	2
ни в какой	1	1
в двух противоположных	1	2
никак не может	2	1
таким образом что	2	1
здесь мы видим	3	1
нельзя вывести из	1	1
к самому рассказу	1	2
на то чтобы	2	1
окончание на доминанте	1	1
и как раз	1	1
мы могли бы	1	3
человек и в	1	1
как раз в	4	1
к тому что	5	2
тот факт что	1	1
и в этом	3	3
и если бы	1	1
очевидно что в	1	1
что в таком	1	1
очень легко показать	2	3
и в своем	1	1
и в сущности	1	1
везде и всюду	1	1
одной и той	2	1
который лежит в	1	1
так как она	3	1
в одной и	1	1
в двух планах	1	5
противоположных психологических планах	1	1
что она кажется	1	1
критиков так например	1	1
в одну точку	1	1
как нельзя лучше	1	1
и в заключение	1	1
что это есть	1	1
и здесь мы	1	1
в том и	1	1
нечто совершенно противоположное	1	1
нам кажется что	1	1
том что она	1	1
в том что	12	11
в то время	2	2
в евгении онегине	1	1
так например в	1	1
и если мы	2	1
в целом ряде	1	1
и т п	3	5
двух противоположных чувств	1	1
с таким образом	2	1
и вот эти	1	1
в свою очередь	1	2
и мы вправе	1	1
а на самом	1	1
только что в	2	1
указывают на то	1	1
с другой стороны	2	5
совершенно очевидно что	1	1
что все эти	1	1
том что они	1	1
роль и значение	1	1
того чтобы довести	1	1
точном смысле этого	2	1
что это противоречие	1	1
самом деле здесь	1	1
и когда она	1	1
только для того	1	1
уже из этого	1	1
самом деле если	1	1
прав когда указывает	1	1
из этого рассказа	1	2
никак не следует	1	1
самом деле он	1	1
и что следовательно	1	1
мы сейчас увидим	1	1
смысле этого слова	3	2
она не может	1	1
вовсе не в	1	2
совершенно ясно говорит	1	1
в той же	1	1
он говорит что	2	2
или вернее сказать	1	1
нам с детства	1	1
он все время	2	1
я не могу	1	2
правильнее было бы	1	1
можно сказать что	1	1
с одной стороны	3	5
аффективное противоречие и	1	1
до самого конца	2	1
не было бы	1	1
никак не могли	1	1
никогда не можем	1	1
в противоречие с	1	1
мы увидим что	1	7
очень много света	1	1
когда он говорит	1	1
того чтобы увидеть	1	2
к тому же	2	1
что одна из	1	1
и мы никогда	1	1
в одной общей	1	1
самом деле нам	1	1
когда указывает на	1	1
что в сущности	1	1
мы знаем что	1	1
которых все время	1	1
что это означало	1	1
же самое в	1	5
показывает нам как	1	1
что действие в	1	1
не только этой	1	2
и в своих	1	1
достаточно сослаться на	1	1
и той же	2	1
с самого начала	5	6
только обратиться к	2	1
на неустойчивом моменте	1	1
в самом деле	7	18
потому что он	2	1
или во всяком	1	1
этим двум различным	1	1
в окончательном виде	1	1
бы в том	1	1
к тому чтобы	3	1
самом деле в	1	1
для нас станет	1	1
к этому что	1	1
с тем что	1	1
до сих пор	3	5
в своем роде	1	2
имел в виду	1	1
если бы мы	2	1
той же фразе	1	1
с точки зрения	4	9
речь идет о	2	3
время как все	1	1
который утверждал что	1	1
мы уже говорили	1	3
и стоит только	1	1
мы не можем	1	2
как бы дает	1	1
сущности говоря мы	2	1
мы вправе сказать	1	1
и что это	1	1
всякий раз в	1	1
что до сих	1	1
и в самом	2	10
мы всякий раз	1	1
в сущности говоря	2	7
в какой мере	2	2
обратите внимание на	2	1
что он не	4	1
однако и эта	1	1
мы никогда не	3	1
что в этом	1	1
к этому рассказу	1	1
в точном смысле	1	1
с тем и	1	1
два совершенно различных	1	1
этом рассказе а	1	1
которые стояли перед	1	1
как бы в	1	1
мы все время	2	2
верно и точно	1	1
рассказывает о том	1	1
который мы условно	1	1
совершенно противоположное тому	1	1
окончание на неустойчивом	1	1
целый ряд очень	1	1
и что она	1	1
если мы припомним	1	1
то же самое	6	8
то время как	2	2
и что в	3	1
если приглядеться к	1	1
все те достоинства	1	1
одна и та	2	1
подобно тому как	1	1
совершенно ясно что	3	5
но если бы	2	1
с этой точки	1	1
и та же	2	2
не может быть	1	1
та и другая	1	1
что в этой	2	2
другом плане и	1	1
и на этом	1	1
в одном акте	1	1
надо было бы	1	2
и было показать	1	1
в предисловии к	1	1
чем то что	1	1
о том как	2	2
из всего того	1	1
и т д	2	4
мы хотим узнать	1	1
это на примере	1	1
во все время	2	1
мы видим что	2	7
почему он не	2	1
увидим что это	1	2
та же самая	1	1
легко показать что	2	3
не то что	3	2
заключается в том	3	6
прибавим к этому	1	1
много света на	1	1
внимание на то	2	1
с необычайной ясностью	1	1
например в гамлете	1	1
самом деле она	1	1
то что он	3	2
чтобы увидеть что	1	5
а с другой	1	1
только то что	1	2
то что в	3	2
на наших глазах	1	2
