2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram
сказке он	1	1
все же	5	10
его в	3	9
в царство	4	3
выходит из	1	1
к тем	1	1
на побоище	1	1
так например	1	2
связь с	6	8
тотемный предок	1	1
этих случаях	7	8
отца или	1	1
в самарской	2	1
подобно тому	1	1
дело происходит	1	1
здесь может	2	1
в состоянии	1	1
вызвать впечатление	1	1
некоторых случаях	3	2
есть условие	1	4
даже в	2	2
эти материалы	2	6
он спит	1	2
за пределами	1	1
от обряда	2	2
из него	1	2
мы имеем	19	14
в иное	1	5
и к	3	1
право на	1	1
время обряда	1	2
герой возвращается	1	1
в северной	3	1
одной сказке	3	1
в могилу	2	1
он по	2	1
мы читаем	1	1
в город	1	1
смерти в	3	1
море на	1	1
и хочет	1	1
материалы позволяют	1	1
сказка в	3	1
что при	1	3
народов у	1	1
нет но	1	1
мы здесь	4	4
то мы	2	1
его и	4	2
связан с	2	2
в другой	4	3
по материалам	2	2
избушке и	1	1
и т	16	20
уже давно	2	1
книге мертвых	2	2
всем что	1	1
и у	3	1
стране смерти	2	2
пищу в	1	1
означает что	1	2
то что	7	7
но как	1	1
не как	1	4
сложное явление	1	1
рассматривается как	1	1
женщинам и	2	1
в каком	1	1
связи в	3	1
и от	3	1
лестнице или	1	1
имеем и	3	1
из того	2	1
никак не	1	1
напомним что	1	1
в особенности	2	3
не единственный	3	1
обряде оно	1	1
случай показывает	1	1
бы думать	1	1
должна быть	1	1
следует за	2	2
в одном	2	1
в свою	4	3
имеется и	1	3
можно найти	4	2
некоторых местах	1	1
некоторых элементов	1	1
заключению что	1	3
ей в	1	3
тот свет	2	1
той же	2	1
путем-дорогой и	1	1
они в	2	1
если бы	6	2
это уже	1	2
худ в	2	1
момент посвящения	1	1
связи с	6	8
§ неи	3	2
то время	2	1
что в	15	8
в руках	1	1
герой попадает	3	1
случаях мы	2	2
в сказке	50	18
сад и	1	1
и они	4	2
а как	1	2
и и	2	1
за ним	3	4
к сожалению	1	1
в своей	1	2
у племени	1	2
уже и	1	2
затем становится	1	1
но если	1	1
вход в	1	1
друг с	1	2
случаев в	1	1
и другая	1	1
на острове	3	1
непременная черта	1	1
страшное в	1	1
также то	1	1
наконец его	1	1
несколько иначе	1	1
как только	2	1
этом случае	5	7
что она	5	1
как правило	2	1
это мотив	1	1
ко мне	2	1
очень часто	3	1
после смерти	2	3
о чем	1	2
себе в	2	1
и что	2	8
пермской сказке	6	1
этом мы	1	1
забыта но	1	1
в стране	2	1
и все	3	3
на голове	1	1
целая литература	1	1
взял да	1	1
что представление	1	2
никто не	2	3
наблюдать что	1	2
переносится на	2	1
что на	4	1
и о	2	1
жизни и	2	2
но когда	1	3
также на	1	1
после того	2	3
для чего	1	1
уже видели	3	1
как можно	1	2
стоит на	3	1
становится понятным	1	2
или нет	1	1
спит на	1	1
такое сближение	1	2
но тем	2	1
и русская	1	1
и так	2	1
не то	1	1
более позднюю	1	1
с обрядом	2	3
выше таким	1	1
не может	4	6
могут быть	5	6
следующим образом	3	1
если не	2	4
мифы к	1	1
там где	7	6
связано с	4	5
древнейшая форма	1	1
них если	1	1
мы видели	13	7
самарской сказке	2	1
примеров можно	1	3
с матерью	2	1
отнюдь не	1	1
в пермской	6	1
в бывшей	1	2
аф вар	1	2
здесь еще	1	3
вместе с	9	22
пребывание в	4	5
в шкуру	1	15
надевает на	1	2
в лесу	26	2
привести множество	1	1
мертвых и	1	1
в том	9	6
мы знаем	2	8
герой уходит	1	1
женится на	6	1
происходит в	2	1
в его	3	12
только у	1	2
которые его	1	2
животный вид	2	1
вступить в	3	1
в эдде	2	1
речь будет	1	1
это можно	1	1
животных как	1	1
много примеров	2	1
царь не	1	1
о том	3	7
мне на	1	1
меня не	1	1
также имеется	1	1
см в	2	1
живет в	5	5
на месте	2	1
отношение к	4	1
в избушке	3	2
возможно что	6	1
сказки в	4	3
его не	3	3
есть ли	2	1
этот мотив	5	6
то обстоятельство	1	1
братья как	1	1
или птицу	1	1
на то	1	2
в животное	3	6
этого места	1	1
материалов по	1	1
и вынесла	1	1
сказках о	1	1
детей и	3	1
мы и	1	2
можно проследить	3	4
в некоторых	5	4
главным образом	1	1
как мы	8	5
здесь невозможно	1	1
все совершенно	1	1
также в	1	1
особого рода	3	1
по мере	1	2
относится к	2	1
некоторые черты	1	1
известно что	2	1
может быть	11	17
в каких	1	1
и его	4	9
в одной	3	1
однако так	2	1
правда в	1	1
и входит	1	1
побоище и	1	1
на ту	1	1
что как	1	1
уже говорили	1	1
где уже	1	2
подробнее мы	1	1
это место	1	1
он состоит	1	1
были бы	1	1
что такие	1	1
воздуху и	1	1
вовсе не	2	2
