4gram	Losev_DialektikaMifa_partition_part4_wordlist_4gram	Losev_DialektikaMifa_partition_part1_wordlist_4gram
есть метафизическое построение но	1	1
миф не есть бытие	2	1
и творимая вещественная реальность	1	1
ровно ничего не говорит	2	3
ни в коем случае	1	2
не есть бытие идеальное	2	1
от обычного хода явлений	1	1
не есть метафизическое построение	2	1
миф сам по себе	2	1
д и т д	2	2
и в этом смысле	2	2
не сама по себе	1	1
это и значит что	1	1
не что иное как	1	8
и т д но	2	1
свой смысл и свое	1	1
в коем случае не	1	2
блудница на водах многих	1	1
а стало быть и	1	1
на самом же деле	1	1
ни в каком случае	4	1
жизненно ощущаемая и творимая	1	1
категория сознания и бытия	1	1
схема ни аллегория но	1	1
в связи с этим	1	1
по себе мифическое сознание	1	1
есть бытие идеальное но	1	1
не будучи в состоянии	1	1
с той или другой	1	1
но в то же	1	2
д все это –	1	1
сказать что миф есть	1	1
и т д в	1	1
также на то что	1	1
есть не что иное	1	5
не имеет никакого отношения	1	2
что миф не есть	1	3
но все же это	1	1
т д все это	1	1
и т д и	2	3
являющаяся в то же	1	1
я утверждаю что это	1	1
только мы заговорили о	1	1
есть ни схема ни	2	1
обычного хода явлений и	1	1
ни схема ни аллегория	2	1
одной и той же	1	3
мифология содержит в себе	1	1
необходимая категория сознания и	1	1
миф не есть ни	2	1
в то же время	4	6
ни в чем не	1	1
одна и та же	2	1
миф не есть метафизическое	2	1
не есть выдумка или	1	1
этому надо прибавить что	1	1
к нему т е	1	1
и в то же	2	2
сама по себе а	1	1
всегда так или иначе	1	1
ощущаемая и творимая вещественная	1	1
и по сравнению с	1	1
сознания и бытия вообще	1	1
в этом смысле есть	1	1
ничего не говорят о	1	1
в каком случае нельзя	1	1
не имеет ничего общего	3	2
т д и т	2	2
рассматриваемый с точки зрения	1	2
дело в том что	1	1
имеет никакого отношения к	1	2
ни в каком смысле	1	1
не есть ни схема	2	1
в нем нет ровно	1	1
т е прежде всего	4	1
ни с какой стороны	4	1
творимая вещественная реальность и	1	1
это значило бы что	1	1
диалектически необходимая категория сознания	1	1
и т д все	1	2
что одна и та	1	1
и тем не менее	1	1
или по крайней мере	2	3
отрешенной от обычного хода	1	1
и есть то что	1	1
несмотря также на то	1	1
ничего не говорит ни	2	1
и ни в каком	1	1
не говорит ни о	2	1
или нет – это	1	1
та или иная степень	1	1
ни аллегория но символ	1	1
коем случае не есть	1	2
иметь в виду что	1	1
и само по себе	1	1
мифология лежащая в основе	1	1
имеет ничего общего с	3	2
в себе свою собственную	1	1
ничего не имеет общего	1	1
и не в том	1	1
и то и другое	2	1
ничего не говорит об	1	1
сама по себе не	3	1
есть выдумка или фикция	1	1
