2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram
свою силу	1	1
все же	3	3
пиаже для	1	2
речи необходимо	1	1
и логической	2	2
по нашему	1	1
между которыми	1	1
что развитие	1	8
одной точке	1	1
в развитии	12	28
кроме того	1	1
иначе как	1	2
нашего исследования	8	1
к проблеме	2	1
частный случай	1	3
не является	9	5
в ту	2	1
дальнейшие исследования	1	1
нашей науки	2	1
до лет	8	3
самых существенных	1	2
в известном	2	8
которое опирается	1	1
то что	17	26
более ранней	1	1
могли произойти	1	1
все его	1	1
на отдельные	3	2
несмотря на	2	1
мышления и	40	4
разумеется что	1	1
связи с	3	3
то время	5	4
и той	2	1
между собой	5	13
речи к	1	2
психологической природы	4	2
он является	1	1
пиаже в	6	3
на первый	2	1
что можно	1	1
совершенно иначе	1	1
речь есть	1	3
все более	3	1
возраста и	1	2
мы говорим	1	2
нам кажется	1	2
теорий в	1	1
из которых	3	3
вопросе о	1	1
действия и	2	1
могут быть	3	4
для разрешения	1	3
этом вопросе	4	2
сознания и	3	2
о языке	1	1
в его	14	11
происходит не	1	1
и другим	2	2
известной мере	1	1
который мы	2	2
другом месте	6	4
еще в	1	3
делают возможным	1	1
к которым	1	2
по мере	4	2
случаях когда	1	1
не можем	1	1
в лет	4	1
внутренняя речь	4	7
вовсе не	3	2
между двумя	2	3
к ним	1	2
сколько в	1	1
за собой	2	1
из этого	5	2
образом что	3	2
из потребности	1	1
бы в	5	4
эгоцентризм как	1	1
одного предмета	1	1
собой по	1	1
сравнению с	5	5
могло быть	1	1
иначе чем	2	1
уже сказано	6	1
связаны между	1	3
учения о	6	2
как процесс	1	3
ответ на	3	3
другой стороны	9	2
отношению к	7	12
об обучении	1	1
к выводу	4	1
то и	3	2
непосредственно не	2	2
к этому	4	3
этого говорят	1	1
но для	1	1
и сама	1	1
характера мы	1	1
нас проблемы	2	1
и не	9	12
со всеми	2	2
лежит в	2	2
таким образом	26	19
по своему	1	3
и речью	2	1
связанные с	1	6
тогда когда	3	5
тем что	6	5
одно и	2	1
увидим в	1	1
и мышления	11	1
положительный ответ	1	1
смысле этого	3	1
ребенка раннего	1	1
все эти	4	4
в данном	2	1
мышления а	1	3
факта что	3	2
значительной степени	2	1
оказывается не	1	2
с самого	8	5
этого единого	1	1
мы находим	3	1
что является	2	2
основе этого	1	2
в одинаковой	2	2
проистекает из	1	4
на примере	2	3
на его	1	2
как известно	3	4
образование понятий	1	1
вопрос относительно	2	1
перед нами	5	1
можем не	1	1
говорили выше	2	1
пиаже он	1	1
этими двумя	2	2
словом как	1	1
от потребности	1	1
до конца	1	3
отличается от	1	1
в первом	2	3
и эти	2	2
нами как	1	1
в изучении	2	1
целым рядом	1	1
влияет на	1	5
существенным для	1	1
их помощью	1	1
слов и	1	2
своей природе	2	3
и отношение	2	2
от низших	1	1
мысль которая	1	1
с первого	1	1
в своем	3	5
его вовсе	1	1
стороны и	1	2
одного из	3	1
в нашем	2	1
из слов	1	1
как сказано	1	1
пиаже но	2	1
он указывает	1	1
станем излагать	1	1
анализа и	1	1
речи с	2	2
в психологии	10	1
неизбежно должны	2	1
как и	14	8
детского мышления	34	4
собой в	1	1
для пиаже	3	1
должен был	1	1
но которые	1	1
на котором	1	1
отношение вещи	1	1
и в	23	16
мышления потому	1	1
тех психологических	1	1
спонтанных понятий	1	7
вопроса и	3	1
но не	4	10
и будет	1	1
по психологии	1	1
по существу	4	3
если попытаться	1	1
образованию понятий	1	1
это вопрос	2	1
с этим	6	3
самое существенное	1	1
потребность в	1	4
слов в	1	1
работы при	1	1
друг другу	3	2
когда он	2	2
иным чем	1	1
ее в	2	3
знаем что	1	1
тех случаях	2	1
просто как	1	1
ребенка но	1	4
согласно которому	1	1
устанавливает что	1	1
в заключение	1	1
это не	1	4
столько в	1	1
поэтому мы	1	1
мысли к	8	3
в равной	2	1
для выяснения	1	1
должно быть	2	8
к объяснению	4	2
функции и	6	3
того как	2	5
изучение развития	1	1
это значит	1	5
постановки вопроса	1	1
вопрос и	2	1
нам остается	1	1
прежде всего	10	3
нам предстоит	2	1
указывает на	2	2
тем и	3	1
единого целого	1	1
мере как	1	2
и новые	1	1
эти явления	1	1
шаг за	2	1
ступень в	1	3
включает в	1	3
ребенка есть	2	1
в зависимости	2	2
хотели бы	3	1
отдельные функции	1	1
в деятельности	1	5
можем заключить	1	1
в результате	4	4
когда ребенок	1	3
и наконец	2	1
зависит от	1	4
части в	1	1
того факта	2	2
все что	1	2
с этой	6	4
собственную теорию	1	1
мы попытались	2	1
об этом	3	1
сопровождается известной	1	1
пороге школьного	2	4
в совершенно	1	2
для современной	3	2
в изолированном	1	1
неспособность к	1	2
он мыслит	1	1
чистом виде	1	1
развитие и	1	3
и таким	2	1
совпадает с	1	2
в общем	3	1
значение для	1	2
в первую	3	1
между развитием	1	6
нами гипотезы	1	1
что ребенок	4	11
самом деле	3	3
отношения в	1	1
как видим	2	1
например в	1	1
интересующего нас	1	1
то же	8	8
так то	1	1
нельзя сказать	1	1
мы могли	7	7
это с	1	1
что нам	1	2
центральный факт	1	1
в свете	4	4
в чистом	1	1
обучении и	1	2
всем протяжении	2	2
мы видим	4	4
представляется нам	1	1
поэтому что	1	1
является действительно	1	1
но мы	1	5
и должны	2	1
развития мышления	4	1
точку зрения	2	1
части нашей	1	1
к этой	1	3
в научном	1	3
расчет при	1	1
один из	2	1
объяснить нам	1	1
в действительности	1	3
и поэтому	2	2
ясно что	2	1
какой они	1	1
отношения к	3	2
с точки	18	9
истории развития	1	1
от которого	1	1
ходе развития	1	2
к этим	2	1
потребности и	1	1
исследования к	1	1
же мере	3	5
эгоцентризм ребенка	1	1
форм мышления	3	1
внутреннюю природу	1	1
для правильной	1	1
вопроса об	2	1
но в	5	6
не имеет	2	4
мыслью взрослого	2	2
сих пор	4	3
у детей	3	2
речь или	2	1
психологической функции	1	1
и составляет	1	4
тем не	1	1
ребенка о	1	1
о которых	1	1
в другом	7	6
речь ребенка	12	3
все основания	2	1
есть существенные	1	1
привели к	1	1
в котором	4	2
логического предела	1	1
для него	2	5
пиаже и	7	2
к высшим	1	2
свою очередь	3	3
понимания и	1	1
можно было	3	5
со всей	4	1
и это	3	1
пиаже вопрос	1	1
что мысль	2	3
не с	2	2
развития понятий	2	1
среднее место	1	1
мы ввели	2	1
связь с	1	1
психологической мысли	2	1
в состоянии	2	4
проблему и	1	1
речи по	1	1
что эгоцентризм	1	1
самой себе	1	2
до этого	1	1
том виде	1	1
раннего возраста	2	1
и от	3	2
из того	5	11
речь если	1	1
переходе от	2	1
в одном	4	3
нашим исследованием	1	1
дорогу к	2	1
той же	2	4
иначе говоря	2	1
может иметь	1	2
нигде не	2	1
лежат в	1	1
интересующий нас	1	1
допустить что	2	3
друг от	3	4
речь для	3	1
нашего сознания	3	1
нас вперед	1	1
друг с	4	7
с его	4	1
ребенка более	1	2
этих двух	3	3
как только	1	1
и больше	1	1
сказать так	1	1
новому методу	1	1
и все	5	1
вопросе и	1	1
язык ребенка	1	1
на этот	3	4
и заключается	1	1
мы только	2	1
жизни и	2	2
предметом исследования	3	1
ставит вопрос	1	1
что эта	2	3
в них	2	2
мы хотим	2	1
но тем	2	1
старой психологии	1	1
если не	3	1
там где	2	1
к внутренней	1	3
ко всем	3	1
можно легко	1	1
развития значений	1	1
в том	24	18
мы знаем	1	3
с развитием	2	2
методов анализа	1	1
процессов в	2	2
эту проблему	3	1
на всем	2	2
как они	1	3
из всего	1	1
надо сказать	1	1
от того	6	3
же заключается	1	1
на вопрос	2	5
эти особенности	1	1
путем простого	1	2
что между	2	4
как мы	5	10
речи является	4	2
логических операций	1	1
результате этого	1	1
мысли но	2	3
более частных	1	1
в сфере	3	5
как его	1	1
в отношении	10	9
что процессы	2	2
это основной	1	1
есть не	2	2
ребенка не	2	3
развития одной	1	1
заключается это	1	1
мышления является	1	1
в виде	2	1
обратиться к	3	2
основные результаты	1	1
понятиями и	1	1
другого пути	1	1
всякую возможность	1	1
на пороге	2	4
со стороны	1	1
свою собственную	2	1
возрасте пиаже	1	1
как он	3	6
и между	1	2
их из	1	2
к самой	1	2
к логике	6	2
причинами во-первых	1	1
то это	1	2
в своих	5	2
ребенка до	4	1
речи мы	4	3
мышление ребенка	3	3
которая заключается	1	1
мысль ребенка	7	4
фактов он	2	1
мысли взрослого	1	1
психологическое исследование	2	1
закон осознания	1	2
думается нам	1	1
книге и	1	1
в связь	2	1
детской мысли	13	12
процесс подчиненный	1	1
ребенка и	5	4
уже в	3	1
по самому	1	1
в жизни	1	2
что межфункциональные	1	1
мысли ребенка	1	4
что сознание	1	4
на другой	1	1
ребенка в	8	5
первом школьном	1	1
в истории	1	2
развитии и	1	2
ребенка это	4	1
и потому	2	2
предметом непосредственного	1	1
что характеризует	1	1
из области	1	2
является переход	1	1
и психологической	1	1
мы постараемся	1	2
как на	4	3
с их	1	4
на основе	1	2
ряд особенностей	1	2
за шагом	2	1
и те	2	1
из них	1	2
мере развития	3	1
мысли в	5	4
возрасте и	4	2
с другом	4	7
исключает всякую	1	1
природе поэтому	1	1
в области	3	12
нет другого	1	1
которую порождает	1	1
у ребенка	6	9
межфункциональные связи	1	1
не менее	1	3
еще не	1	4
привести к	1	1
на первом	1	1
сущности то	1	1
представляют собой	2	2
к его	2	3
же самое	3	4
но на	1	1
в конце	2	1
и просто	1	1
на все	3	5
никакое отношение	1	1
представляет собой	11	7
вербальной мысли	1	1
известной бессознательностью	1	1
развитии речи	1	1
где они	1	1
с теоретической	1	1
порождает этот	1	1
и на	8	6
всегда и	3	1
эти исследования	3	1
в ходе	8	12
предмета на	1	1
к другу	2	1
его мышления	3	1
мышление от	1	1
на которое	1	1
возможно только	1	1
развития к	1	2
этой деятельности	1	1
теории пиаже	8	3
вообще не	1	4
для того	15	14
ступени в	1	2
означает в	1	3
тому как	1	4
другую сторону	1	1
по законам	1	1
возраста в	2	1
вывод что	1	2
в самом	7	4
а то	1	1
ожидать что	1	2
в то	7	5
никогда не	2	5
речи если	5	1
почти исключительно	2	1
отношении между	2	1
связаны с	1	1
так же	16	15
так что	1	4
приводят к	1	2
сущности это	1	2
нам представляется	1	1
не в	4	6
позднего развития	1	1
и годами	3	1
вопрос что	1	1
на нее	2	2
и пиаже	3	2
как это	2	8
нами в	2	2
для ребенка	1	3
отношении к	1	1
что этот	2	1
речь в	2	3
лишь в	6	1
что оба	1	2
могут существовать	1	1
наши исследования	4	2
в природе	3	1
системой знаков	1	1
осознания и	1	4
с самой	1	1
для этого	5	1
и т.д	5	4
мы это	1	1
за скобки	1	2
той которую	1	1
принадлежит к	1	2
которую мы	4	2
этого последнего	1	1
как бы	11	5
в процессе	8	13
эта речь	2	1
и развития	1	12
если так	1	1
к совершенно	1	2
самой психологической	2	1
выводу что	4	1
а с	4	2
много раз	1	1
мысли его	1	1
наших опытах	2	1
же что	1	1
он может	2	3
только то	1	1
и сплетение	1	1
выход из	1	1
мы можем	6	6
от его	1	1
является для	2	2
всего учения	1	1
которая в	2	2
этой точки	1	4
его собственную	1	1
в целом	20	4
что не	1	1
во второй	1	2
что эти	2	2
а не	3	10
этот вопрос	3	6
способен к	2	1
значит что	1	5
единство сознания	2	1
если мы	2	7
время как	4	4
каким образом	1	1
одним из	1	2
и делает	1	1
и ее	7	1
говорит что	4	5
пиаже указывает	1	1
или даже	2	1
развития не	1	1
в немногих	2	1
в бессознательности	1	1
всего остального	1	1
нами выше	1	1
всеми основными	1	1
значений слов	1	4
высшей степени	4	2
отношений является	1	1
по своей	5	3
могли бы	6	6
мы говорили	3	2
исследования показали	1	4
с ее	1	1
не способен	1	2
что оно	3	6
всей теории	2	1
содержится в	2	3
современной психологии	5	2
пиаже как	5	5
чем мы	2	1
является не	1	2
связана с	2	1
по пиаже	2	3
вот почему	2	3
не дает	1	2
все основные	2	3
ребенок в	1	5
не станем	5	2
сделать в	1	1
что же	1	1
этих моментов	1	1
так выразиться	1	1
столь же	6	2
между обоими	1	5
исследований мы	2	1
в эгоцентризме	2	2
аутистической мыслью	4	1
его они	1	1
вопрос о	7	12
в которой	3	5
одной и	2	1
во внутренней	1	1
ничего не	3	5
думаем что	1	1
отношений и	1	1
межфункциональных связей	2	4
том числе	1	1
что они	3	5
в анализе	1	1
и одинаковым	1	1
по поводу	1	2
фактического исследования	1	1
и развитии	2	1
самого пиаже	4	2
этом процессе	1	1
эгоцентризме мысли	1	1
развитие детского	1	2
как ребенок	1	1
том же	2	1
в сущности	6	13
постараемся показать	1	1
такой случай	1	1
или иной	1	1
с ней	2	1
более и	2	1
и здесь	1	2
показать что	2	3
детской логики	10	2
вопрос который	3	1
самого начала	8	5
говорит пиаже	10	1
мысли есть	1	1
моменту начала	1	3
оно должно	1	1
процесса на	1	1
только из	1	1
при этом	4	4
в форме	1	1
отношение между	1	4
того что	15	16
не предшествует	1	1
фактического обоснования	1	1
но что	1	3
у него	1	6
процесса развития	1	2
в этих	2	3
влечет за	2	1
сама по	1	4
что его	2	1
естественно что	1	2
мышления ребенка	5	2
пути развития	2	3
нисколько не	1	1
себе что	1	1
в слове	2	1
не сумел	1	1
что это	3	1
находятся в	1	2
оставалась всегда	1	1
изучить сложные	1	1
этой области	1	1
речи но	3	2
и другие	1	2
друг к	1	1
в настоящей	4	1
применительно к	1	1
пиаже не	4	1
в собственном	5	1
и независимо	1	1
речи для	1	1
привел к	2	1
межфункциональных отношений	1	1
из главных	1	1
детский эгоцентризм	2	1
это понятие	2	2
что при	1	1
логике отношений	1	2
исследования пиаже	3	2
связан с	5	1
так и	5	7
существующих между	1	1
один и	1	3
тем самым	5	8
сейчас в	1	1
связи в	1	1
чтобы сделать	1	2
речь по	1	2
всем остальным	2	2
об осознании	1	1
что обычно	1	1
в высшей	4	2
звук но	1	1
чем к	2	1
не иначе	1	2
если бы	5	8
силу этого	3	1
понятие поэтому	1	1
функций между	1	2
как раз	4	1
научных понятий	2	21
эти же	1	2
побуждений и	1	1
что она	4	2
не влияет	1	2
что если	2	4
о чем	2	2
и что	5	12
нас вопроса	1	1
его элементы	1	1
и отношений	2	3
обобщение и	1	1
сам пиаже	4	3
видим таким	3	1
разрешения которого	1	1
для чего	1	1
что все	4	6
между этими	6	1
признать в	1	1
незаменимым средством	1	1
сказать что	11	13
предметов в	1	1
функции в	4	3
вместе с	9	4
его мысли	2	3
виде в	2	1
что говорит	2	1
другого как	2	1
является то	2	2
корни этой	1	1
мы имели	1	2
от внешней	1	1
приводит к	4	7
чем он	2	2
нашем исследовании	2	1
моментов в	1	1
непосредственно связан	2	1
сила и	1	1
в самой	1	1
с помощью	13	10
в представлении	1	1
должны быть	1	2
отличаются друг	1	1
двух лет	1	1
нам объяснить	1	1
