3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_3gram
в этом рассказе	1	1
себе самому герой	1	1
к той же	1	1
герой из подполья	4	1
как мы уже	2	2
то ни было	3	2
чтобы в нем	1	1
можно было бы	2	3
так и не	1	1
во всяком случае	4	3
возвышает его ум	1	1
на котором мы	1	1
макара долгорукого и	1	1
он ни был	1	1
в одном сознании	2	1
ум и сердце	1	1
о том что	1	2
для того чтобы	1	2
друг с другом	4	3
да ведь это	1	2
в высшей степени	3	1
и то что	1	1
свое последнее слово	1	1
что может быть	1	2
это и делает	1	1
из подполья и	1	2
от себя самого	1	1
на самом деле	9	3
в большинстве случаев	2	2
слово о себе	4	1
не только не	1	1
в его целом	2	5
они ни были	1	1
сам с собою	1	1
в его произведениях	1	2
как раз и	2	1
даже тон рассказа	1	1
его к тому	1	1
а вовсе не	1	1
в этом произведении	1	1
мысли в точку	1	2
в братьях карамазовых	3	1
в пределах романа	1	1
его романа но	1	1
может быть и	1	1
в своей статье	1	1
героя у достоевского	1	1
не входит в	1	1
можно прямо сказать	1	1
записок из подполья	3	3
и в то	2	3
к концу даже	1	1
в каждом слове	2	1
композиционно выраженного диалога	1	1
в отношении к	7	1
что и в	1	1
к своему предмету	1	1
беспорядочным началом его	1	1
самого героя и	2	3
вопрос кто он?	1	2
долгорукого и наконец	1	1
не появляется в	1	1
к тому что	1	1
и в этом	2	3
все это из	1	1
было бы привести	1	1
что в нем	1	1
того что он	2	1
диалога у достоевского	1	1
самим собою но	1	1
достоевского вовсе не	1	1
со всею ясностью	1	1
и не может	2	2
не только с	1	1
слово его о	1	1
диалог то есть	1	1
сравнительно с беспорядочным	1	1
собрать свои мысли	1	1
в том и	1	1
отношении друг к	1	1
в пределах одного	5	1
в том что	2	7
в то время	1	2
но именно поэтому	1	1
появляется в его	1	1
в кругозор самого	1	3
то же время	10	7
на вопрос кто	1	2
его произведениях но	1	1
бы он ни	1	1
и сердце к	1	1
как впрочем и	1	1
но на самом	4	1
и наконец на	1	1
и наконец в	2	1
содержательно теми же	1	1
и его слово	1	1
из подполья в	1	1
и как бы	1	1
именно потому что	2	2
не может найти	1	1
по крайней мере	1	2
из подполья не	3	1
при том условии	1	1
предметом изображения в	1	1
бы то ни	3	3
по отношению к	6	11
с другой стороны	3	2
что дело идет	1	1
не могут завершить	1	1
стиль и тон	3	1
с алешей с	1	1
в отличие от	2	2
художественного мира достоевского	1	2
для себя самого	4	1
кругозор самого героя	1	3
он не может	3	1
от записок из	1	1
в нем и	1	1
но все эти	1	1
к нему и	4	2
как и его	1	1
отношении к другому	3	1
смысле этого слова	2	1
том что он	1	4
отношению к герою	1	1
для него самого	1	3
самосознание и слово	1	1
в данном случае	1	2
героя и его	2	2
рассказа изменяется сравнительно	1	1
но все же	2	1
к правде правда	1	1
но конечно эта	1	1
с беспорядочным началом	1	1
как мы сказали	1	1
так и в	2	1
можно сказать что	1	2
по замыслу достоевского	7	1
с ним и	1	3
в обычном смысле	2	1
в самой структуре	1	2
в то же	10	7
в этом отношении	1	5
к чужому сознанию	3	1
но и с	1	1
голосов в пределах	2	1
в речах хромоножки	1	1
это последнее слово	1	1
друг к другу	3	1
тем что он	1	1
бы сказать так	1	1
о себе самом	5	6
что в сущности	1	1
ни в одном	1	1
и по отношению	1	1
тенденция к нему	1	1
в житии зосимы	1	1
вполне понятно что	2	1
достоевский не знает	1	1
с самого начала	8	2
человек из подполья	7	3
неотразимо возвышает его	1	1
в самом деле	1	2
его ум и	1	1
в каждом романе	1	1
входит в его	1	1
человека из подполья	13	3
друг другу как	1	1
в самом построении	1	2
творчестве достоевского в	1	1
сохранить за собой	1	1
до сих пор	1	2
и иван карамазов	1	1
речах хромоножки в	1	1
и слово героя	1	1
правда неотразимо возвышает	1	1
в произведениях достоевского	2	2
для него в	1	1
дело в том	1	1
с точки зрения	2	15
в творчестве достоевского	4	4
к себе самому	13	1
же степени как	1	1
то что я	2	1
мы уже говорили	5	1
в один из	1	1
что почти все	1	1
достоевского в основе	1	1
в романах достоевского	4	6
что он сам	2	1
в этом смысле	3	9
так чтобы сделать	1	1
правде правда неотразимо	1	1
тон рассказа изменяется	1	1
и во всяком	1	1
почти никогда не	1	1
а в то	1	2
в мире достоевского	3	4
iv человек из	1	1
он знает что	1	1
в бедных людях	1	1
раз и навсегда	1	2
концу даже тон	1	1
всяком случае не	1	1
даже в пределах	2	1
же время не	3	2
в вас нет	1	1
точки зрения на	1	1
радости и веселья	1	1
изменяется сравнительно с	1	1
как будто бы	1	1
у достоевского как	1	2
к слову героя	1	1
как бы в	1	2
он знает и	1	1
наконец в житии	1	1
то новое что	1	1
подполья не только	2	1
должна была быть	1	1
со своим двойником	1	1
что он есть	1	2
но в то	4	2
но у достоевского	1	1
устойчивую позицию вовне	1	1
сердце к концу	1	1
в конце концов	3	4
и в нем	3	1
то время как	1	1
то же самое	1	1
из подполья это	1	1
с самим собою	7	1
в значительной степени	1	1
но не может	1	1
подобно тому как	2	3
самого начала все	1	1
тоже не может	1	1
как если бы	1	1
о себе значит	1	1
не может быть	3	3
оставаясь содержательно теми	1	1
его целом то	1	1
по ту сторону	1	1
то есть все	1	1
а прежде всего	1	1
в отношении друг	1	1
здесь же нам	1	1
из подполья я	1	1
но и не	1	2
самим по себе	1	1
себе самому и	5	1
а не о	1	1
самая установка рассказа	1	1
тот же самый	1	1
он и не	2	1
свои мысли в	1	1
к другому моменту	1	1
то что он	1	1
как нам кажется	1	2
он как бы	1	1
то есть не	1	2
то что в	1	1
