3gram	Losev_DialektikaMifa_partition_part1_wordlist_3gram	Losev_DialektikaMifa_partition_part3_wordlist_3gram
не что-нибудь иное	1	2
и – больше	1	1
из того что	2	1
они тоже суть	1	1
что и с	1	1
имеет никакого отношения	1	1
точки зрения можно	1	1
не есть ни	3	6
если стать на	1	1
одному тому что	2	1
ничего не говорит	3	4
во всяком случае	2	2
что такое миф	1	3
зрения мифического сознания	2	1
что она есть	3	1
о том что	5	2
на то что	3	4
сущности т е	1	1
что иное как	6	1
есть не больше	1	1
не есть бытие	2	2
и ни от	2	1
в сравнении с	3	1
итак миф не	2	1
на самом деле	1	2
в виду что	1	1
ничего не существует	2	1
это и есть	2	2
в мифе есть	1	2
для того кто	3	1
было бы в	1	1
не существует без	1	1
и тем не	2	1
т е только	1	1
ни в коем	3	1
что как все	1	1
или она есть	1	1
более или менее	1	3
в мифе нет	1	3
как раз и	3	1
в мифе о	1	1
что миф –	2	2
той или иной	2	3
я могу быть	1	1
и больше ничего	4	1
ни на что	1	2
никогда не воспринимает	1	1
и в то	1	2
т е явление	1	1
значит? это значит	2	1
если иметь в	2	2
далеко не всегда	1	1
я не буду	3	3
мифического сознания конечно	1	1
к тому что	2	2
так что в	1	1
и в этом	2	3
– абстрактное понятие	1	1
вовсе не есть	5	1
тех или других	1	2
то стало быть	1	1
– больше ничего	1	1
в коем случае	3	1
одной и той	1	1
это значит? это	2	1
механизм и позитивизм	1	1
совершенно ясным и	1	1
которая хотя и	1	1
и в частности	1	2
когда мы говорим	1	1
не что иное	6	1
а потому что	1	1
что это есть	2	1
по одному тому	2	1
что не есть	2	2
он всегда есть	1	1
в том что	3	7
ни того ни	1	1
в то время	4	1
она есть но	1	1
несмотря на свою	1	1
это не значит	1	1
себе и как	1	1
в каком смысле	3	1
что миф есть	3	3
то же время	1	4
имеется в виду	3	1
ничем не отличалось	1	1
сколько и в	1	1
хотя и не	2	1
одной стороны и	1	2
случае не есть	2	2
того или другого	1	1
только постольку поскольку	1	1
закон падения тел	1	1
тем не менее	10	1
и даже в	1	1
что это не	2	1
но даже и	2	1
он – не	1	2
в связи с	1	1
и то же	2	4
иметь в виду	2	3
не было ни	2	1
нет ровно никакого	1	1
по крайней мере	5	4
именно в мифе	1	1
на точку зрения	1	2
с другой стороны	2	4
ни в каком	3	8
сам по себе	5	6
связи с этим	1	1
не имеет никакого	1	3
значит что он	4	3
пусть миф –	1	1
значит что для	1	1
сознания и бытия	1	1
отличается от самого	1	1
всех вместе взятых	1	1
жизнь со всеми	1	1
мифа должна быть	1	1
как с реальными	1	1
никто никогда не	1	1
точки зрения самого	1	2
что она –	1	1
что в мифе	1	1
потому что миф	1	1
и эти две	2	1
оно – не	1	1
только сказать что	1	1
того и другого	1	1
есть не что	3	1
не может и	1	3
с этой стороны	1	2
и в особенности	1	1
я не могу	1	1
и что оно	1	1
но так как	1	1
в нем нет	1	3
с одной стороны	3	2
в ней не	1	1
миф сам по	2	2
что мир в	1	1
этом его полная	1	1
что он –	3	5
или по крайней	1	2
в то же	1	4
то как же	1	2
в этом отношении	1	2
я утверждаю что	4	4
совершенно ничего не	1	2
представить себе что	1	1
к тому же	2	1
не есть нечто	3	1
значит что мы	4	1
одно от другого	1	1
заключается только в	1	1
точно так же	2	2
только потому что	1	3
это – чисто	1	1
но это –	2	3
однако помнить что	1	1
существует и что	1	1
по себе и	1	2
вещи что же	1	1
значит что в	1	3
мифического сознания в	1	1
в этом его	1	1
для мифического субъекта	1	1
и той же	1	1
здесь не просто	1	1
это конечно не	1	2
в самом деле	5	1
тех или иных	1	1
не значит что	1	3
это было бы	2	1
думают что это	1	1
если она не	1	2
до сих пор	1	2
сама по себе	4	8
для мифического сознания	1	5
раз и показывает	1	1
уже по одному	2	1
как раз на	1	1
так или иначе	2	1
без сновидений и	1	1
конечно не есть	2	1
не есть просто	4	1
т е не	4	1
собственно говоря не	1	2
на что не	1	2
с точки зрения	14	12
если бы мы	1	1
дерево а не	1	1
это и значит	1	1
в чистом виде	1	1
не есть мифология	1	1
к нему с	1	1
– все равно	1	1
есть ни в	1	1
ни в чем	1	2
содержит в себе	1	3
тут мы находим	1	1
какими бы научными	1	1
то ясно что	3	1
вероучение и мифология	1	1
того ни другого	1	1
стать на точку	1	1
имеет место в	1	1
во всем этом	1	1
было бы равносильно	1	1
миф никогда не	1	1
не существует что	1	1
что учение о	2	1
что он есть	3	1
ровно ничего не	3	3
коем случае не	3	1
мифического сознания миф	1	1
зрения самого же	1	1
и что она	2	1
она на нем	1	1
что это значит?	2	1
что же теперь	1	1
т д на	1	1
когда они противостоят	1	1
есть то что	5	1
– все это	1	2
и ни в	1	2
то время как	4	1
и есть то	1	1
крайней мере в	3	1
то же самое	1	1
никакого отношения к	1	1
и даже не	1	2
одно и то	2	4
одна и та	1	2
и есть только	1	1
что это –	1	2
это значит что	21	9
о мире как	1	1
ибо не только	1	1
и та же	1	2
не может быть	6	3
и в отношении	1	1
не в том	1	1
и пр –	1	1
мы говорим что	1	2
само по себе	5	5
со всеми ее	1	1
убежден в том	1	1
сами по себе	3	1
и значит что	1	1
было бы и	1	2
но что такое	4	2
д и т	5	2
с той или	1	2
и т д	23	19
даже если бы	1	1
жизнь и смерть	1	1
еще не есть	1	1
и показывает что	1	1
ничто не может	1	1
на небе и	1	1
миф не есть	5	11
того что она	2	1
все вещи есть	1	1
и стало быть	1	2
себе т е	1	1
т д и	6	2
то это значит	4	2
что в основе	1	1
