3gram	Vygotskiy_Psychologia_partition_part3_wordlist_3gram	Vygotskiy_Psychologia_partition_part1_wordlist_3gram
все то что	3	6
в этом рассказе	1	1
в прямом смысле	1	2
так как у	1	1
сама собой бросается	1	1
чем идет речь	1	1
всякое художественное произведение	2	1
во всяком случае	6	2
в том чтобы	7	1
собой бросается в	1	1
для того чтобы	5	8
утверждать что в	1	1
о том что	7	3
этой точки зрения	5	1
на то что	8	12
вместе с тем	2	2
и то что	1	3
мы видим в	1	2
зрения становится совершенно	1	1
с здесь совершенно	1	1
так как они	2	1
на самом деле	2	2
легко заметить что	1	1
образом мы видим	1	2
который может быть	1	1
не только не	3	1
и вместе с	1	2
дело не в	1	1
вступить в противоречие	1	1
потому что в	1	1
а если так	1	1
более или менее	2	1
ни в какой	3	1
никак не может	2	1
образом совершенно ясно	1	1
а вовсе не	1	2
на основании этих	1	1
на то чтобы	2	1
не иначе как	1	1
о чем идет	1	1
мы видели что	2	2
в ее основу	1	1
его в сторону	1	1
в зависимости от	5	1
сущности говоря это	1	1
самые чувства которые	1	1
на нет все	1	1
и в этом	1	3
что в таком	1	1
показать что почти	1	1
здесь нет и	1	1
одной и той	3	1
и в сущности	1	1
в русском языке	2	1
так как она	1	1
та мысль что	1	1
в двух планах	1	5
по сравнению с	1	1
что она пользуется	1	1
как нельзя лучше	1	1
в том и	2	1
том что она	3	1
слова это есть	1	1
что эти стихи	1	1
в том что	9	11
в то время	5	2
в евгении онегине	2	1
не потому что	1	1
и если мы	2	1
здесь совершенно ясно	1	3
в целом ряде	2	1
больше и больше	1	2
и т п	15	5
показывает что в	2	1
с таким образом	8	1
дело идет о	1	1
с и в	1	3
и то же	1	2
в свою очередь	1	2
все больше и	1	2
идет вразрез с	1	1
с другой стороны	5	5
совершенно очевидно что	2	1
с тем чтобы	1	1
в отличие от	3	1
это все равно	1	1
одной и другой	1	1
психики общественного человека	2	1
точном смысле этого	1	1
он не может	1	1
как в музыке	1	1
в тех случаях	1	1
этого слова это	1	1
были вступить в	1	1
и что следовательно	2	1
при этом она	1	1
смысле этого слова	2	2
принципиальной разницы между	2	1
в себя и	1	1
бросается в глаза	1	1
из всех остальных	1	1
речь идет не	1	1
таким образом совершенно	1	1
если так то	1	1
в основе своей	1	1
он говорит что	1	2
кто иной как	1	1
что у него	3	2
т п то	1	1
из которых каждая	2	1
в котором она	1	1
в такой же	1	1
можно сказать что	1	1
и во всех	1	2
с одной стороны	5	5
в противоречие с	2	1
не было бы	2	1
в применении к	2	1
и тот же	1	1
мы увидим что	2	7
в этом отношении	2	1
когда он говорит	1	1
вынуждены были вступить	1	1
нас такое же	1	1
к тому же	1	1
и столь же	1	1
такой степени что	1	1
как раз обратное	1	1
это имеет место	1	2
мы не имеем	1	1
что в сущности	1	1
в силу того	2	1
бы мы захотели	1	1
прямо говорит что	1	1
таким образом мы	1	1
только обратиться к	1	1
с самого начала	1	6
и той же	3	1
в самом деле	7	18
потому что он	2	1
склонен думать что	1	1
все время в	1	5
к тому чтобы	3	1
двух направлений в	1	1
к этому что	1	1
такой же мере	1	1
до сих пор	3	5
и действительно мы	1	1
который положен в	1	1
каждого из этих	2	1
имел в виду	1	1
есть в сущности	2	1
указывал на то	1	1
если бы мы	1	1
с точки зрения	2	9
речь идет о	1	3
перейти к рассмотрению	1	1
с этим и	1	1
того чтобы с	1	1
т п с	1	1
мы не можем	2	2
того что эта	1	1
и мы увидим	1	2
и в самом	2	10
какой мере не	1	1
один и тот	1	1
в сущности говоря	3	7
в какой мере	3	2
полном согласии с	1	1
как можем мы	1	1
мы никогда не	4	1
от других видов	1	1
что в этом	3	1
но это только	1	1
точки зрения становится	1	1
как бы в	1	1
не только у	1	1
мере в какой	1	1
мы все время	1	2
и есть в	1	1
том случае если	1	1
только в том	3	2
целый ряд очень	1	1
в своей основе	1	1
и в полном	1	1
если мы припомним	2	1
правды или неправды	1	1
и в той	1	1
то же самое	2	8
то время как	5	2
по самому существу	3	1
никак не могут	1	1
до такой степени	1	3
в обратном отношении	1	1
одно и то	1	2
а в том	2	1
подобно тому как	5	1
совершенно ясно что	14	5
по этому поводу	2	1
есть необходимое условие	1	1
со всеми остальными	2	1
указывает на то	3	3
с этой точки	4	1
при помощи которого	2	2
не может быть	8	1
не в том	5	2
в полном согласии	1	1
что в этой	1	2
склонны утверждать что	1	1
в том случае	2	1
поэзии то есть	1	1
что то же	1	1
состоит в том	2	1
и т д	8	4
мы видим что	2	7
мы все же	1	1
та же самая	2	1
легко показать что	2	3
не то что	1	2
заключается в том	6	6
прибавим к этому	1	1
заключает в себе	1	1
то что он	1	2
положен в ее	1	1
только то что	1	2
заключается не в	2	2
то что в	1	2
