2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram
свою силу	1	4
и сами	1	1
т.е от	2	1
все же	6	2
его в	2	6
другом развитие	1	1
основных результатов	2	1
подобно тому	1	1
что развитие	1	6
так точно	1	2
другой если	1	1
у одного	1	2
тех и	1	5
в развитии	10	24
кроме того	1	1
и всей	2	1
иначе как	6	5
нашего исследования	5	5
значением этого	1	1
до лет	1	2
в известном	2	1
то что	24	28
об одном	2	2
для развития	1	5
языка так	1	1
чего ребенок	1	1
несмотря на	2	2
мышления и	9	7
связи с	4	3
эти вопроса	1	2
между собой	6	9
и той	2	3
то время	2	6
пиаже в	3	1
и обобщения	1	2
другой раз	1	5
совершенно иначе	1	1
этом случае	14	2
все более	1	2
не путем	1	1
возраста и	2	1
мы говорим	2	2
из которых	2	1
мы приходим	1	1
могут быть	2	5
с психологической	1	1
связано с	1	3
позволяет нам	2	1
к пониманию	3	1
в значении	1	1
может возникать	1	1
с устной	1	1
втором случае	3	2
в его	4	3
все равно	1	1
прежде чем	2	1
и может	1	1
отношение к	2	7
который мы	2	4
еще в	1	2
во всей	2	1
отношений к	1	1
есть только	2	1
противоречие между	2	1
по мере	7	3
не должен	1	1
друг по	1	1
на нет	5	1
не можем	4	1
в лет	2	1
исследования развития	1	1
целом однако	1	1
были бы	3	2
речью в	3	1
вовсе не	2	1
всего на	1	1
между двумя	3	2
момент когда	1	1
в случаях	1	1
никакие отношения	1	1
переход к	1	3
за собой	1	3
ребенка развитие	1	1
из этого	2	2
нам факты	1	1
по степени	1	1
бы в	5	3
которая является	1	2
в мышлении	2	6
сравнению с	8	14
иначе чем	2	1
но дальше	1	1
мы встречаемся	1	1
этот центральный	1	1
связаны между	3	1
могли быть	1	1
в море	1	1
сталкиваемся в	1	1
ответ на	2	1
проблема системы	1	1
могут не	2	2
другой стороны	1	2
отношению к	5	10
что уже	1	2
к выводу	3	1
его развития	1	3
то и	4	1
к этому	2	1
и не	18	11
таким образом	23	18
по своему	9	2
ребенок должен	1	4
тогда когда	5	6
сравнению со	2	1
ее внутренней	1	1
тем что	9	8
одно и	3	1
интеллектуальных операций	1	1
с теми	1	1
процесс в	1	1
и мышления	1	1
смысле этого	3	1
что каждая	1	1
всякой вообще	1	1
все эти	6	2
для всего	1	1
в данном	5	2
только позже	1	2
факта что	1	1
оказывается не	1	2
с самого	7	7
в прошлом	1	1
не содержат	2	1
если таким	1	1
что является	1	1
случае и	1	1
проистекает из	3	1
является основным	1	1
на его	2	3
как известно	2	7
вопрос можно	1	1
не оставляет	1	1
перед нами	2	1
и иначе	1	1
до конца	5	3
что относится	1	1
отличается от	3	3
психических функций	1	2
в первом	3	4
слов и	2	3
своей природе	4	4
объяснения того	1	1
внешняя звучащая	2	1
экспериментальных понятий	1	2
мысль которая	1	1
в своем	1	7
стороны и	4	1
в нашем	4	4
решение вопроса	1	1
и без	1	1
пиаже но	1	2
можем теперь	1	1
этом направлении	1	1
не по	4	3
в психологии	2	3
первом случае	3	3
детского мышления	4	2
как и	15	6
ассоциативной психологии	2	1
должен был	1	3
на котором	3	2
значения слов	3	1
два крайних	1	1
раз в	2	3
лучшем случае	2	1
от более	1	3
содержащийся в	1	2
и в	26	28
язык оказывается	1	2
но не	3	10
если оно	1	1
что присуще	1	1
для нас	2	2
по существу	1	2
если попытаться	2	1
коренное и	1	1
рабочей гипотезы	1	1
всю свою	1	2
с этим	2	4
то о	4	1
но это	3	2
самое существенное	1	1
различие в	1	1
развивается не	2	1
друг другу	3	2
ее в	8	2
и развитием	1	5
в ряду	1	2
конечно не	1	1
и самые	1	1
в заключение	1	1
это не	3	5
поэтому мы	2	2
здесь в	1	1
в равной	1	1
но он	2	2
к объяснению	1	1
того как	2	5
представлена в	1	1
причинно-следственных зависимостей	1	1
нам остается	1	2
казалось бы	2	2
прежде всего	7	2
к овладению	1	1
себя это	1	1
речь именно	1	1
включает в	1	1
имеет более	1	1
ребенок раньше	1	2
в зависимости	1	5
бы все	2	1
мысль что	1	2
психологического развития	1	1
в образовании	1	1
обнаружить это	1	1
в результате	1	1
структуры то	1	1
когда ребенок	2	3
и наконец	4	2
житейскими понятиями	1	2
наоборот в	1	1
не что	1	1
того факта	1	1
все что	6	1
с этой	5	2
самого себя	1	1
мы попытались	2	1
об этом	3	1
в лучшем	2	1
деятельности и	3	1
этого вопроса	1	2
в совершенно	1	2
естественно ожидать	1	1
каждой из	3	2
а только	1	2
опытах с	1	1
совпадает с	3	4
в первую	1	3
мы называем	1	2
что ребенок	5	13
едва ли	4	1
самом деле	6	2
хотя и	1	3
самом начале	3	4
что представляет	1	1
развитые нами	1	1
например в	1	4
его только	1	1
то же	8	7
этот факт	2	2
попытались в	1	1
женского рода	2	1
сравнительно с	1	1
нельзя сказать	1	1
мы могли	6	12
своего развития	1	4
это с	1	1
в свете	4	5
в опытах	1	4
и произвольности	1	4
к общему	2	2
нет как	1	1
всем протяжении	4	1
мы видим	3	7
поэтому что	1	1
каждой ступени	2	8
но мы	3	3
точку зрения	2	2
в определенных	2	2
осмысленного слова	2	1
новое слово	1	1
для структурной	2	1
это движение	1	1
семантической стороны	2	2
в единую	1	1
эти процесса	1	1
не совпадает	3	2
один из	2	3
в действительности	2	1
экспериментального исследования	1	1
и логики	1	4
ясно что	1	4
отношения к	2	3
с точки	21	10
мыслей с	1	1
в сотрудничестве	1	21
чем перейти	2	1
и ту	1	1
понятий сравнительно	1	1
от вещи	1	1
своей структуре	3	1
этой последней	1	1
мышления это	2	1
на каждой	1	11
эгоцентризм детской	1	1
но в	4	5
благодаря этому	2	1
это мы	2	3
не имеет	2	6
чем слово	2	1
сих пор	3	3
у детей	1	1
тем не	3	1
в другом	1	2
образования понятий	1	2
в котором	4	2
для него	3	6
пиаже и	2	1
к высшим	1	3
и исходным	1	1
семантическая сторона	2	1
свою очередь	2	1
возрастной ступени	1	2
самому себе	1	1
развитие в	1	1
языка но	1	1
можно было	2	7
и это	1	1
может остаться	1	1
выражения и	1	1
феноменов и	1	1
которой она	2	1
действительности но	1	1
развития понятий	1	6
в последнее	2	2
и непосредственно	1	2
мышления на	1	3
проистекала из	1	1
в состоянии	1	4
она возникает	2	1
спонтанной речи	1	2
и другом	2	1
исследование не	1	2
при таком	1	1
находящихся в	1	2
от высшей	1	1
этой мысли	1	1
фазическая сторона	2	1
и от	4	2
как совершается	1	1
из того	3	5
работ вюрцбургской	1	1
совершается как	1	2
раннем возрасте	1	2
переходе от	3	5
в одном	1	2
иное как	1	1
дорогу к	1	1
той же	8	4
иначе говоря	1	3
прийти к	1	1
они будут	1	1
друг от	2	1
в начале	5	1
друг с	2	5
мысли мы	1	2
этих двух	2	1
как только	1	2
в той	4	4
не имеем	1	1
всех прежних	1	1
движения от	1	3
фазической и	1	1
и все	1	5
как обобщение	1	1
на этот	1	4
и заключается	3	1
и о	3	1
понятий этот	1	3
развитии мышления	2	1
что эта	6	2
в них	1	3
и везде	1	1
может стать	1	1
понятия не	1	4
из наших	1	1
старой психологии	2	1
о связи	1	2
если не	1	1
обществоведческих понятий	2	1
там где	1	7
ко всем	2	4
действительности в	2	1
отнюдь не	1	1
для эксперимента	1	1
развития значений	1	4
мысли от	2	3
языка с	1	1
мы знаем	2	4
в том	18	28
происходит в	1	1
с развитием	1	6
идет от	1	2
на всем	5	1
от того	1	10
понятие в	1	2
на вопрос	5	2
эти особенности	3	1
к самому	1	1
как мы	14	10
эта работа	1	1
его мысль	2	1
что как	1	1
и обратно	3	4
только тогда	1	4
в отношении	2	10
нами положения	1	1
эту мысль	1	1
есть не	3	1
ребенка не	1	4
в виде	1	1
законов и	1	2
место на	1	1
всякую возможность	1	2
теоретического значения	1	1
последнее время	3	2
и психологическое	2	1
что здесь	1	1
функций которые	1	3
в своих	2	3
мышление ребенка	1	1
но движение	2	1
их развития	2	5
мысль ребенка	2	1
мысли взрослого	1	1
развития у	1	1
от этого	1	3
оно только	1	1
думается нам	5	1
детской мысли	2	11
ребенка от	2	3
в прежнем	1	1
ребенка и	8	2
это и	4	3
по аналогии	1	1
наконец в	2	1
ребенка в	1	8
они позволяют	1	1
возможно то	1	1
к анализу	1	3
из области	1	2
тем обстоятельством	1	1
и он	2	1
как на	6	3
с их	1	1
на основе	1	4
в уме	2	2
относящихся к	4	3
из них	1	2
мере развития	4	1
мысли в	9	4
системы понятий	3	3
с другом	2	5
хорошо известны	1	1
в области	4	6
язык в	1	1
целиком и	1	2
у ребенка	9	13
особенностей оказывается	1	1
не менее	4	2
еще не	4	8
привести к	3	1
он сам	1	2
речи которая	2	1
представляют собой	1	3
понятий наконец	1	1
же самое	5	6
к его	2	2
но на	1	2
эксперимента который	1	1
в конце	4	2
на все	1	1
представляет собой	19	3
и тогда	1	1
которыми он	1	2
где они	2	2
с внутренней	5	1
в меньшей	1	2
в ходе	12	3
к другу	2	4
самым к	1	1
неизбежно приводит	2	1
возможно только	2	3
есть то	3	1
идет по	1	2
наших глазах	3	1
в двух	1	1
для того	18	8
факт что	1	1
ступени в	1	2
означает в	1	1
тому как	1	1
разрыв между	2	2
в самом	9	8
ожидать что	3	1
нас с	1	1
в то	3	6
никогда не	4	8
так же	14	15
этого понятия	2	3
наших исследованиях	1	1
