3gram	Vygotskiy_Psychologia_partition_part1_wordlist_3gram	Vygotskiy_Psychologia_partition_part4_wordlist_3gram
не до конца	1	1
стих есть не	1	1
все то что	11	3
не только в	1	1
в этом рассказе	2	1
к этому вопросу	1	1
составлено не мыслью	1	1
как она написана	1	1
ясно что эти	1	1
то что она	1	1
во всяком случае	3	6
в том чтобы	3	7
есть как бы	1	1
для того чтобы	19	5
о том что	10	7
этой точки зрения	1	5
в том как	1	1
на то что	6	8
вместе с тем	2	2
что иное как	1	1
мыслью а чем-то	1	1
сцепление слов в	1	1
можно найти в	1	1
когда говорит что	1	3
на самом деле	5	2
чем-то другим и	1	1
не только не	2	3
это и есть	3	1
мысли об этом	1	1
те же самые	2	1
и вместе с	1	1
вступить в противоречие	1	1
потому что это	1	1
в этом романе	1	1
самой своей природе	1	1
ни в какой	1	3
событий в рассказе	1	1
совершенно верно говорит	1	1
так как это	3	1
никак не может	2	2
в основу этого	1	1
на то чтобы	2	2
именно то что	1	1
что и в	1	2
никогда не поймем	1	1
и в этом	3	1
его рассказа и	1	1
что могло бы	1	1
что в таком	1	1
а чем-то другим	1	2
начинает с конца	1	1
в это время	2	1
одной и той	2	3
и в сущности	1	1
и не было	1	1
можно с совершенной	1	1
совершенно понятно что	2	1
и так как	1	3
психологической точки зрения	1	4
так как она	3	1
и казалось бы	1	1
с совершенной ясностью	1	1
примере легче всего	1	1
в двух планах	1	1
и в частности	2	1
возникает целый ряд	1	1
из которых складывается	1	1
с его формой	1	1
так же точно	5	3
не что иное	1	1
же как и	1	1
в том и	1	2
как нельзя лучше	1	1
том что она	1	3
с но вся	1	1
так как мы	2	1
в том что	12	9
лежит в основе	1	1
в то время	2	5
и вот это	1	1
как бы его	2	1
в приложении к	2	1
в евгении онегине	1	2
в художественном произведении	1	3
на примере легче	1	1
и если мы	2	2
к выводу что	1	1
составляющих его звуков	1	2
сказать что в	2	3
в целом ряде	1	2
оно может быть	1	1
и кажется как	1	1
и т п	3	15
то мы увидим	1	1
с таким образом	2	8
с на примере	1	1
так же как	3	4
в свою очередь	1	1
то есть в	1	2
тому как она	1	1
с другой стороны	2	5
в конечном счете	1	3
совершенно очевидно что	1	2
ни в каком	1	1
что самое важное	1	1
и только после	5	1
мы знаем о	1	1
точном смысле этого	2	1
и если критики	1	1
в согласии с	1	1
и что следовательно	1	2
нашего исследования и	1	1
иметь дело с	1	1
смысле этого слова	3	2
том что он	3	1
формы и содержания	1	1
же самое и	2	1
тому же самому	1	2
звуков а есть	1	1
до тех пор	2	1
звуков так же	1	1
же мнения придерживается	1	1
он говорит что	2	1
замечательно то что	1	1
можно сказать что	1	1
психологи как липпс	1	1
с одной стороны	3	5
не было бы	1	2
в противоречие с	1	2
конце концов только	1	1
вместо того чтобы	2	1
мы увидим что	1	2
с конца с	1	1
что речь идет	1	2
когда он говорит	1	1
конце концов приводит	1	1
приходится иметь дело	1	1
был у него	1	1
к тому же	2	1
бы сказать что	1	1
точно так же	3	3
друг к другу	1	1
нет никакой возможности	2	1
что в сущности	1	1
так же и	1	1
что при помощи	1	1
том что на	1	1
но совершенно верно	1	1
тому что он	1	1
и той же	2	3
с самого начала	5	1
только обратиться к	2	1
в мире в	2	1
его звуков а	1	1
в самом деле	7	7
потому что он	2	2
так просто и	1	1
то что у	1	3
к тому чтобы	3	3
совершенно не то	1	1
д все это	1	1
к этому что	1	1
до сих пор	3	3
сама по себе	3	2
имел в виду	1	1
ровно столько сколько	1	1
в таком случае	1	2
тем же самым	1	1
но что оно	1	1
если бы мы	2	1
и трагедии шекспира	1	1
дело в том	1	1
с точки зрения	4	2
речь идет о	2	1
может быть в	1	1
мы находимся в	1	1
было бы сказать	2	1
бы если бы	1	1
мы не можем	1	2
в этом смысле	1	2
если мы хотим	1	1
и в самом	2	2
как говорит толстой	1	1
в сущности говоря	2	3
в какой мере	2	3
если мы обратимся	1	1
мы никогда не	3	4
что в этом	1	3
так точно мы	1	1
выразить то что	1	1
как бы в	1	1
при таком понимании	1	1
мы все время	2	1
мы приходим к	1	1
по самой своей	1	1
вслед за этим	3	1
то что все	1	1
значение и смысл	1	1
целый ряд очень	1	1
у него в	1	1
если мы припомним	1	2
том или ином	1	1
в конце концов	3	3
то же самое	6	2
то время как	2	5
все дело в	1	1
и в конце	2	1
планах с одной	1	1
имеет в виду	1	2
с психологической точки	1	3
до конца и	1	1
подобно тому как	1	5
совершенно ясно что	3	14
мы обратимся к	1	1
мы вовсе не	1	1
и таким образом	1	2
с этой точки	1	4
не может быть	1	8
вот что говорит	1	1
он как и	1	1
эстетической реакции в	1	1
в том или	1	1
что в этой	2	1
а может быть	1	1
сумма составляющих его	1	1
сами по себе	3	1
с все это	1	1
тех пор пока	2	1
и т д	2	8
несмотря на все	1	1
мы видим что	2	2
точку зрения на	1	1
та же самая	1	2
говорит что в	1	1
легко показать что	2	2
не то что	3	1
заключается в том	3	6
прибавим к этому	1	1
как и всякий	1	1
и в результате	1	1
то что он	3	1
закон и этот	1	1
т д все	1	1
такого же мнения	1	1
только то что	1	1
надо сказать что	3	3
не мыслью а	1	1
этот закон и	1	1
то что в	3	1
