2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram
без этой	1	1
все же	9	9
его в	10	9
в царство	7	2
главе мы	1	2
неи итак	3	1
связь с	4	12
теперь к	1	1
шаманом он	1	1
они его	1	1
этих случаях	10	8
рассмотрим мотив	1	1
человека который	1	1
и надел	1	1
так например	1	2
подобно тому	3	1
в точности	1	5
же происходит	2	3
своей жены	1	1
которые находятся	1	1
за него	2	1
некоторых случаях	2	4
даже в	1	4
к какому	1	1
он ее	1	2
что им	2	1
себя за	1	1
воas неи	2	1
из него	2	1
мы имеем	15	7
в иное	5	7
и к	1	1
право на	3	2
время обряда	1	2
в северной	2	2
своего отца	1	3
является и	1	3
что при	5	1
параллели к	1	1
мы здесь	6	2
из таких	1	2
выражается в	1	1
то мы	2	2
его и	4	2
связан с	5	3
так и	5	10
в другой	4	3
героя за	1	1
и т	19	27
никакой не	1	1
когда мы	2	1
фаллического характера	1	1
говорит если	2	1
к своей	1	3
у них	1	1
к рассмотрению	2	2
он же	1	2
и почему	3	1
они бросают	1	1
то что	12	16
тем самым	2	1
но как	1	1
из сказки	1	1
д к	3	6
в более	1	1
имеем и	2	2
аф он	2	1
в шаманизме	1	1
собой другие	1	1
на задний	1	2
у яги	2	5
наряду с	6	3
в особенности	2	2
дело вовсе	1	1
в эти	1	1
с падением	1	1
в русских	3	2
представлением о	1	2
е помощника	1	1
ему силу	1	1
в одном	5	5
к зеленина	1	1
иное как	2	3
можно найти	5	2
аф на	3	1
или на	4	2
попадают в	4	1
после рассмотрения	1	1
той же	2	1
понимать как	1	1
к которому	5	1
пока только	1	2
связи с	8	3
по линии	1	1
в мифе	2	2
ни в	2	2
человека за	1	1
и которые	1	1
что в	12	14
может рассматриваться	1	1
только после	4	1
можно вызвать	1	2
герой попадает	1	1
или от	1	2
в сказке	21	47
он является	2	1
и они	4	2
а как	1	2
и и	1	3
в своей	1	4
у племени	2	3
ниже в	1	2
существом которое	1	1
но если	3	1
женской линии	1	1
входить в	1	3
часто имеет	1	1
на острове	2	2
его по	1	1
цвет есть	1	2
этих двух	1	1
этом случае	5	3
и социальной	2	1
для живых	1	1
что она	5	3
двух видах	1	1
очень часто	4	1
о чем	1	3
зависимости от	1	1
и что	6	5
герой теперь	1	1
имеем то	2	1
дошли до	1	1
которые как	1	1
еще одну	1	1
и дошли	1	1
хозяева стихий	1	1
полное развитие	1	1
в сети	2	1
говорили о	1	1
указать на	1	3
переносится на	1	1
что на	1	2
и эту	1	1
посвящении юноши	1	1
как мертвец	1	1
вспоминается и	1	1
после того	3	2
отправка в	1	1
или он	3	3
найти в	1	1
уже видели	4	1
указать что	3	2
что эта	2	3
в них	1	1
уже к	1	1
о смерти	1	1
у огня	1	1
можно возразить	1	1
и так	2	1
с миром	1	3
а он	1	1
не может	5	6
могут быть	2	6
о связи	2	1
и за	1	2
то чего	3	3
из которого	1	1
там где	1	3
древнейшая форма	1	2
сказать что	2	2
мы видели	2	6
вместе с	7	6
говорит ему	1	1
он должен	2	3
взял его	1	1
и братья	1	1
в сказаниях	1	1
в лесу	15	12
в том	6	3
в лесной	4	1
представлений о	1	2
мы знаем	11	8
матери и	1	1
царства мертвых	1	2
происходит в	2	2
только атрибуты	1	1
в его	6	5
верно что	1	1
животный вид	1	1
происходит не	1	1
это желание	1	1
ему путь	2	1
мы бы	1	1
из форм	1	1
е к	1	2
и может	2	1
груди и	2	1
водой он	1	2
представляют для	1	1
приводит к	2	1
посвящением в	1	1
в последней	1	1
о том	3	4
русских сказках	2	2
см в	2	1
живет в	2	2
лежит аф	1	1
лесу на	2	1
возможно что	2	2
этот мотив	4	4
есть ли	2	1
магическая сила	1	2
на вопрос	2	3
в виду	2	1
в руки	2	3
на то	3	3
это чисто	1	2
происходит иначе	1	1
в животное	2	5
хозяйка зверей	1	1
случаи когда	1	2
и вебстер	1	1
становится врагом	1	1
материалов по	1	1
имеется в	2	2
есть некоторые	1	1
в некоторых	2	5
не все	2	1
главным образом	2	2
как мы	1	5
однако не	1	1
но его	2	1
можно указать	1	2
так чтобы	1	1
по мере	3	1
может быть	17	14
другом случае	1	2
случаях когда	1	3
и его	3	10
вопросом о	1	1
в одной	4	3
не можем	1	1
как полагают	1	1
очень многих	1	1
его тело	1	1
в саду	1	1
или его	2	1
в огне	1	1
одном случае	2	3
личного духа-хранителя	1	2
музыкальные инструменты	1	1
отдельные случаи	1	1
из воды	1	1
сказке можно	1	1
и могут	1	1
вовсе не	1	4
она не	5	3
если этот	1	1
на путь	1	1
у якутов	1	3
нашей сказке	2	1
обрядов фаллического	1	1
есть не	1	1
это явление	2	1
в тех	2	4
этого мотива	5	3
пока не	4	1
что герой	5	2
с тем	9	2
он бросает	1	3
это показывает	1	1
здесь нет	2	1
случаев можно	5	1
здесь мотив	1	1
этом говорилось	1	1
которых и	1	1
в отдельности	1	2
в баню	2	1
здесь не	2	4
же именно	1	1
как указано	3	2
путь к	1	1
его еще	1	1
отец и	2	2
увидим что	3	2
чтобы стать	1	1
герой сказки	1	1
к которой	1	1
выдает себя	1	1
в культ	1	1
можно полагать	1	1
по английской	1	1
можно бы	1	1
жизнью и	1	1
на которых	1	1
его к	1	3
тот же	1	1
этот материал	2	2
неи этот	3	1
могло быть	1	1
можно в	1	1
говорит об	1	2
и других	1	3
и действительно	1	3
русской сказки	1	1
со стороны	1	1
по наследству	2	1
верны то	1	2
как он	3	6
в этнографии	1	1
д здесь	1	1
если всмотреться	2	1
одно из	2	1
три года	4	4
их здесь	1	1
нас к	1	7
что здесь	4	7
в частности	1	2
как говорит	1	1
другой сказке	1	1
на небо	1	7
рассматриваться как	1	1
немецкой сказке	2	2
показывает что	4	10
на этой	2	1
здесь можно	5	2
не будем	4	1
не было	2	1
английской терминологии	1	1
и очень	1	1
всем мире	1	1
по дороге	1	1
и вместо	1	1
то это	6	5
была вера	1	1
приведем еще	1	1
только в	6	3
неиприведенные материалы	1	1
с ними	2	5
в этой	4	2
другой стороны	2	4
можем здесь	1	2
также есть	1	2
который его	1	1
и мужчина	1	1
в русском	2	1
когда с	1	1
т е	29	18
если верно	1	1
задач это	1	1
когда она	3	1
в мифах	4	2
царство в	1	1
его с	1	2
умирает мать	1	1
одна сторона	1	1
у эскимосов	1	1
к этому	1	5
вспомним что	2	1
наблюдать следующее	1	1
сказке герой	1	3
в античности	3	4
большой древности	1	1
от нас	1	1
дарит волшебное	1	1
как в	5	7
иной мир	4	6
показывает и	1	1
сказки зулу	2	1
с образом	2	1
и не	11	9
что у	2	3
мы уже	6	5
но вместе	1	1
выше мы	3	2
который он	1	1
таким образом	7	10
вера в	2	1
показывают что	2	2
этого сюжета	2	1
связанные с	1	3
и сказка	1	1
тем что	4	5
и сказкой	1	1
уже в	2	2
или животное	3	1
можно установить	2	1
материал в	2	1
аф или	1	4
орудий с	1	1
такое же	1	4
это и	1	5
имеется одно	1	1
не только	18	15
связь этого	1	1
на другой	2	1
он не	8	7
в основном	2	1
говорит он	1	1
неидругая особенность	1	1
с нашей	1	1
глубокой древности	1	1
смысле этого	2	2
и съеден	1	1
леса и	2	2
дает нам	2	4
все эти	4	3
еще на	1	1
в египетской	1	1
особенно в	1	1
в истории	1	2
в пределах	1	1
рассмотрим сперва	1	2
итак чтобы	1	1
и стали	2	2
есть и	2	2
совершенно ясно	2	2
птиц и	1	2
не бойся	1	1
руки героя	1	1
сказке о	1	3
входа в	3	3
превращаться в	3	1
интересно и	1	1
т д	18	24
неи что	2	1
представления о	5	3
в себе	4	2
и нашли	1	1
и он	1	3
на его	2	3
все как	1	1
в культе	1	1
рода хозяина	1	1
ему волшебную	1	1
к тому	5	1
можно показать	1	2
на основе	1	1
здесь имеется	2	2
был связан	1	1
очередь доходит	1	1
и яга	1	3
живых в	2	1
перед нами	2	3
интересно что	2	4
раньше чем	3	5
на ущербе	1	1
и власть	2	1
в немецкой	2	2
из них	2	2
ничем не	1	1
при рассмотрении	1	1
