2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram
когда они	1	1
в последнее	4	2
все же	4	2
его в	1	6
пиаже вне	1	1
речи и	15	5
том и	1	1
пиаже не	3	1
в собственном	3	1
подобно тому	2	1
для ясности	1	1
у пиаже	3	1
пиаже что	2	1
быть понято	1	1
цели и	1	1
эти факты	1	1
общего с	2	1
даже в	4	1
так точно	2	2
интерес к	1	2
мы имеем	3	4
и к	6	6
быть поставлены	1	2
другого мы	1	1
самое понятие	1	2
процесса образования	1	1
тенденцию к	1	1
равно что	1	1
независимо от	4	3
в наших	1	4
в данной	1	1
в развитии	26	24
он совершается	1	1
это общий	1	1
отчета в	2	1
что при	3	4
нашей гипотезы	1	1
располагаются в	1	1
ребенок делает	1	1
обнаруживает свою	1	4
в исследовании	4	4
так и	8	6
в другой	2	3
что факт	2	1
когда мы	1	6
еще и	1	1
до лет	2	2
за пределы	2	1
у них	2	2
один и	1	1
для логики	1	2
даже самый	1	1
исследования не	2	1
может усвоить	1	1
есть нечто	2	1
в известном	2	1
тем самым	3	8
то что	20	28
но как	1	3
от ребенка	1	2
рассматривается как	3	2
исследования в	1	3
в более	2	1
и от	1	2
из того	4	5
путь объяснения	1	2
имеет в	1	1
возникает вопрос	1	2
не удивительно	4	1
ребенок приходит	1	2
этой ступени	1	1
пиаже склонен	1	1
и понятиями	1	2
самой природой	1	1
об одном	1	2
для развития	1	5
самому своему	1	1
тот факт	1	1
в одном	2	2
изменяется в	1	1
и различные	2	1
в высшей	7	2
языка у	2	2
противоположным тому	1	2
той же	2	4
аутистического мышления	1	1
мышления и	16	7
формальной логики	1	2
иначе говоря	2	3
большую часть	1	1
к которому	6	2
от развития	1	2
значение этого	1	1
прийти к	2	1
связи с	9	3
он овладел	1	2
общее понятие	1	1
ни в	2	1
силу этого	1	1
же точно	1	3
между собой	1	9
и той	2	3
основе ее	1	1
что в	14	17
в руках	1	1
нас в	2	2
является необходимым	2	1
для объяснения	1	2
друг от	2	1
в начале	4	1
что их	1	3
за ним	1	2
пиаже в	8	1
в своей	4	2
как раз	4	6
форм и	1	2
но если	2	4
как возникает	3	1
сказал бы	1	1
друг с	2	5
на первый	1	1
приведенном выше	1	1
в основе	3	3
что можно	3	1
путем от	1	1
с его	4	3
этих двух	2	1
как только	2	2
только это	1	1
мы пытались	1	2
процессе развития	7	1
что она	3	1
все более	1	2
что исследование	1	1
в той	1	4
что если	2	2
зависимости от	6	5
и что	8	6
келер в	1	1
вещи не	1	1
показал что	5	4
ближе к	1	1
опытах над	1	1
потребности в	1	1
выяснить как	1	1
ребенка то	1	1
и все	3	5
по принципу	1	3
содержания и	1	1
мы говорим	1	2
проб и	5	1
ребенок не	2	3
которое мы	3	2
на этот	6	4
в логическом	1	1
и заключается	1	1
детей в	3	1
нашей мысли	1	3
сам пиаже	6	3
бы они	2	1
помощью которого	2	1
в живой	1	1
и о	1	1
видим таким	1	1
что на	2	4
с пиаже	3	1
развитии мышления	5	1
после того	1	1
и значением	3	1
и притом	1	1
что остается	1	1
из которых	3	1
как можно	1	1
это положение	1	1
что эта	6	2
в них	4	3
только не	1	3
каждой новой	1	3
мы приходим	1	1
на одном	2	2
скорее подтверждают	1	1
решение с	1	1
как увидим	2	3
что все	4	5
те же	3	3
между этими	1	4
не то	2	1
действия и	3	3
не может	9	19
могут быть	2	5
с психологической	1	1
центральной проблемы	1	1
из которого	1	2
связано с	1	3
там где	6	7
предметов в	1	3
мы видели	6	8
позволяет нам	1	1
отнюдь не	2	1
ко всем	1	4
к пониманию	1	1
еще до	1	1
сказать что	6	13
не могло	2	2
виде в	1	1
его мысли	4	3
вместе с	6	7
ребенка а	2	1
он должен	2	4
но развитие	1	1
понятие это	1	1
у другого	1	1
в том	33	28
мы знаем	7	4
и который	1	1
относятся к	2	1
отсюда следует	1	1
является то	2	1
в его	2	3
все равно	2	1
верно что	1	2
с развитием	4	6
себе отчета	2	1
на всем	2	1
как они	1	2
что тот	1	1
не существует	3	1
и может	1	1
как при	2	1
приводит к	5	6
от того	2	10
речи в	6	2
о том	9	1
первой стадии	1	1
между тем	1	1
чем он	1	2
моментов в	2	2
утверждая что	1	1
речи как	3	2
на вопрос	4	2
то обстоятельство	1	1
первого слова	1	1
на то	6	4
который мы	1	4
ребенка к	1	1
во всей	5	1
с помощью	5	13
обратимся к	1	1
которая определяет	1	1
понятие о	2	2
среди других	1	1
в сферу	1	3
должны быть	1	1
и наоборот	1	1
что своеобразная	1	1
как мы	6	10
а потому	1	1
однако не	1	1
в детской	1	1
ребенка т.е	1	1
по мере	1	3
рядом друг	1	1
известно что	1	2
может быть	9	13
и можно	2	1
и его	4	3
не можем	3	1
развития в	6	6
его мысль	2	1
в сфере	1	12
с таким	6	1
и обратно	2	4
что как	3	1
только тогда	2	4
развития мы	1	1
в отношении	6	10
ибо она	1	1
эту мысль	1	1
он состоит	1	1
первостепенное значение	1	2
этот раз	1	1
были бы	2	2
своим источником	1	1
речью в	2	1
вовсе не	6	1
она не	1	2
и возникает	1	2
для всей	2	3
себе мы	1	1
есть не	1	1
процессы развития	1	2
ребенка не	5	4
этих результатов	1	1
к установлению	3	3
это как	1	1
ответить на	1	1
в виде	1	1
в тех	1	1
операция как	1	1
с тем	1	5
на развитие	1	5
это есть	2	3
в случаях	1	1
ребенка эта	1	1
я не	1	4
над другим	1	2
переход к	1	3
обратиться к	1	1
за собой	2	3
который в	4	1
из этого	1	2
только один	1	1
том смысле	1	2
же именно	1	1
детской речи	19	5
мысли с	4	2
той или	2	1
стоит ближе	1	1
бы в	1	3
так называемое	1	1
равным образом	1	1
его развитие	1	1
действительности но	1	1
показать на	1	1
которая является	1	2
его исследования	1	1
к которой	1	2
в мышлении	2	6
эти два	1	1
пункт в	2	1
отличие от	3	1
его к	2	1
сравнению с	5	14
тот же	7	1
речью и	5	1
последнее время	5	2
и самое	1	1
снова должны	1	1
и других	2	7
одном и	1	3
как он	6	1
особенности детского	3	1
уже сказано	3	1
нами сейчас	1	1
мы встречаемся	1	1
связаны между	1	1
но до	1	1
что здесь	2	1
нас к	2	4
в частности	6	4
в первый	2	1
взаимная зависимость	1	2
мы примем	1	1
показывает что	1	7
на этой	2	5
всякий раз	2	3
ответ на	1	1
и даже	5	1
может не	1	1
развитием мышления	1	1
движется в	1	1
со взрослым	1	1
и тем	2	5
в игру	1	1
того чтобы	12	10
и при	1	1
во внимание	1	2
в своих	1	3
вывод который	1	1
только в	4	18
появляется в	1	1
мышление ребенка	7	1
что то	1	3
другой стороны	1	2
удивительно поэтому	4	1
в этой	6	5
это решение	1	1
из тех	3	1
роли в	2	1
отношению к	5	10
автономной детской	1	3
в психологическом	1	1
если верно	1	2
что уже	1	2
их развития	1	5
к выводу	6	1
совершенно особую	1	2
бы что	2	1
то и	1	1
эта проблема	5	1
что еще	1	1
которые он	2	2
мысль ребенка	3	1
мысли взрослого	1	1
к этому	4	1
ребенок никогда	1	1
видеть в	1	1
мышления но	2	2
точку приложения	1	1
ход развития	2	3
как в	4	3
от этого	2	3
и не	7	11
что у	3	2
но вместе	1	1
мы уже	6	2
пиаже является	4	1
лежит в	3	3
никакого принципиального	1	1
и вообще	2	2
таким образом	14	18
тем более	3	1
совершенно понятно	1	1
в известных	1	1
ребенка от	2	3
детской мысли	7	11
ребенка оба	1	1
связанные с	1	3
тогда когда	5	6
развитие из	1	2
ребенка и	4	2
весь ход	1	1
одно и	1	1
имеет свою	2	1
в системе	1	3
тем что	2	8
интеллектуальных операций	2	1
по самому	1	2
это и	1	3
т.е как	1	1
и мышления	3	1
тенденции к	2	1
не только	15	16
по аналогии	1	1
на другой	1	1
он не	7	7
для его	1	1
письменную речь	1	1
смысле этого	3	1
что каждая	2	1
к верному	1	1
ином более	1	1
ребенка в	10	8
в самых	1	1
все эти	3	2
важным симптомом	1	1
но у	1	1
для всего	2	1
развитии и	1	3
в данном	3	2
что всякое	1	2
факта что	1	1
ребенка это	3	2
в пределах	1	5
к анализу	1	3
в истории	6	1
что наша	1	1
рядом с	1	1
слова в	1	1
и переход	1	1
два момента	1	1
с самого	1	7
в их	2	3
и ошибок	5	1
не играют	1	2
моментом в	1	2
аналогии с	1	1
о двух	1	1
можем установить	1	1
что является	1	1
из области	1	2
не видит	1	2
в себе	2	4
между ними	1	7
с той	1	1
на примере	1	3
определяет всю	1	1
и он	1	1
является основным	1	1
как идет	1	1
как на	1	3
и теоретически	1	2
психологических функций	1	1
в ход	1	1
как известно	6	7
мышления не	1	3
к тому	7	10
с их	2	1
х и	1	1
ребенка он	1	1
на основе	7	4
