3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram
дело так что	1	1
не только в	4	5
мы выделим только	1	1
можно было бы	3	1
то что она	1	1
на три года	2	1
то же можно	1	1
об этом очень	1	1
о том что	2	5
в другой сказке	1	1
вместе с тем	5	1
еще не все	1	3
и может быть	2	1
в этом случае	5	1
итак и здесь	2	1
уже очень рано	2	1
образом мы видим	1	2
в обряде и	1	1
неи все это	1	1
до наших дней	1	1
у других народов	1	1
а то не	2	1
дело не в	2	3
герой уходит на	1	1
как в сказке	1	1
вот несколько случаев	1	1
сих пор мы	2	1
так как это	1	1
в мифе о	1	1
мы знаем об	1	1
того родового объединения	1	1
здесь мы видим	2	1
и др все	1	1
обряде инициации в	1	1
как видно будет	1	1
в сказке в	1	1
ж ст в	2	1
герой все это	1	2
мы видели что	1	1
тех случаях когда	1	3
только после этого	1	1
мы имеем в	5	4
как мы увидим	1	1
мертвые не видят	1	1
в зависимости от	1	1
в тридесятое царство	3	3
в заупокойном культе	1	1
но и в	2	2
в лесном доме	1	1
здесь мальчик научается	1	1
аф и т	1	1
и в сказке	2	6
при посвящении в	1	1
передавался по наследству	1	1
не все ясно	1	2
она дает ему	1	1
при вступлении в	1	1
мы видим и	1	3
т д то	1	1
здесь можно усмотреть	1	1
и здесь мы	1	2
выделим только одну	1	1
и другие исследователи	1	1
в том что	5	4
т д но	2	1
но если предположить	1	1
но это не	1	2
имеет право на	1	1
этого не может	1	1
неидо сих пор	1	1
как женщина она	1	1
такой случай мы	1	1
в иное царство	4	1
уже знаем что	2	2
тем не менее	1	4
в русской сказке	5	5
в таких случаях	2	1
мере того как	2	1
показывает что он	1	3
главе о помощниках	1	1
в связи с	4	1
есть случаи когда	1	1
так же как	4	4
дело происходит иначе	1	1
мы увидим ниже	4	1
не видят мертвых	1	1
в эту ночь	1	1
этого мотива с	1	1
по отношению к	3	1
с другой стороны	2	8
и когда он	1	1
не видят живых	1	1
за собой смерть	1	1
по его мнению	1	1
только тот кто	1	1
в тех случаях	1	4
что и здесь	1	3
в сказке о	1	1
необходимо указать что	1	1
но все эти	1	1
в котором живет	1	1
долганский фольклор неи	2	1
если предположить что	2	1
в другой версии	1	1
связь героя с	1	1
эти случаи показывают	1	1
в этих случаях	8	10
но все же	4	2
мы можем наблюдать	1	1
более поздние случаи	1	1
с этой стороны	1	3
что у него	1	4
мы здесь имеем	3	2
всех этих случаях	2	6
во всех этих	2	6
но так как	1	1
д и наконец	1	1
с одной стороны	3	4
и герой должен	1	2
в этой связи	1	1
мы увидим что	3	2
т е в	1	2
точно так же	6	2
помощник передавался по	1	1
в сказке герой	1	1
мы знаем что	10	1
не просто как	1	1
одной из версий	1	3
что он на	1	1
он делает это	1	1
что мы знаем	1	1
в другом месте	2	1
таким образом мы	1	2
в русских сказках	2	2
видно будет ниже	1	1
здесь нет необходимости	2	1
одной стороны она	1	1
до сих пор	6	2
так что он	1	1
герой иногда возвращается	1	1
происходит в обстановке	1	1
к заключению что	1	1
на вопрос о	1	1
в главе о	1	1
то же происходит	2	1
очень много но	2	1
случай мы имеем	2	3
мы не можем	1	2
почти никогда не	1	1
что под этим	1	1
после того как	2	2
но уже в	1	1
в заупокойных текстах	1	1
но по мере	2	1
т е с	1	1
совершенно то же	1	2
и есть момент	1	1
народов у которых	1	1
выше мы видели	1	1
что он не	4	1
поможет нам понять	2	1
знаем что мифы	1	1
для наших целей	2	1
живые не видят	1	1
что эти задачи	1	1
не только у	1	1
отца к сыну	1	3
в сказках о	2	1
в сказках типа	2	1
задавание трудных задач	1	1
далеко еще не	1	1
не в этом	1	1
в одной из	1	2
не в состоянии	1	1
но есть еще	1	1
и другие авторы	1	1
т е мы	1	1
в том мире	1	1
по мере того	2	1
таких случаев можно	4	1
нет необходимости повторять	1	1
и в русской	1	2
встречается не только	1	2
ни один из	1	1
это значит что	1	1
было бы проследить	1	1
не может быть	2	3
мы уже знаем	3	3
другой стороны с	1	2
выше указывалось что	1	1
не вяжется с	1	1
интересный случай мы	1	1
в пермской сказке	2	1
дело не только	1	1
он приходит в	1	1
здесь вспоминается и	1	1
но дело не	1	1
по женской линии	1	1
не только на	1	1
о том как	1	1
и т д	18	16
приобретает власть над	1	1
в некоторых случаях	2	1
мы видим что	5	3
и здесь нет	2	1
в связи со	1	1
один из них	1	1
то что он	1	1
в иной мир	4	1
что в сказке	1	2
представления о том	1	1
ничего не говорится	1	1
надо сказать что	1	1
т д и	2	1
то это значит	1	1
