3gram	Potebnia_Myslijsyk_partition_part3_wordlist_3gram	Potebnia_Myslijsyk_partition_part4_wordlist_3gram
все то что	1	1
в слове и	1	5
силу того что	1	1
и проч и	3	1
приведенном выше примере	1	1
вместе непонимание всякое	1	1
в том чтобы	1	2
но язык не	1	1
для того чтобы	4	3
о том что	5	1
на то что	4	1
представления и понятия	1	2
не подлежит сомнению	1	1
перестает быть собою	1	1
на самом деле	3	1
не только не	3	2
как и в	1	2
слов в которых	1	1
от чувственного образа	1	1
по своему влиянию	1	1
в этом слове	4	1
что и в	2	3
одним и тем	1	3
так что в	1	1
от того что	3	5
могли бы быть	1	1
в том смысле	2	3
не заботясь о	1	1
и в слове	1	2
следует сказать о	1	1
то это восприятие	1	1
для нас в	1	1
с этим последним	2	1
в том что	7	16
другой значило бы	1	1
душевной жизни то	1	1
глядя на доску	2	1
равно как и	2	1
из одного корня	1	1
все эти признаки	1	1
если я говорю	1	1
тем самым мы	1	1
свечи не дробится	1	1
первое слово есть	1	1
мы старались показать	1	1
мы можем предположить	1	1
до тех пор	6	1
не может стать	1	1
значило бы перестать	1	1
чувственный образ и	1	4
в мыслях вместе	1	1
или лучше сказать	1	2
царя трояна козьи	1	1
с течением времени	2	1
но тем не	2	2
в то же	3	5
что в то	1	3
трояна козьи уши	2	1
непосредственно примыкает к	2	1
то же следует	1	1
что этот образ	1	1
в котором нет	1	1
настоящего времени и	1	1
течение нашей мысли	1	1
в живой речи	1	2
в таком случае	2	2
то же что	1	4
ни действия ни	1	1
то тем самым	1	3
потому что хотя	3	1
в этом одном	1	1
мы не можем	3	2
после того как	2	1
не заключает в	1	2
тем а не	1	1
мысли говорящего и	1	2
в себе противоречие	1	1
тем самым и	1	1
рано или поздно	2	1
тому одному что	1	1
и чем более	1	1
в обыкновенном смысле	1	1
ни был этот	1	1
заметить что в	1	1
одна и та	1	1
для него вовсе	1	1
слово есть уже	1	1
что первое слово	1	2
то время когда	1	1
а не другое	1	1
само по себе	5	3
в ряду других	3	1
восприятием и вообще	1	1
сами по себе	2	1
заключается в том	1	1
если бы в	1	1
человека и все	1	1
случае если бы	1	1
и проч а	1	1
из двух слов	1	2
этот образ сам	1	1
а не как	1	1
на каждом шагу	1	1
слова от мысли	1	1
что внесено в	1	1
средство развития мысли	1	1
в понимающем что	1	1
быть не может	1	1
том смысле в	1	1
лишь тогда когда	3	1
из сказанного ясно	1	1
не имеет для	1	1
точно таким образом	1	1
для меня то	2	2
лишь в том	1	1
потому что не	1	3
же следует сказать	1	1
в одном пункте	1	1
связи с другими	1	1
есть для меня	4	2
отсюда видно что	1	1
то же время	3	5
при этом следует	1	1
в слове а	2	1
точно так как	1	6
может быть назван	3	1
уже есть в	1	1
с ними в	1	1
в свою очередь	1	3
по отношению к	8	5
с другой стороны	1	4
таким образом в	1	1
случае когда мы	1	1
в приведенном выше	1	1
можем заметить что	1	1
оно не есть	1	1
те же что	1	1
предмет сам по	1	1
в эту минуту	1	1
того и другого	1	1
то для меня	1	1
было в сознании	1	1
чувственного образа и	1	1
и сделал его	1	1
в языке и	3	1
единственно потому что	1	1
может быть не	1	1
слово есть средство	1	1
своей точки зрения	1	1
том смысле что	1	1
и той же	1	2
в том виде	1	1
а тем более	1	1
lazarus т с	2	1
языке и поэзии	1	1
не глядя на	2	1
же время и	1	1
так или иначе	2	1
и тем же	1	3
в этом настроении	1	1
и что только	1	2
в первый раз	1	1
с которой оно	1	1
сказанного ясно что	1	1
существующие независимо от	1	1
в нас самих	1	1
образ сам по	1	1
в голову по	1	1
подобно тому как	2	2
апперцепция в слове	1	1
форма в которой	1	2
своему влиянию на	1	1
есть вместе непонимание	1	1
у царя трояна	1	2
а может быть	1	1
из виду что	1	1
в том случае	3	1
без моего ведома	1	1
и т д	3	3
и без сомнения	1	2
что слово имеет	1	1
не все равно	1	1
в поэтическом произведении	1	1
понимание есть вместе	1	1
том что как	1	1
что язык есть	3	1
и то что	4	1
было бы невозможно	1	1
что только в	1	2
в одном слове	1	1
друг от друга	1	1
потому что в	3	1
мысли а не	1	1
человека только под	1	1
что чувственный образ	3	1
уже при самом	1	1
к тому что	1	2
только после того	1	1
говоря словами гумбольдта	1	1
так как при	1	1
результат научного анализа	1	1
фона на котором	1	1
одной и той	1	2
заботясь о том	1	1
человеческой мысли не	1	1
мы не знаем	1	2
там же с	2	6
может быть названо	1	1
крайней мере если	1	1
и в таком	1	1
и т п	4	2
тем и другим	3	1
не думая о	1	1
мере того как	4	3
относящееся сюда место	1	1
в разной мере	1	1
по крайней мере	5	5
и значением форма	1	1
всякое согласие в	1	1
и другому в	1	1
и та и	1	1
сам по себе	4	5
может быть объяснено	1	1
а между тем	4	2
как в виде	1	1
т с не	1	1
мы тем самым	1	1
по себе независимо	1	2
разница только в	1	1
от всего остального	1	1
вместе с этим	2	2
и многие другие	1	1
приведем относящееся сюда	1	1
и потому мы	1	1
значение языка для	1	1
перед собою доску	1	1
но это последнее	1	1
с одной стороны	1	3
в этом отношении	1	2
обыкновенном смысле этого	1	1
мыслях вместе несогласие	1	1
есть для нас	1	2
только потому что	2	2
почти то же	1	2
можно думать что	2	2
смысле в каком	1	2
в силу того	1	1
только до тех	1	1
примыкает к звуку	1	1
было бы совершенно	1	1
слове мы различаем	1	1
а не другим	1	2
то что я	7	2
забвения внутренней формы	1	1
по тому одному	1	1
то же выйдет	1	1
и в самом	1	2
один и тот	2	1
только в том	2	3
в слове мы	1	1
по мере того	4	3
согласие в мыслях	1	1
до такой степени	5	1
или что то	1	1
а в том	2	5
пламя свечи не	1	1
графически это можно	1	1
и та же	1	1
не может быть	5	3
не в том	2	5
та и другая	1	1
проч но не	1	1
что то же	1	1
потому что мы	2	2
уже готовую мысль	1	1
заключает в себе	8	5
то есть не	1	4
в звуке и	1	1
не вдаваясь в	1	1
имеет для него	3	2
не могут быть	2	2
что происходит в	1	1
вместе с тем	3	4
тогда когда предшествующие	1	1
находиться под влиянием	1	1
между тем и	3	1
таким образом что	2	1
то и другое	2	1
даже тогда когда	1	1
но несомненно что	1	1
с другими словами	2	1
что у царя	1	1
и трудно определить	1	1
в свое время	1	1
выражать уже готовую	1	1
на первый взгляд	1	1
воспламеняются свои газы	1	1
но и в	1	4
по тому что	1	1
в связь с	1	1
нечто такое что	1	1
в то время	1	4
и говорить о	1	1
язык есть средство	1	2
могут быть даны	1	1
если бы слово	1	1
таким образом язык	1	1
внутренней формы есть	1	1
разве только тогда	1	1
тем не менее	4	3
в том же	2	2
что все эти	1	1
и проч но	2	1
бы ни был	1	1
смысле этого слова	1	7
в данном случае	2	1
можно видеть из	1	1
носит на себе	1	1
и то и	1	1
можно сказать что	4	2
и тот же	2	1
всякое понимание есть	1	1
поэзии и прозе	1	1
со всех сторон	1	1
а не в	1	1
будет понятно если	2	1
себе независимо от	1	2
это было бы	1	1
меня то что	1	2
до сих пор	4	3
ничего общего с	1	1
если бы мы	1	1
именно в том	1	2
как бы ни	1	2
может быть только	1	3
действия ни качества	1	1
носит в себе	1	1
в одно целое	1	1
что я представляю	2	2
с тем и	2	2
представим себе что	1	1
том случае когда	1	1
только под условием	3	1
новое восприятие через	1	1
бы перестать быть	1	1
непонимание всякое согласие	1	1
в общих чертах	2	1
то же самое	4	1
есть то что	2	1
и все что	1	1
к одной и	1	1
иначе как в	1	1
живой речи есть	1	1
потому что всякое	1	1
humboldt т с	1	14
и таким образом	3	1
только одно слово	1	1
много признаков из	1	1
в наших языках	1	1
и в том	2	2
того что мы	1	2
только тогда когда	4	7
уже по тому	1	1
предложения иначе как	1	1
и стало быть	1	1
