3gram	Losev_DialektikaMifa_partition_part4_wordlist_3gram	Losev_DialektikaMifa_partition_part1_wordlist_3gram
ощущаемая и творимая	1	1
из того что	1	1
рассматриваемый с точки	1	2
о мифе и	1	1
конечно прежде всего	1	1
это не выдумка	1	1
имеет никакого отношения	1	2
необходимая категория сознания	1	1
к отвлеченной идее	1	1
мы заговорили о	1	1
не есть ни	6	9
ничего не говорит	4	4
т е не	1	2
мы имеем тут	1	1
образ не есть	1	1
что в данном	1	1
уже не есть	1	1
что она есть	1	4
не говорит ни	2	1
той или другой	4	3
ни аллегория но	1	1
не есть сама	1	1
на то что	4	3
о том что	2	1
утверждаю что это	1	1
для того чтобы	1	5
мы можем сказать	2	1
мы имеем дело	1	1
что иное как	1	8
выдумка или фикция	1	1
не есть бытие	2	1
диалектически необходимая категория	1	1
а не только	1	1
ничего не имеет	1	1
в виду что	1	1
или нет –	1	2
это-то и есть	1	1
кто же не	1	1
это и есть	2	4
хотя в силу	1	1
есть бытие идеальное	2	1
друг от друга	1	1
и тем не	1	1
в основе новоевропейской	1	1
ни в коем	1	2
что миф не	1	3
самого по себе	2	1
– один из	1	1
в мифе о	1	1
должны сказать что	1	1
то и другое	2	2
не есть наука	1	1
миф же есть	1	1
не есть выдумка	1	1
той или иной	3	1
ни на что	2	2
и в то	2	2
к нему т	1	1
хода явлений и	1	1
на самом же	1	1
не выдумка а	1	2
этом смысле есть	1	1
но ясно что	1	1
в отношении к	1	1
ничего общего с	3	2
есть метафизическое построение	2	1
и в этом	3	3
по себе а	2	1
вовсе не есть	1	1
не наука и	1	1
это значило бы	1	1
тех или других	2	3
и есть мифология	1	1
в коем случае	1	2
отвлеченная идея и	1	1
одной и той	1	3
и бытия вообще	1	1
сказать что миф	1	1
почему? потому что	1	1
спорить об этом	1	1
по сравнению с	2	2
которая хотя и	1	1
и в частности	2	2
оборотничество и вообще	1	1
жизненно ощущаемая и	1	1
и вовсе не	1	1
вместе с ним	1	1
не что иное	1	8
нет – это	1	1
мифология содержит в	1	1
что это есть	1	3
что не есть	2	1
ни земли ни	1	1
имеет ничего общего	3	2
в том что	7	9
он всегда есть	1	1
т д но	2	1
но это не	1	1
– не есть	1	1
ничего общего не	1	2
мифы связанные с	1	1
сказать что в	1	1
себе свою собственную	1	1
что миф есть	3	2
то же время	4	6
и не в	1	1
мир не имеет	1	1
не имеет общего	1	1
имеется в виду	1	3
и творимая вещественная	1	1
в каком смысле	1	1
случае не есть	2	2
того или другого	1	2
т е о	2	3
если бы мы	1	1
значило бы что	1	1
свой смысл и	1	1
тем не менее	1	2
что это не	1	1
а стало быть	1	2
есть прежде всего	1	3
содержащая в себе	1	1
схема ни аллегория	2	1
в связи с	1	1
ясно что это	1	3
иметь в виду	3	2
нет ровно никакого	1	1
между мифологией и	1	2
по крайней мере	4	7
но для этого	1	1
становится ясным что	1	1
с другой стороны	4	1
ни в каком	8	4
в данный момент	1	2
сам по себе	6	2
еще ничего не	1	2
связи с этим	1	1
не имеет никакого	3	2
не имеет ничего	3	2
также на то	1	1
т д в	1	1
никогда и не	1	1
сознания и бытия	1	2
так что уже	1	1
мы хотим вскрыть	1	1
ничего не говорят	1	3
надо прибавить что	1	1
в первую голову	1	1
мифология лежащая в	1	1
отношении к нему	1	1
по себе мифическое	1	1
же это и	1	1
являющаяся в то	1	1
можем сказать что	2	1
что в мифе	1	1
т е прежде	4	1
но все же	1	1
между искусством и	1	2
я мог бы	2	1
аллегория но символ	1	1
того и другого	1	1
мы сказали что	1	1
есть не что	1	5
– самое реальное	1	1
не есть религия	1	2
с ними как	1	1
мы можем считать	1	1
не есть только	1	1
только тогда если	1	1
и то и	2	1
я не могу	1	1
можно сказать что	3	1
может и не	2	1
но никак не	1	1
миф сам по	2	1
не было бы	2	1
отвлеченная идея вещи	1	1
в нем нет	3	1
индийская египетская греческая	1	1
или по крайней	2	3
смысл и свое	1	1
в то же	4	6
я утверждаю что	4	4
разную степень иерархийности	1	1
каждого данного мифа	1	1
если мы будем	1	1
ни схема ни	2	1
совершенно не зависит	1	1
точно так же	2	2
и можно сказать	1	2
синтез двух планов	1	1
только потому что	3	1
нему т е	1	1
нем нет ровно	1	1
то в чем	2	1
в каком случае	4	1
мифе как таковом	1	1
не просто как	2	1
можно говорить о	1	1
для мифического субъекта	1	2
категория сознания и	1	1
и той же	1	3
идеального и реального	1	1
вполне убежден в	1	1
не говорит об	1	1
не будучи в	1	1
это не мешает	1	1
это не есть	1	4
друг другу как	2	1
как в таковой	1	1
не значит что	3	1
вещественная реальность и	1	1
будучи в состоянии	1	1
д все это	1	1
нет ровно ничего	2	1
не является ли	1	1
по себе не	5	1
это было бы	1	1
мифологию так как	1	1
не есть метафизическое	2	1
сама по себе	8	5
обычного хода явлений	1	1
мифического сознания и	2	1
этому надо прибавить	1	1
только мы заговорили	1	1
все это –	1	4
так или иначе	1	1
что мифология не	1	1
очень много но	1	1
не есть просто	1	3
чтобы тем самым	1	1
в себе свою	1	1
дело в том	1	1
с точки зрения	12	9
и по сравнению	1	1
и само по	1	1
творимая вещественная реальность	1	1
то что я	2	1
хотя бы в	1	1
то или иное	2	3
всегда так или	1	1
это и значит	1	1
стало быть и	1	1
а именно в	1	1
тех или иных	1	1
другой стороны в	1	1
идея и не	1	1
в этом смысле	3	4
не есть мифология	1	1
е прежде всего	4	1
в чем же	1	2
не сама по	1	1
содержит в себе	3	1
метафизическое построение но	1	1
самые основные и	1	1
же может быть	2	1
отрешенной от обычного	1	1
есть ни схема	2	1
имеет общего с	2	1
было бы равносильно	1	1
все реальное и	1	2
и – мы	2	1
есть выдумка или	1	1
что он есть	1	4
ровно ничего не	3	6
но в то	1	2
коем случае не	1	2
блудница на водах	1	1
стало быть в	1	3
ни в чем	2	1
не говорят о	1	1
в конце концов	3	1
каком случае нельзя	1	1
есть то что	1	5
– все это	2	1
и ни в	2	1
как смысл и	1	1
и есть то	1	1
несмотря также на	1	1
та или иная	3	2
себе мифическое сознание	1	1
никакого отношения к	1	2
но также и	1	1
и жизни и	1	1
это не имеет	1	1
и даже не	2	1
одна и та	2	1
что если бы	1	1
что это –	2	1
логически т е	1	1
это значит что	9	7
ведь во всяком	1	1
природы ничего не	1	1
с какой стороны	4	1
все же это	1	1
и та же	2	1
теперь мы должны	1	1
не может быть	3	6
не в том	1	4
и заставляло многих	1	1
и пр –	1	1
самом же деле	1	1
само по себе	5	4
и значит что	1	1
что одна и	1	1
ничто не мешает	2	1
говорит ни о	2	1
д и т	2	2
с той или	2	1
и т д	19	15
ни с какой	4	1
миф и религия	1	1
по смыслу своему	1	2
та же самая	1	1
или иная степень	1	1
в чем не	1	1
религия не есть	1	1
и об его	2	1
бытие идеальное но	1	1
