4gram	Vinokur_StatiiOPushkine_partition_part3_wordlist_4gram	Vinokur_StatiiOPushkine_partition_part2_wordlist_4gram
заключается в том что	1	2
в том смысле что	1	1
воспоминания в царском селе	1	1
на то что в	1	1
раньше чем борис годунов	1	1
не обратить внимания на	1	1
есть первый наш историк	1	1
о том что он	3	1
он с самого начала	1	1
печатном издании бориса годунова	1	1
академического издания сочинений пушкина	1	1
том что борис годунов	3	1
своею иноческою простотою дают	1	1
пушкин говорит что он	1	2
в начале xix века	1	3
нравственные его размышления своею	1	1
историк а как политик	1	1
простотою дают его повествованию	1	1
того как трагедия была	1	1
его размышления своею иноческою	1	1
в сцене в келье	1	1
между царской властью и	1	1
карамзин есть первый наш	1	1
работы над борисом годуновым	3	2
дело не в том	1	1
о том что пушкин	1	1
не в том что	1	1
краков дом вишневецкого где	1	1
в словаре академии российской	2	1
борис годунов и александр	1	1
в прямом смысле слова	1	1
еще до того как	2	1
что в борисе годунове	2	2
говорит о том что	1	1
период работы над борисом	1	1
и т п в	1	1
не говоря уже о	1	1
в одном из писем	2	1
дают его повествованию всю	1	1
о феодализме о роли	1	1
наш историк и последний	1	1
иноческою простотою дают его	1	1
в то же время	1	3
над борисом годуновым пушкин	1	2
в языке бориса годунова	2	5
размышления своею иноческою простотою	1	1
в борисе годунове также	1	1
между царем и боярством	1	1
первый наш историк и	1	1
между борисом годуновым и	1	1
с тем что в	1	1
сцен в борисе годунове	1	1
можно судить по тому	1	1
то обстоятельство что в	1	1
мотивы в борисе годунове	1	1
если принять во внимание	2	1
русская драматическая литература в	1	1
до того как трагедия	1	1
между царем и народом	2	1
бориса годунова все эти	1	1
пушкин в борисе годунове	1	5
о том что борис	3	1
при создании бориса годунова	1	1
не как историк а	1	1
феодализме о роли дворянства	1	1
в печатном издании бориса	1	1
в период работы над	1	1
в борисе годунове и	2	1
историк и последний летописец	1	1
обращает на себя внимание	2	1
как историк а как	1	1
