3gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_3gram
не только в	1	2
на кавказе и	3	1
то ни было	1	3
одному тому что	1	1
пока только еще	1	1
можно было бы	1	3
у нас и	2	1
во всяком случае	2	6
но еще и	1	1
также и то	2	4
для того чтобы	2	1
совершенно никак не	1	1
необходимо сказать что	4	2
о том что	9	3
на то что	2	1
личной и общественной	1	1
тоже представляет собою	1	1
и то что	3	7
этой точки зрения	1	2
что иное как	3	4
начала до конца	1	1
это уже не	2	2
мы должны сказать	1	3
если не считать	1	1
на самом деле	1	2
не менее в	1	1
это и есть	1	1
как раз и	1	4
а еще и	1	1
потому что они	2	2
никак не может	2	2
обратить внимание на	3	1
в результате этого	1	1
должны сказать что	1	3
а вовсе не	1	2
то и другое	2	1
и потому что	1	1
той или иной	1	8
таким образом если	1	1
мы могли бы	1	3
мы находим у	1	1
одним и тем	1	1
тот факт что	1	1
то есть с	1	2
по себе а	1	3
и в этом	1	6
и в его	1	3
в том смысле	1	3
от того что	1	1
со всей его	1	1
на первый взгляд	1	2
не просто о	1	1
точки зрения в	1	1
чем иным как	2	1
но и в	2	2
то обстоятельство что	1	1
и в частности	3	2
не что иное	3	4
по одному тому	1	1
в том что	8	9
в то время	3	4
но это не	1	1
имеет некоторого рода	1	1
смысле слова но	1	1
еще и потому	1	1
ничего общего не	1	1
и все же	1	1
и не в	2	1
имеется в виду	1	4
нам представляется что	1	1
хотя и не	1	2
которая может быть	1	1
да и то	1	2
тем не менее	5	10
только тем что	1	1
доходит до того	1	1
но даже и	2	4
и как бы	1	2
в связи с	7	7
по крайней мере	4	5
равно как и	2	1
то есть в	1	3
бы то ни	2	4
с другой стороны	5	5
сам по себе	1	6
никогда и не	1	1
когда он сначала	1	1
от этого брака	1	1
до некоторой степени	4	1
мы находим в	2	2
с большим трудом	1	1
том что он	2	1
в бесконечный ряд	2	7
уже не просто	1	1
вовсе не в	1	2
в нем не	1	1
в те времена	2	1
в данном случае	2	7
что здесь является	1	1
то есть символом	1	1
бросается в глаза	1	1
то ни стало	1	1
то что и	1	1
как и вообще	1	1
то есть он	1	2
он вовсе не	1	1
и то и	1	1
так и в	1	1
же в конце	1	1
можно сказать что	3	2
с одной стороны	3	1
который мы выше	1	1
или по крайней	1	4
в то же	1	4
все же не	3	1
только в связи	1	1
к тому же	1	1
уже не в	1	1
если мы будем	1	1
точно так же	3	3
порождает из себя	1	1
только потому что	1	2
все эти мифологические	1	1
как некоторого рода	1	1
тут же оказывается	1	1
в виду не	1	1
том смысле что	1	3
и никогда не	2	1
в самом деле	1	1
потому что он	2	4
хотя и в	1	1
тех или иных	2	4
что бы то	1	1
до сих пор	2	2
сама по себе	1	8
уже по одному	1	1
в таком случае	2	4
так или иначе	1	1
можно ли в	1	1
дело в том	2	3
с точки зрения	8	2
в этом стихотворении	2	2
то или иное	1	2
и тем же	1	1
только о том	1	2
дня и ночи	1	1
такого же рода	2	2
потому что оно	1	1
сказать что здесь	1	1
содержит в себе	1	3
что у человека	1	2
тому что в	1	1
ни о каком	1	2
как будто бы	3	3
и состоит из	1	1
вовсе и не	1	1
необходимо обратить внимание	1	1
не просто художественное	1	1
образом как и	1	1
остается на месте	1	1
ни в чем	1	2
остается для нас	1	1
в конце концов	6	3
но и о	2	1
крайней мере в	1	1
то время как	3	4
том что и	1	1
здесь перед нами	1	2
это возможно было	1	1
здесь не в	1	3
в настоящее время	3	2
ли в таком	1	1
во что бы	1	1
только и состоит	1	1
с начала до	1	1
указывает на то	1	1
с этой точки	1	1
не может быть	2	5
не чем иным	2	1
не то чтобы	1	1
для нас не	2	3
то есть на	1	1
общего не имеет	1	1
о том как	1	2
другой стороны это	1	1
и т д	1	13
если не прямо	2	1
все такого рода	1	2
ту или иную	1	1
в чем не	1	2
а именно что	1	1
только тогда когда	3	1
в понятии символа	1	1
нет совершенно ничего	1	1
связи с теми	1	1
мы находим и	2	1
в сравнении с	3	2
