2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram
свою силу	1	2
т.е от	1	1
все же	3	5
его в	2	6
приводят нас	1	1
самой природе	2	1
по нашему	1	2
неспонтанных в	1	1
его развитии	1	2
различных предметов	1	1
подобно тому	4	2
что развитие	8	6
есть функция	1	1
тесно связанные	1	1
тех и	1	4
в развитии	28	25
которое он	1	1
иначе как	2	2
нашего исследования	1	4
не является	5	5
самых существенных	2	1
в известном	8	2
то что	26	15
более ранней	1	1
с понятием	1	1
для развития	6	2
все его	1	1
появляется у	1	1
тому же	2	6
или на	1	1
на отдельные	2	1
мышления и	4	14
переносятся в	1	1
связи с	3	3
в определенной	2	1
из двух	1	1
и которые	1	2
кто не	1	1
и той	1	4
между собой	13	5
то время	4	1
согласно которой	1	2
психологической природы	2	1
он является	1	1
пиаже в	3	1
уже и	1	2
которые являются	2	1
на первый	1	4
что можно	1	1
с понятиями	1	2
проблемой обучения	1	1
совершенно иначе	1	1
особенностей детской	2	2
этом случае	3	3
определенной системы	1	1
все более	1	2
не путем	1	1
мы говорим	2	1
операции с	1	1
из которых	3	1
вопросе о	1	2
только начинается	2	1
общие понятия	1	1
не есть	4	2
те же	2	6
ребенка тем	1	1
могут быть	4	7
этом вопросе	2	2
сознания и	2	1
понятия по	1	1
отдельного понятия	1	1
явлений но	1	1
проблемы обучения	5	2
в его	11	11
все равно	2	1
является общим	1	2
прежде чем	1	1
и другим	2	1
и может	3	1
понятий т.е	1	1
повторяет в	1	1
является основной	1	1
сторонами одного	1	1
уже о	1	1
понятие о	1	2
он протекает	1	1
по мере	2	4
к которым	2	2
понятий совершенно	1	1
слова или	1	1
пиаже по	1	1
убеждает нас	1	2
между двумя	3	2
момент когда	2	2
обоими процессами	3	1
готовом виде	1	5
из этого	2	1
образом что	2	4
бы в	4	3
участвующих в	2	1
данного предмета	1	1
сравнению с	5	3
иначе чем	1	3
на высшую	5	2
уже сказано	1	4
их психологической	1	1
понятий является	1	3
как процесс	3	1
так сказать	1	1
другой стороны	2	9
мысли он	1	1
отношению к	12	1
что уже	1	2
к выводу	1	2
обычно происходит	1	1
то и	2	1
к этому	3	4
развитии понятий	1	2
при произнесении	1	2
сохраняет свою	1	1
но для	1	2
характера мы	1	1
ход развития	1	6
нас проблемы	1	2
