4gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_4gram
заключается в том что	6	4
типа и рода что	1	1
что каждая вещь имеет	1	1
ступень в развитии мышления	3	1
психологически внутренней раньше чем	1	1
что мы знаем о	2	2
что мы не знаем	1	1
в том числе и	1	3
интеллектуальной и речевой деятельности	1	1
долгое время является для	1	1
бы с точностью отметить	1	1
от внешней к внутренней	1	2
то ни было рода	1	1
и их ассоциациями а	1	1
состоит в том что	3	3
ребенка в собственном смысле	1	1
в зависимости от этого	2	2
быть может первым общим	1	1
общим понятием ребенка с	1	1
функциональных и структурных изменений	1	1
ни было рода принадлежало	1	1
в развитии мышления ребенка	2	1
мышления и речи в	2	1
принципиально иное чем простое	1	1
речь эгоцентрическая речь внутренняя	1	1
предмету какого бы то	1	1
в связи с этим	1	1
мы знаем о развитии	1	1
открытия секунду которого можно	1	1
их ассоциациями а требование	1	1
чтобы каждому предмету какого	1	1
собственном смысле слова понимание	1	1
мы уже говорили выше	1	1
с самых первых дней	1	1
том что перед нами	1	1
можно было бы с	1	1
какого бы то ни	1	1
раньше чем она становится	1	1
в тот или иной	1	1
мышления и речи мы	1	1
в том что в	1	1
так можно было бы	1	1
совершенно так же как	1	1
вещи наряду с ее	1	1
становится психологически внутренней раньше	1	1
не происходит а происходит	1	1
как мы уже говорили	2	3
все более и более	1	1
каждая вещь имеет свое	1	1
с ее другими свойствами	1	1
в совершенно ином виде	1	1
является для ребенка скорее	1	1
которого можно было бы	1	1
между мышлением и речью	1	5
напротив ряд молекулярных изменений	1	1
внутренней раньше чем она	1	1
в том что перед	1	1
что он так же	1	1
было рода принадлежало свое	1	1
имеет свое имя с	1	2
каждому предмету какого бы	1	1
и значением которое проявляется	1	1
можно считать действительным быть	1	1
а требование чтобы каждому	1	1
проявляется здесь у ребенка	1	1
отметить не происходит а	1	1
знаком и значением которое	1	1
первым общим понятием ребенка	1	1
и рода что и	1	1
понимание отношения между знаком	1	2
ассоциациями а требование чтобы	1	1
корни мышления и речи	2	1
в этом отношении ребенка	1	1
было бы с точностью	1	1
на которые ссылается штерн	1	1
детьми на которые ссылается	1	1
может первым общим понятием	1	1
мы видим таким образом	1	1
идет по различным линиям	1	1
в собственном смысле слова	2	3
развития мышления и речи	3	2
эгоцентрическая речь внутренняя речь	1	1
это включает в себя	1	1
внешней к внутренней речи	1	1
время является для ребенка	1	1
все что мы знаем	2	3
нечто принципиально иное чем	1	1
слова понимание отношения между	1	1
которое проявляется здесь у	1	1
в высшей степени важные	1	1
от второго возраста вопросов	1	1
наряду с ее другими	1	1
того же типа и	1	1
действительным быть может первым	1	1
иное чем простое пользование	1	1
развитии мышления и речи	1	2
здесь у ребенка есть	1	1
проблема мышления и речи	2	1
указывает на то что	1	1
смысле слова понимание отношения	1	1
мы можем кратко формулировать	1	1
в высшей степени важный	1	1
генетические корни мышления и	2	1
говорит не в пользу	2	1
происходит а происходит напротив	1	1
требование чтобы каждому предмету	1	1
отношения между знаком и	2	3
что слово долгое время	1	1
о которой мы говорили	1	1
только в том что	2	1
речь шепот внутренняя речь	1	1
вещь имеет свое имя	1	2
ребенка есть нечто принципиально	1	1
что такого открытия секунду	1	1
точностью отметить не происходит	1	1
представление о том что	1	1
слово долгое время является	1	1
с точностью отметить не	1	1
в пользу того что	1	1
у ребенка есть нечто	1	1
бы то ни было	1	1
значением которое проявляется здесь	1	1
происходит напротив ряд молекулярных	1	1
а происходит напротив ряд	1	1
секунду которого можно было	1	1
в развитии детского мышления	1	5
такого открытия секунду которого	1	1
между знаком и значением	1	3
же типа и рода	1	1
заключается в том чтобы	1	3
в мышлении взрослого человека	1	1
есть нечто принципиально иное	1	1
что переход от внешней	1	1
считать действительным быть может	1	1
