4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_4gram
в тех случаях когда	2	3
есть не что иное	1	1
в то время как	1	3
но это только одна	1	1
но вместе с тем	1	1
что ни вздумать ни	1	1
и т д здесь	1	1
по мере того как	1	1
ни вздумать ни взгадать	1	1
в некоторых случаях это	2	1
неи в этом случае	1	2
и не может быть	1	1
это только одна сторона	1	1
это происходит потому что	1	1
мы можем предположить что	1	1
точно так же как	1	1
не что иное как	3	1
такое же представление имеется	1	1
о чем речь будет	1	1
и т д но	1	1
не может быть решен	1	1
даже в тех случаях	1	2
имеем и в античности	1	1
то время как он	1	1
с представлением о смерти	1	1
мы видим и в	1	1
так же как и	4	1
случай интересен тем что	1	1
в сказке эти случаи	1	1
это приводит нас к	3	1
лучше понять этот мотив	1	1
мы уже видели как	1	1
в тридесятое царство в	1	1
одно и то же	1	1
этот случай показывает что	1	1
и знает что он	1	1
есть одно и то	1	1
в свете сравнительных материалов	1	1
и т д мы	2	1
между небом и землей	1	1
но даже в тех	1	1
чтобы лучше понять этот	1	1
в иное царство поэтому	1	1
например в северной америке	1	1
в этом случае совершенно	1	1
этот случай интересен тем	1	1
неи этот случай интересен	1	1
ниже когда мы рассмотрим	1	1
и т д в	1	1
