3gram	Vygotskiy_Psychologia_partition_part1_wordlist_3gram	Vygotskiy_Psychologia_partition_part3_wordlist_3gram
все то что	6	3
в этом рассказе	1	1
в прямом смысле	2	1
так как у	1	1
сама собой бросается	1	1
чем идет речь	1	1
всякое художественное произведение	1	2
во всяком случае	2	6
в том чтобы	1	7
собой бросается в	1	1
для того чтобы	8	5
утверждать что в	1	1
о том что	3	7
этой точки зрения	1	5
на то что	12	8
вместе с тем	2	2
и то что	3	1
мы видим в	2	1
зрения становится совершенно	1	1
с здесь совершенно	1	1
так как они	1	2
на самом деле	2	2
легко заметить что	1	1
образом мы видим	2	1
который может быть	1	1
не только не	1	3
и вместе с	2	1
дело не в	1	1
вступить в противоречие	1	1
потому что в	1	1
а если так	1	1
более или менее	1	2
ни в какой	1	3
никак не может	1	2
образом совершенно ясно	1	1
а вовсе не	2	1
на основании этих	1	1
на то чтобы	1	2
не иначе как	1	1
о чем идет	1	1
мы видели что	2	2
в ее основу	1	1
его в сторону	1	1
в зависимости от	1	5
сущности говоря это	1	1
самые чувства которые	1	1
на нет все	1	1
и в этом	3	1
что в таком	1	1
показать что почти	1	1
здесь нет и	1	1
одной и той	1	3
и в сущности	1	1
в русском языке	1	2
так как она	1	1
та мысль что	1	1
в двух планах	5	1
по сравнению с	1	1
что она пользуется	1	1
как нельзя лучше	1	1
в том и	1	2
том что она	1	3
слова это есть	1	1
что эти стихи	1	1
в том что	11	9
в то время	2	5
в евгении онегине	1	2
не потому что	1	1
и если мы	1	2
здесь совершенно ясно	3	1
в целом ряде	1	2
больше и больше	2	1
и т п	5	15
показывает что в	1	2
с таким образом	1	8
дело идет о	1	1
с и в	3	1
и то же	2	1
в свою очередь	2	1
все больше и	2	1
идет вразрез с	1	1
с другой стороны	5	5
совершенно очевидно что	1	2
с тем чтобы	1	1
в отличие от	1	3
это все равно	1	1
одной и другой	1	1
психики общественного человека	1	2
точном смысле этого	1	1
он не может	1	1
как в музыке	1	1
в тех случаях	1	1
этого слова это	1	1
были вступить в	1	1
и что следовательно	1	2
при этом она	1	1
смысле этого слова	2	2
принципиальной разницы между	1	2
в себя и	1	1
бросается в глаза	1	1
из всех остальных	1	1
речь идет не	1	1
таким образом совершенно	1	1
если так то	1	1
в основе своей	1	1
он говорит что	2	1
кто иной как	1	1
что у него	2	3
т п то	1	1
из которых каждая	1	2
в котором она	1	1
в такой же	1	1
можно сказать что	1	1
и во всех	2	1
с одной стороны	5	5
в противоречие с	1	2
не было бы	1	2
в применении к	1	2
и тот же	1	1
мы увидим что	7	2
в этом отношении	1	2
когда он говорит	1	1
вынуждены были вступить	1	1
нас такое же	1	1
к тому же	1	1
и столь же	1	1
такой степени что	1	1
как раз обратное	1	1
это имеет место	2	1
мы не имеем	1	1
что в сущности	1	1
в силу того	1	2
бы мы захотели	1	1
прямо говорит что	1	1
таким образом мы	1	1
только обратиться к	1	1
с самого начала	6	1
и той же	1	3
в самом деле	18	7
потому что он	1	2
склонен думать что	1	1
все время в	5	1
к тому чтобы	1	3
двух направлений в	1	1
к этому что	1	1
такой же мере	1	1
до сих пор	5	3
и действительно мы	1	1
который положен в	1	1
каждого из этих	1	2
имел в виду	1	1
есть в сущности	1	2
указывал на то	1	1
если бы мы	1	1
с точки зрения	9	2
речь идет о	3	1
перейти к рассмотрению	1	1
с этим и	1	1
того чтобы с	1	1
т п с	1	1
мы не можем	2	2
того что эта	1	1
и мы увидим	2	1
и в самом	10	2
какой мере не	1	1
один и тот	1	1
в сущности говоря	7	3
в какой мере	2	3
полном согласии с	1	1
как можем мы	1	1
мы никогда не	1	4
от других видов	1	1
что в этом	1	3
но это только	1	1
точки зрения становится	1	1
как бы в	1	1
не только у	1	1
мере в какой	1	1
мы все время	2	1
и есть в	1	1
том случае если	1	1
только в том	2	3
целый ряд очень	1	1
в своей основе	1	1
и в полном	1	1
если мы припомним	1	2
правды или неправды	1	1
и в той	1	1
то же самое	8	2
то время как	2	5
по самому существу	1	3
никак не могут	1	1
до такой степени	3	1
в обратном отношении	1	1
одно и то	2	1
а в том	1	2
подобно тому как	1	5
совершенно ясно что	5	14
по этому поводу	1	2
есть необходимое условие	1	1
со всеми остальными	1	2
указывает на то	3	3
с этой точки	1	4
при помощи которого	2	2
не может быть	1	8
не в том	2	5
в полном согласии	1	1
что в этой	2	1
склонны утверждать что	1	1
в том случае	1	2
поэзии то есть	1	1
что то же	1	1
состоит в том	1	2
и т д	4	8
мы видим что	7	2
мы все же	1	1
та же самая	1	2
легко показать что	3	2
не то что	2	1
заключается в том	6	6
прибавим к этому	1	1
заключает в себе	1	1
то что он	2	1
положен в ее	1	1
только то что	2	1
заключается не в	2	2
то что в	2	1
