3gram	Losev_DialektikaMifa_partition_part3_wordlist_3gram	Losev_DialektikaMifa_partition_part2_wordlist_3gram
во-первых это есть	1	1
не могут быть	2	2
и пр и	1	1
живого человеческого опыта	1	1
она не есть	2	1
то что с	1	1
смысле не есть	1	1
не есть ни	6	3
одному тому что	1	2
же это может	1	1
во всяком случае	2	2
так что оно	1	1
кроме того есть	1	1
зрения мифического сознания	1	2
что она есть	1	3
о том что	4	5
от абстрактно-изолированных вещей	1	1
не есть догмат	4	5
но он всегда	1	1
будет значить что	1	4
что иное как	3	6
есть не больше	1	1
не есть бытие	1	2
формы проявления личности	1	1
итак миф не	1	2
в таком виде	1	1
в виду что	2	1
на самом деле	1	1
в одинаковой мере	1	2
не менее в	1	1
что время может	1	1
это и есть	1	2
что все на	1	1
т е только	1	1
в мифе нет	1	1
несмотря ни на	1	1
более или менее	2	1
не говоря уже	2	2
есть не только	1	2
за пределы мира	2	1
той или иной	1	2
что и в	1	1
ни на что	1	1
никогда не воспринимает	1	1
и в то	1	1
по своему существу	1	1
значит? это значит	1	2
при всем том	1	1
в таком случае	3	10
я не буду	1	3
можно понимать как	1	1
к тому что	1	2
в зависимости от	2	2
так что в	1	1
и в этом	1	2
от того что	2	1
как и все	2	2
в том смысле	4	1
вовсе не есть	2	5
тех или других	2	1
о чем говорить	1	1
живое существо а	1	1
проявления личности в	1	1
не только о	1	2
это есть в	1	1
это значит? это	1	2
том что все	1	1
и не может	1	1
и в частности	2	1
тогда получится что	1	1
когда мы говорим	1	1
не что иное	3	6
же как и	1	1
то что мы	1	3
по одному тому	1	2
а потому что	1	1
что не есть	1	2
но что же	1	1
в том что	6	3
в то время	3	4
миф от поэтического	1	1
с тех пор	2	2
это не значит	2	1
и говорить о	2	1
в каком смысле	1	3
имеется в виду	2	3
то же время	4	1
не то же	1	1
есть нечто и	1	2
ведь это же	1	2
одной стороны и	1	1
того или другого	1	1
можно только тогда	1	2
и делает ее	1	1
так как все	1	2
тем не менее	2	10
и даже в	2	1
я думаю что	1	1
но даже и	1	2
с диалектической точки	1	1
души и тела	1	1
вопрос о filioque	1	1
и прежде всего	2	3
и как бы	1	1
в связи с	4	1
иметь в виду	2	2
за живое существо	1	1
и то же	4	2
по крайней мере	9	5
научной точки зрения	1	1
так же как	1	2
антитеза субъекта и	1	1
бы то ни	1	1
с другой стороны	4	2
и следовательно не	2	1
чтобы она была	1	2
ни в каком	3	3
сам по себе	3	5
связи с этим	1	1
сознания и бытия	3	1
точки зрения чисто	1	1
сказать что она	1	1
у вас в	1	1
мы уже сказали	1	1
не больше чем	1	1
как только мы	1	1
никто никогда не	1	1
но все эти	1	1
есть и в	1	1
что она –	5	1
но как только	1	1
это не может	1	1
оно не есть	1	1
вовсе не в	3	1
в данном случае	2	1
что в мифе	1	1
выйти за пределы	1	2
короче миф есть	1	1
отнюдь не утверждаем	1	1
того и другого	1	1
это – не	2	1
есть не что	2	3
есть ли нечто	1	3
одно из двух	1	2
всегда есть слово	1	1
каком смысле не	1	1
это вовсе не	2	1
я не могу	1	1
бы только один	1	1
и слова о	1	1
с одной стороны	1	3
не есть вообще	1	1
не ставится вопрос	1	1
прежде всего –	1	1
что он –	1	3
от всего прочего	1	5
или по крайней	2	1
если их брать	1	2
в то же	3	1
диалектической точки зрения	1	2
в этом отношении	1	1
это не просто	1	1
кроме того и	1	1
т е в	3	4
а не сама	3	1
к тому же	1	2
точно так же	1	2
нет никакой возможности	1	1
только потому что	1	1
т д я	1	2
значит что она	1	1
того или иного	1	2
– дерево а	1	1
точки зрения мифического	1	2
и что такое	1	3
как не есть	1	1
по себе и	1	1
том смысле что	3	1
мы говорим об	1	1
в самом деле	3	5
их брать как	1	1
есть не просто	2	1
не содержит в	1	1
не значит что	3	1
это было бы	1	2
из двух или	1	2
до сих пор	2	1
сама по себе	7	4
что же будет	1	1
т е это	1	1
так или иначе	2	2
и не только	5	3
конечно не есть	1	2
в последнее время	1	1
не есть просто	1	4
это будет значить	1	4
том что в	1	1
с точки зрения	8	14
на что не	1	1
речь идет о	1	1
только лишь как	1	1
есть одно и	1	1
субъект и объект	1	2
говоря уже о	2	2
может быть только	2	1
тогда когда есть	1	1
по себе вовсе	1	1
не есть мифология	1	1
и к ним	1	1
– все равно	1	1
всякую грань между	1	1
ничем не отличаются	1	1
но это значит	1	2
это не только	1	1
содержит в себе	3	1
что догмат есть	1	1
в мифе личность	3	1
мы никогда не	1	1
все что угодно	1	1
время никогда не	1	1
это может быть	1	1
мы отнюдь не	1	1
о мифической отрешенности	1	1
личность проявляет себя	1	1
дело вовсе не	1	1
я бы сказал	1	1
время как миф	1	1
она всегда есть	1	1
т д не	2	1
угодно но только	1	1
миф никогда не	1	1
только как вид	1	1
уже сама по	1	1
идея и что	1	1
что он есть	1	3
отрешенность от абстрактно-изолированных	1	1
все это есть	1	1
реальности как таковой	1	1
что это значит?	1	2
субъекта и объекта	4	3
в мифологии и	1	1
крайней мере в	2	3
– все это	1	1
то время как	3	4
а не просто	1	6
то же самое	2	1
и даже не	1	1
не отличаются от	1	1
одно и то	4	2
всего прочего и	1	2
одна и та	4	1
подобно тому как	1	4
личность есть не	1	1
не забудем что	1	1
но о том	1	1
это значит что	8	21
все на свете	4	1
и пр в	1	1
ибо никто никогда	1	1
не есть вечность	2	1
и та же	4	1
не может быть	3	6
не в том	1	1
на свете есть	1	1
само по себе	2	5
но что такое	1	4
сами по себе	3	3
и историчен догмат	1	1
и тогда –	1	1
религиозным опытом и	1	1
д и т	2	5
и т д	15	23
в каком-то смысле	2	1
итак личность есть	1	1
тем или другим	2	1
но только не	1	1
как я показал	1	1
чтобы не было	2	1
и в том	1	1
мы констатировали что	1	1
от поэтического образа	1	1
только тогда когда	4	3
миф не есть	19	5
того что она	1	2
все это не	1	1
и стало быть	4	1
т е он	1	1
т е что	1	6
хорошо но что	1	1
все то же	1	1
вечности и времени	1	1
т д и	2	6
то это значит	1	4
