3gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_3gram
у нас в	1	1
ту мысль что	5	1
удивительно поэтому что	4	1
из того что	4	3
автономной детской речи	1	3
опытах над шимпанзе	1	1
не могут быть	1	2
установить что в	1	1
можно было бы	5	5
стоит ближе к	1	1
мы снова должны	1	1
особенности детского мышления	3	1
помощью которого он	1	1
что мы не	1	1
не может не	1	1
первостепенное значение для	1	1
в современной психологии	1	1
рядом друг с	1	1
все равно что	1	1
для того чтобы	10	8
этой точки зрения	1	1
на то что	6	4
друг с другом	2	5
условием для того	1	1
было бы невозможно	1	1
мы видим в	2	2
бы показать что	1	1
и то что	1	2
на каждом шагу	1	1
на первый план	1	1
является то что	2	1
если мы примем	1	1
на самом деле	2	1
в том числе	3	1
вопрос о том	2	1
в сущности и	1	1
не только не	1	2
умственного развития ребенка	1	2
мышления в частности	1	1
зависимости от этого	2	1
и мышления и	1	1
но все это	1	1
как и в	1	1
друг от друга	2	1
те же самые	1	3
ответить на этот	1	1
объяснения того как	1	1
с помощью которого	2	1
в мышлении ребенка	1	2
то и другое	1	1
скажем только что	1	2
той или иной	1	1
мы видели что	3	3
мы могли бы	4	9
что у ребенка	1	1
что как бы	1	1
пиаже как известно	1	1
только в силу	1	2
того факта что	1	1
в этом пункте	2	1
включает в себя	1	1
своем развитии и	1	1
весь ход развития	1	1
в зависимости от	6	5
тот факт что	1	1
как раз в	2	2
и связи с	1	1
как и все	1	1
в том смысле	1	2
необходимым условием для	2	1
является необходимым условием	2	1
и теперь но	1	1
несмотря на то	1	2
основе ее лежит	1	1
то обстоятельство что	1	1
рассматривается как нечто	2	1
детской речи как	1	1
сделать то что	1	1
как одна из	1	1
по своей психологической	3	1
не отдает себе	2	1
по сравнению с	5	14
пиаже в этом	1	1
и т.д то	1	1
из тех отношений	1	1
когда мы говорим	1	2
в том и	1	1
себе отчета в	2	1
в том что	21	19
мы не станем	2	2
ребенка а не	1	1
не потому что	2	1
к выводу что	1	1
и все же	1	1
в развитии ребенка	3	1
на известной стадии	1	1
ступень в развитии	3	4
что переход от	2	1
он не способен	1	1
прямо противоположным тому	1	1
связаны между собой	1	1
проблемы развития понятия	1	1
у ребенка в	2	1
но вместе с	1	1
так же как	1	6
в связи с	6	2
эта точка зрения	1	1
приводит к тому	1	1
именно потому что	1	2
в том же	2	2
по отношению к	5	10
с другой стороны	1	2
раньше чем он	1	1
в отличие от	3	1
но в ином	1	1
сам по себе	1	1
связи с этим	1	1
мы можем установить	1	1
того что ребенок	2	1
в процессе развития	5	1
он не может	1	1
просто потому что	1	1
проб и ошибок	5	1
функции не только	1	1
так и по	1	2
обратным путем от	1	1
что представляет собой	1	1
на всем протяжении	2	1
в наших опытах	1	1
том что отношение	1	1
смысле этого слова	3	1
в целом мы	1	1
в приведенном выше	1	1
как в опытах	1	1
в данном случае	3	1
того как в	1	1
об одном и	1	2
мы видим таким	1	1
ребенок никогда не	1	1
именно в этом	1	2
нам думается что	2	5
находится в зависимости	1	1
но так как	1	1
можно сказать что	1	6
с одной стороны	7	1
он утверждает что	1	1
том числе и	3	1
и тот же	1	1
раз в этой	1	1
вместо того чтобы	1	2
в этом отношении	3	3
собственном смысле слова	3	1
бы сказать что	1	2
как мы видели	1	4
точно так же	1	1
друг к другу	1	3
сравнению с развитием	1	1
одно и другое	1	1
приведенном выше отрывке	1	1
и т.д и	2	1
потому что эта	1	1
том смысле что	1	2
зависимости от того	1	1
он делает это	1	1
в собственном смысле	3	1
с самого начала	1	7
в самом деле	4	1
потому что он	2	4
на этот раз	1	1
с тем что	1	2
по себе является	1	1
до сих пор	1	3
на одной плоскости	1	1
ничего общего с	1	1
по самому своему	1	1
потому что его	1	1
в последнее время	4	2
отдает себе отчета	2	1
том что в	2	1
с точки зрения	18	10
думается что все	1	1
нечто принципиально иное	1	1
развития мышления и	2	1
мы не можем	3	1
в этом смысле	2	2
видим таким образом	1	1
оно не может	1	2
детских слов это	1	1
после того как	1	1
что ребенок в	1	3
развития детской речи	1	1
сам пиаже склонен	1	1
к мысли взрослого	1	1
один и тот	1	1
в сущности говоря	1	4
в силу этого	1	1
что он не	2	1
тогда когда ребенок	1	1
как увидим ниже	2	2
в совершенно ином	1	1
пункт в развитии	1	1
и не могут	1	1
на этот вопрос	5	2
в своем развитии	2	4
только в том	1	1
если верно что	1	2
совершенно так же	1	1
то же самое	2	6
ребенка вместе с	1	1
подобно тому как	2	1
мысль что с	1	1
речи в самом	1	1
могут привести к	1	1
не может быть	6	2
этого процесса с	1	1
и подлежит объяснению	1	1
и переход к	1	1
самом деле не	1	1
точки зрения этой	1	1
том что всякое	1	1
сами по себе	1	1
на этой ступени	1	1
состоит в том	3	2
о том как	1	1
привело нас к	1	3
и тогда когда	1	1
остается в силе	1	2
заключается в том	7	5
же самое что	2	1
только тогда когда	2	1
говорили что в	1	1
и тем самым	1	5
сам пиаже как	1	1
то что он	2	2
в развитии мышления	4	1
выше в сущности	1	1
не удивительно поэтому	4	1
только то что	1	2
то что в	1	1
но мы должны	1	1
