2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram
особое место	2	1
мы давали	1	1
я вдруг	2	1
его в	2	4
так себе	1	1
времени и	2	2
глубины души	1	1
слов о	3	1
так например	2	1
себе не	1	1
человека который	1	1
всюду где	1	1
нет он	1	1
чем иным	1	1
менее всего	2	1
еще с	1	1
слова и	3	11
мысли о	2	1
даже в	1	5
ко всему	1	1
диалога так	1	1
чтоб не	1	1
человека нет	1	1
не хочу	1	4
из него	1	1
и к	5	12
но здесь	2	1
для раскольникова	1	1
все голоса	1	2
независимо от	1	1
является и	1	1
чтобы заставить	1	1
из главных	1	1
кроме того	3	1
вот он	1	1
пока эти	1	1
мы здесь	3	1
этой правды	1	1
связан с	1	2
так и	6	8
дело идет	1	3
вовлекается в	1	1
на другого	1	2
пожалуй и	1	1
мы наблюдаем	3	1
еще и	1	1
и у	7	4
за пределы	1	3
в последнем	1	2
тон и	1	4
конечно в	2	2
есть нечто	1	1
последнее слово	1	4
то что	9	10
был он	1	1
не как	1	3
что тут	1	2
главное для	1	1
и от	3	3
как для	1	1
остается почти	1	1
или нет?	2	1
глубже всего	1	1
отлично понимает	1	1
в особенности	2	1
но пока	1	1
надо мной	1	2
записках из	1	1
все его	2	4
можно найти	1	1
власти и	2	1
тому же	2	3
или на	2	1
той же	5	2
от себя	1	5
для правильного	2	1
это уже	1	2
и главное	1	1
связи с	1	1
к одному	2	3
что в	2	6
и будем	1	1
он с	1	6
ивана карамазова	4	4
а у	2	1
протяжении всего	1	4
люди а	1	1
друг от	1	1
в начале	2	3
иной форме	1	2
что их	1	1
в своей	3	4
уже и	1	2
полемики с	2	1
все в	1	1
v в	1	1
бы мне	1	1
в основе	5	1
с его	2	7
рассказ с	1	1
этих двух	2	2
освободиться от	1	1
мое необходимое	1	1
и больше	1	1
все более	1	1
что дело	1	1
в той	2	4
очень часто	1	2
о чем	1	1
зависимости от	2	1
и что	1	6
всего этого	1	3
самому к	1	1
записки из	2	1
в применении	1	1
и все	10	15
нем есть	1	1
что достоевский	1	1
и заключается	2	1
уж не	1	2
они все	1	1
отчасти с	1	1
что на	1	2
передо мною	1	1
себя и	2	8
после того	1	1
из которых	1	1
как можно	1	2
этого он	1	1
в них	2	4
достоевского а	1	1
но тем	1	1
что все	1	2
и так	3	4
не то	3	1
и ни	1	2
а он	1	3
сохраняется и	1	2
не может	2	18
глубокой и	1	1
там где	1	7
сказать что	10	3
мы видели	2	2
ко всем	2	1
то есть	48	16
здесь еще	2	2
он ничего	1	2
вместе с	2	2
души человеческой	1	1
сознания и	1	4
братьев карамазовых	1	2
в братьях	2	3
в том	14	5
к героям	1	1
рассказ и	1	1
в его	8	21
все равно	4	2
и т.п	31	6
и может	1	1
о том	2	2
меня не	1	4
между тем	2	4
произведений записки	1	1
совершается в	1	1
отношение к	6	6
полемизирует он	1	2
мне тогда	2	1
у стерна	1	1
необходимое объяснение	1	1
достоевского его	1	1
в самой	1	1
к самому	4	5
да и	2	5
во всей	4	1
отношений к	1	1
которых он	1	1
большинстве случаев	4	2
с диалогами	1	1
строится как	1	2
в некоторых	4	1
не все	1	1
главным образом	3	1
как мы	5	8
может быть	12	14
ивана федоровича	1	2
тон рассказа	2	1
и его	10	14
в одной	2	3
правда в	2	1
в записках	1	2
все больше	1	1
уже говорили	2	5
как его	1	3
вовсе не	3	7
всего поражает	1	1
произведениях достоевского	3	2
между двумя	1	2
себя самого	3	7
есть не	1	1
бы я	1	1
перед всем	1	1
человека а	1	1
в бесах	2	1
про себя	1	2
или наоборот	2	1
и сложнее	1	1
все бы	1	1
я не	4	8
сам я	1	1
отношением к	1	3
с чертом	2	2
федора павловича	1	1
достоевского мы	4	1
произведении достоевского	1	1
в письмах	1	1
нас интересует	4	1
здесь не	4	1
во многих	1	1
о себе	2	17
каждый из	1	2
той или	1	4
и тон	2	3
иным как	1	1
можем сказать	1	2
отличие от	1	2
нем нет	3	1
и прежде	6	4
тот же	2	4
достоевского и	6	2
и самое	1	2
но сначала	1	1
и действительно	1	1
это конечно	2	1
и других	9	1
но там	1	1
как он	2	2
и создает	3	1
его слова	1	2
достоевского как	1	2
и мысли	2	3
именно как	1	1
тут я	1	1
что вы	1	2
братьям карамазовым	1	1
нет ничего	2	1
наглядно раскрывается	1	1
внедряется в	1	2
в каждой	1	2
к самой	1	1
с резкими	1	1
и отчасти	2	2
от этой	1	1
к слову	1	2
но ведь	1	2
и даже	2	5
еще раз	5	1
то это	1	1
в своих	2	1
только в	4	6
в произведениях	1	2
с ними	1	5
в этой	1	1
достоевского с	3	1
другой стороны	1	3
так сказать	5	2
отношению к	1	7
ну а	2	1
что уже	2	1
карамазова с	2	1
всяком случае	1	4
героев достоевского	2	3
ибо не	1	1
очень верно	1	1
самим собою	4	9
к этому	4	1
вот не	1	1
они и	2	1
как в	7	5
нет ни	2	2
рассказчика и	1	5
во всяком	1	4
знать все	1	1
и не	15	27
элемента в	1	1
мы уже	5	8
и та	1	2
со всеми	8	3
свое последнее	1	1
всех знает	1	1
и вообще	3	2
меньшей степени	2	1
таким образом	6	7
тем более	2	1
мире а	1	2
по своему	6	4
речь его	1	1
диалога у	1	1
с народом	1	1
он как	1	4
тем что	2	4
два часа	2	1
уже в	2	3
в жизни	8	2
это и	1	3
в плане	1	6
над собой	2	4
не только	4	10
с какой-то	1	1
он не	3	13
что даже	1	2
смысле этого	2	2
раз как	1	1
наконец в	2	4
но у	1	1
все эти	9	3
внутреннего человека	1	1
вот что	2	1
особенно в	4	2
смысле и	2	1
который почти	1	1
рядом с	1	4
это еще	2	1
и потому	5	1
он вовсе	1	1
тенденция к	1	1
собою в	2	1
перед собой	1	1
с самого	3	8
в их	2	1
в идиоте	1	1
я понимаю	1	1
конечно эта	1	1
в себе	5	5
между ними	2	1
в большей	2	1
и он	1	2
в рассказе	2	2
на его	3	4
как на	1	1
начала в	1	1
таким же	1	1
как все	1	2
в эту	3	4
я только	1	1
перед нами	5	1
а лишь	1	1
из них	4	3
бы уже	1	4
тема исповеди	1	1
и для	4	8
творчества достоевского	10	1
нас прежде	2	1
выше и	2	1
из виду	1	1
отметим еще	1	1
в душе	1	2
для достоевского	3	2
исповедь ипполита	1	2
старца зосимы	1	1
вполне понятно	1	2
их правда	1	1
даже и	2	3
всех героев	1	1
не менее	3	2
еще не	5	7
x здесь	1	1
знает что	1	3
он сам	4	6
по разным	1	1
с ним	2	7
к его	1	1
и которая	1	1
же самое	1	1
но на	1	4
к той	1	1
в конце	3	5
достоевского по	1	2
на все	2	1
а в	2	7
правильного понимания	2	1
всего в	1	1
и более	2	1
только с	1	3
в каждом	4	6
или хотя	1	1
глубже и	1	1
с самим	5	15
на них	1	7
стремится давать	1	1
ведь я	1	1
очень важно	1	2
я хочу	1	2
героя на	1	2
с известными	2	1
что человек	1	1
в своем	1	2
романа но	1	1
на которой	1	2
самому и	1	5
ни был	1	2
но она	1	1
и без	3	4
но с	1	1
с человеком	1	3
и на	18	6
диалогом в	1	1
которые в	1	1
от друга	1	1
к другу	1	3
достоевского в	3	3
вести в	1	1
от него	3	6
ли это	1	2
по крайней	1	1
чтобы они	1	1
