3gram	Vygotskiy_Psychologia_partition_part1_wordlist_3gram	Vygotskiy_Psychologia_partition_part2_wordlist_3gram
может быть дано	2	1
в первом случае	1	1
ровно столько же	3	1
не могут быть	1	1
силу того что	1	2
никогда не может	3	2
то что она	3	1
во всяком случае	2	6
в том чтобы	3	7
и того же	1	1
и в процессе	2	1
для того чтобы	13	5
к одному и	1	1
о том что	4	7
этой точки зрения	2	5
в том как	1	1
на то что	6	8
к произведению искусства	1	1
и то что	2	1
вместе с тем	1	2
звуков в стихе	2	1
может быть признано	1	1
что иное как	1	1
по тому же	1	1
из этих частей	1	1
приходит к выводу	1	1
и в этих	1	1
же точке зрения	1	1
действие художественной формы	4	1
если мы примем	1	1
на самом деле	5	2
легко заметить что	1	1
когда говорит что	2	3
исходной точкой для	1	1
не только не	1	3
как и в	2	4
те же самые	2	1
и тем не	1	1
потому что в	1	1
прибегать к помощи	1	1
рассматриваемой нами теории	1	1
когда она является	1	1
более или менее	1	2
никак не может	1	2
объясняется то что	1	1
же точно и	2	1
на то чтобы	1	2
что и в	3	2
точки зрения искусство	1	1
мы примем во	1	1
художественное наслаждение и	1	1
только при помощи	1	1
того что они	1	1
в зависимости от	1	5
от того что	1	2
по себе а	1	2
одного и того	1	1
одного и другого	1	1
что в таком	1	1
бы утверждать что	1	1
искусства иначе говоря	1	1
одной и той	4	3
в русском языке	1	2
совершенно понятно что	1	1
этого слова есть	1	1
и так как	1	3
так как она	1	1
с исчерпывающей ясностью	2	1
примере легче всего	1	1
по сравнению с	2	1
на художественное произведение	1	1
и в частности	1	1
при этом он	1	1
не что иное	1	1
должны рассматриваться как	1	1
так же точно	7	3
же как и	1	1
в том и	2	2
беда в том	1	1
же точно нельзя	1	1
как нельзя лучше	1	1
том что она	3	3
в том что	17	9
лежит в основе	1	1
в то время	3	5
не потеряет в	1	1
и вот это	1	1
в художественном произведении	5	3
не потому что	1	1
к выводу что	1	1
больше и больше	1	1
к психологии искусства	1	1
то что форма	1	1
время в виду	1	1
и т п	8	15
выходит за пределы	1	1
всего показать как	1	1
с таким образом	8	8
дело идет о	1	1
