2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram
свою силу	1	1
т.е от	2	1
детской психики	1	1
все же	6	3
его в	2	2
если сопоставить	1	1
по нашему	1	1
между которыми	2	1
подобно тому	1	4
что развитие	1	8
все не	1	3
так точно	1	4
тех и	1	1
в развитии	10	28
кроме того	1	1
с необходимостью	2	5
которым мы	1	1
иначе как	6	2
взрослого таким	1	1
нашего исследования	5	1
не является	3	5
понимании отношений	1	1
до лет	1	3
в известном	2	8
то что	24	26
устной речи	3	24
для развития	1	6
языка так	1	1
тому же	1	2
раньше овладевает	1	1
или на	1	1
несмотря на	2	1
мышления и	9	4
связи с	4	3
эти вопроса	1	1
из двух	3	1
и которые	2	1
между собой	6	13
то время	2	4
и той	2	1
речи к	5	2
психологической природы	5	2
двух противоположных	1	1
того почему	2	1
пиаже в	3	3
которые являются	1	2
совершенно иначе	1	1
речь есть	6	3
этом случае	14	3
все более	1	1
всего этого	1	1
не путем	1	1
возраста и	2	2
мы говорим	2	2
никто не	2	2
речь отличается	1	1
из которых	2	3
только начинается	1	2
мы приходим	1	1
не есть	4	4
объяснения в	1	1
меру чего	1	1
могут быть	2	4
позволяет нам	2	1
и обобщенный	1	1
с устной	1	2
самым решающим	1	1
в его	4	11
все равно	1	2
происходит не	1	1
является общим	2	1
прежде чем	2	1
и может	1	3
отношение к	2	11
от пут	1	1
который мы	2	2
еще в	1	3
есть только	2	1
к которым	1	2
по мере	7	2
не можем	4	1
в лет	2	1
на ту	1	1
и изменения	1	1
были бы	3	1
внутренняя речь	15	7
вовсе не	2	2
всего на	1	1
между двумя	3	3
момент когда	1	2
к ним	1	2
стороны это	1	1
никакие отношения	1	1
переход к	1	3
за собой	1	1
ребенка развитие	1	1
из этого	2	2
и стремились	1	1
нам факты	1	1
бы в	5	4
одного предмета	1	1
сравнению с	8	5
недоразумений и	1	1
иначе чем	2	1
связаны между	3	3
перед ним	1	1
учения о	4	2
ответ на	2	3
так сказать	1	1
другой стороны	1	2
отношению к	5	12
что уже	1	1
к выводу	3	1
то и	4	2
больше кроме	1	1
к этому	2	3
нас вопрос	2	1
но для	2	1
и сама	1	1
и не	18	12
со всеми	2	2
факты из	1	1
таким образом	23	19
по своему	9	3
и речью	2	1
ребенок должен	1	1
тогда когда	5	5
тем что	9	5
одно и	3	1
с теми	1	1
и мышления	1	1
функциональном отношении	1	1
смысле этого	3	1
области развития	1	1
двух упомянутых	1	1
все эти	6	4
в данном	5	1
факта что	1	2
оказывается не	1	2
с самого	7	5
в прошлом	1	1
этим последним	1	1
мы находим	3	1
что является	1	2
случае и	1	1
нашему мнению	2	1
в одинаковой	3	2
проистекает из	3	4
на его	2	2
как известно	2	4
перед нами	2	1
можем не	2	1
говорили выше	2	1
мысли следовательно	1	1
слова для	1	1
в неразрывной	1	2
деле если	1	1
которые возникают	2	1
до конца	5	3
последствий для	1	1
отличается от	3	1
психических функций	1	13
в первом	3	3
и уже	1	1
одинаковым способом	1	1
развитие а	1	1
слов и	2	2
помощью этого	1	1
своей природе	4	3
и отношение	1	2
от низших	1	1
экспериментальных понятий	1	1
мысль которая	1	1
в своем	1	5
развития по	1	1
стороны и	4	2
одного из	2	1
решение вопроса	1	1
в нашем	4	1
иного кроме	1	1
но она	1	1
пиаже но	1	1
из слов	1	1
оно было	1	1
выше но	1	1
речи с	7	2
в психологии	2	1
первом случае	3	1
детского мышления	4	4
как и	15	8
должен был	1	1
но которые	1	1
степени если	1	1
на котором	3	1
к самым	1	1
речи или	3	1
чтобы изучить	1	1
лучшем случае	2	4
на более	1	1
и в	26	16
но не	3	10
одновременно с	1	1
и будет	1	1
развитие смысловой	4	1
речи то	4	2
для нас	2	1
является всегда	1	1
по существу	1	3
если попытаться	2	1
речью это	1	1
рабочей гипотезы	1	1
новой психологии	5	2
с этим	2	3
но это	3	3
самое существенное	1	1
процесс развития	2	2
слов в	1	1
и образование	2	1
различие в	1	1
друг другу	3	2
ее в	8	3
же в	1	2
и развитием	1	14
согласно которому	1	1
это сделал	1	1
по сходству	1	1
в заключение	1	1
это не	3	4
ничего иного	1	1
поэтому мы	2	1
здесь в	1	1
мысли к	11	3
в равной	1	1
но он	2	7
должно быть	2	8
к объяснению	1	2
функции и	4	3
это значит	1	5
того как	2	5
представляется как	1	1
нам остается	1	1
казалось бы	2	4
прежде всего	7	3
к овладению	1	4
мере как	2	2
шаг за	1	1
включает в	1	3
ребенка есть	2	1
ребенок раньше	1	3
по всем	1	1
в зависимости	1	2
это единство	2	1
что наконец	1	1
мысль что	1	4
психологического развития	1	2
в образовании	1	2
в деятельности	1	5
интересующему нас	2	2
в результате	1	4
один этот	1	1
когда ребенок	2	3
и наконец	4	1
житейскими понятиями	1	2
части в	1	1
наоборот в	1	1
не что	1	1
того факта	1	2
все что	6	2
с этой	5	4
мы попытались	2	1
когда это	1	1
об этом	3	1
в лучшем	2	3
деятельности и	3	1
этого вопроса	1	3
внутренней и	2	1
а во	1	1
пороге школьного	4	4
самого исследования	2	1
в совершенно	1	2
развитие и	1	3
а только	1	4
и таким	1	1
совпадает с	3	2
в первую	1	1
особых закономерностей	1	1
нами гипотезы	6	1
что ребенок	5	11
и есть	2	7
эгоцентризма как	1	1
самом деле	6	3
отношения в	1	1
именно что	1	1
другой а	1	1
что представляет	1	2
представляется в	2	1
выяснить в	2	1
например в	1	1
функций к	1	2
психологию в	1	1
то же	8	8
этот факт	2	1
ее из	1	1
указывает только	1	1
нельзя сказать	1	1
мы могли	6	7
своего развития	1	6
знания о	1	1
это с	1	1
значение и	2	1
в контакте	1	1
в свете	4	4
в опытах	1	1
и произвольности	1	2
