4gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_4gram
заключается в том что	4	13
том виде в каком	1	1
нечто такое что может	1	1
друг с другом в	2	1
окружающих его взрослых людей	1	1
в том что в	1	1
с этой точки зрения	1	4
в том числе и	1	2
мы могли бы сказать	2	2
собственном смысле этого слова	3	4
слово почти всегда готово	1	1
существенным с точки зрения	1	1
в то время как	4	1
с генетической точки зрения	3	1
но вместе с тем	4	2
как мы постараемся показать	1	1
почти всегда непонятно не	1	1
между тем и другим	2	1
целого на отдельные элементы	1	1
в том виде в	1	1
детского мышления и в	1	1
истинном значении этого слова	1	1
все более и более	2	2
если бы мы хотели	1	1
к все более и	1	1
все больше и больше	1	1
в процессе детского развития	1	1
в собственном смысле этого	3	4
мы видим таким образом	3	4
до самого последнего времени	1	1
ответа на вопрос о	1	1
точно так же как	1	1
видим таким образом что	3	4
на первый план выступает	1	1
целую эпоху в развитии	1	1
в собственном смысле слова	1	1
с одной стороны и	1	2
почти всегда готово когда	1	1
пути развития научных понятий	1	2
одной и той же	2	4
одном и том же	1	1
в том что развитие	1	1
но для того чтобы	1	1
значения слов развиваются в	1	1
так же как и	4	4
того в чем именно	1	1
ступени в развитии мышления	1	1
которая в свою очередь	2	1
в школьном возрасте в	1	1
одно и то же	2	6
по сравнению с тем	1	1
виде в каком их	1	1
что с точки зрения	1	1
готово когда готово понятие	1	1
приходит к выводу что	3	1
а с другой стороны	2	1
он приходит к выводу	1	1
понятий в детском возрасте	1	2
в том что мы	1	1
таким же образом как	1	1
исследовании мышления и речи	1	1
представляет собой обобщение но	1	1
в такой же мере	3	1
в развитии детского мышления	2	8
всегда готово когда готово	1	1
в истории развития мышления	1	1
можно было бы назвать	1	2
заключается в том чтобы	1	1
и в отношении всякого	1	1
о котором мы говорили	1	1
в том что он	1	1
могли бы сказать что	2	2
мы должны сказать что	1	1
