4gram	Losev_DialektikaMifa_partition_part1_wordlist_4gram	Losev_DialektikaMifa_partition_part4_wordlist_4gram
есть метафизическое построение но	1	1
миф не есть бытие	1	2
и творимая вещественная реальность	1	1
ровно ничего не говорит	3	2
ни в коем случае	2	1
не есть бытие идеальное	1	2
от обычного хода явлений	1	1
не есть метафизическое построение	1	2
миф сам по себе	1	2
д и т д	2	2
и в этом смысле	2	2
не сама по себе	1	1
это и значит что	1	1
не что иное как	8	1
и т д но	1	2
свой смысл и свое	1	1
в коем случае не	2	1
блудница на водах многих	1	1
а стало быть и	1	1
на самом же деле	1	1
ни в каком случае	1	4
жизненно ощущаемая и творимая	1	1
категория сознания и бытия	1	1
схема ни аллегория но	1	1
в связи с этим	1	1
по себе мифическое сознание	1	1
есть бытие идеальное но	1	1
не будучи в состоянии	1	1
с той или другой	1	1
но в то же	2	1
д все это –	1	1
сказать что миф есть	1	1
и т д в	1	1
также на то что	1	1
есть не что иное	5	1
не имеет никакого отношения	2	1
что миф не есть	3	1
но все же это	1	1
т д все это	1	1
и т д и	3	2
являющаяся в то же	1	1
я утверждаю что это	1	1
только мы заговорили о	1	1
есть ни схема ни	1	2
обычного хода явлений и	1	1
ни схема ни аллегория	1	2
одной и той же	3	1
мифология содержит в себе	1	1
необходимая категория сознания и	1	1
миф не есть ни	1	2
в то же время	6	4
ни в чем не	1	1
одна и та же	1	2
миф не есть метафизическое	1	2
не есть выдумка или	1	1
этому надо прибавить что	1	1
к нему т е	1	1
и в то же	2	2
сама по себе а	1	1
всегда так или иначе	1	1
ощущаемая и творимая вещественная	1	1
и по сравнению с	1	1
сознания и бытия вообще	1	1
в этом смысле есть	1	1
ничего не говорят о	1	1
в каком случае нельзя	1	1
не имеет ничего общего	2	3
т д и т	2	2
рассматриваемый с точки зрения	2	1
дело в том что	1	1
имеет никакого отношения к	2	1
ни в каком смысле	1	1
не есть ни схема	1	2
в нем нет ровно	1	1
т е прежде всего	1	4
ни с какой стороны	1	4
творимая вещественная реальность и	1	1
это значило бы что	1	1
диалектически необходимая категория сознания	1	1
и т д все	2	1
что одна и та	1	1
и тем не менее	1	1
или по крайней мере	3	2
отрешенной от обычного хода	1	1
и есть то что	1	1
несмотря также на то	1	1
ничего не говорит ни	1	2
и ни в каком	1	1
не говорит ни о	1	2
или нет – это	1	1
та или иная степень	1	1
ни аллегория но символ	1	1
коем случае не есть	2	1
иметь в виду что	1	1
и само по себе	1	1
мифология лежащая в основе	1	1
имеет ничего общего с	2	3
в себе свою собственную	1	1
ничего не имеет общего	1	1
и не в том	1	1
и то и другое	1	2
ничего не говорит об	1	1
сама по себе не	1	3
есть выдумка или фикция	1	1
