4gram	Vygotskiy_Psychologia_partition_part1_wordlist_4gram	Vygotskiy_Psychologia_partition_part4_wordlist_4gram
заключается в том что	2	3
он как и всякий	1	1
точно так же и	1	1
планах с одной стороны	1	1
звуков так же точно	1	1
с этой точки зрения	1	4
составляющих его звуков а	1	1
о том что он	2	1
в то время как	2	5
и т д все	1	1
когда он говорит что	1	1
в конце концов только	1	1
если мы обратимся к	1	1
по самой своей природе	1	1
т д все это	1	1
такого же мнения придерживается	1	1
все дело в том	1	1
надо сказать что в	1	2
мы никогда не поймем	1	1
а чем-то другим и	1	1
то мы увидим что	1	1
было бы сказать что	1	1
вступить в противоречие с	1	1
ни в какой мере	1	2
точно так же как	1	1
с психологической точки зрения	1	3
не что иное как	1	1
был у него в	1	1
этот закон и этот	1	1
его звуков а есть	1	1
одной и той же	2	3
так же как и	1	1
о том что она	1	1
мыслью а чем-то другим	1	1
на примере легче всего	1	1
и в самом деле	2	2
до тех пор пока	2	1
в том или ином	1	1
точном смысле этого слова	2	1
дело в том что	1	1
не мыслью а чем-то	1	1
что в таком случае	1	1
в конце концов приводит	1	1
сумма составляющих его звуков	1	1
заключается в том чтобы	1	3
прибавим к этому что	1	1
то же самое и	2	1
