3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram
перед нами в	1	2
и не потому	1	1
в пределах монологического	1	1
не только в	1	1
романы и повести	1	1
непосредственное выражение в	1	1
можно было бы	3	1
для того чтобы	2	1
полифоническом романе достоевского	3	2
входит в мир	1	1
в одном сознании	1	1
он ни был	1	1
авторским словом и	1	1
значит конечно что	2	1
преступления и наказания	1	1
друг с другом	3	2
о том что	2	3
в высшей степени	1	1
едином объективном мире	1	1
романа но и	1	1
этой точки зрения	1	2
друг друга и	1	1
а не как	3	1
и о своем	1	1
у него не	1	1
авторской художественной воли	1	1
и для него	1	1
сознания с их	1	1
до конца может	1	1
из подполья и	2	1
увидеть и показать	1	1
на самом деле	3	1
в большинстве случаев	2	2
идет не об	3	3
слово о себе	1	1
автор не оставляет	1	1
то есть они	1	2
в его целом	5	3
его сознания и	1	1
творческого процесса и	1	1
постановке идеи в	1	1
но потому что	1	1
в его произведениях	2	1
как раз и	1	1
бы тот же	1	1
полном смысле этого	1	1
как у достоевского	1	1
в пределы одного	1	2
человека в человеке	3	2
даже там где	1	1
в братьях карамазовых	1	2
в одной плоскости	3	4
не входит в	1	2
одной плоскости с	1	3
и окружающий его	1	1
записок из подполья	3	1
в каждом слове	1	1
принципом видения и	1	1
для него не	1	1
но не только	1	1
этом смысле глубоко	1	1
в зависимости от	3	3
и иваном карамазовым	1	1
должно быть раскрыто	1	1
и в этом	3	6
литературе о достоевском	1	1
и в романе	2	1
смерти все это	1	1
тому как в	1	1
и еще не	1	1
потому что не	1	1
и в сущности	1	1
что у вас	1	1
видения и изображения	4	2
том что все	1	1
достоевского вовсе не	1	1
художественного изображения героя	1	1
и не может	2	2
по сравнению с	1	2
себя в чужих	1	1
ивана карамазова и	4	1
достоевского так же	1	1
из авторского замысла	1	1
же как и	1	2
при всей их	1	1
но он не	1	1
в том и	1	1
потому что у	1	2
нам кажется что	2	1
и поступков человека	1	1
героя о себе	3	1
с авторским словом	1	2
в том что	7	4
в то время	2	1
принцип то есть	1	1
то есть без	1	1
как большой диалог	1	1
это не значит	2	1
не потому что	2	1
с чужою мыслью	1	1
идеи у достоевского	1	3
зрения на него	1	1
его художественной формы	1	1
оно может быть	1	1
то же время	7	3
к творчеству достоевского	1	1
в которых может	1	1
хотя и не	1	1
бы он ни	1	1
одинаково не способны	1	1
полифонический роман достоевского	2	1
же авторской позиции	1	1
у самого достоевского	2	1
дело идет о	2	2
а не слово	1	1
герой достоевского не	1	1
в результате такого	1	1
новое отношение к	1	2
так же как	1	3
и его слово	1	1
и как бы	1	2
в себе все	1	1
именно потому что	2	1
по крайней мере	2	2
в его мировоззрении	1	1
то есть в	3	8
в основе построения	1	1
с их мирами	4	2
по отношению к	11	8
с другой стороны	2	1
что дело идет	1	1
слов о нем	1	1
тем более что	1	1
в отличие от	2	1
а потому и	1	1
словесного стиля достоевского	1	1
конца может развить	1	1
для себя самого	1	1
новой романной структуры	1	1
достоевского не только	1	1
для достоевского не	1	2
он не может	1	1
взаимоотношения с другими	1	1
мы уже отмечали	1	1
в нем и	1	1
достоевского таким образом	2	1
двух или нескольких	1	1
здесь мы должны	1	1
они и не	1	1
лишь для героев	1	1
есть если бы	1	1
смысле этого слова	1	2
она не может	1	2
как и герой	1	1
отношению к герою	1	3
но с другой	1	1
не сливается с	1	1
в его романах	1	4
героя и его	2	1
в романе достоевского	6	1
сочетается с ним	1	1
в данном случае	2	1
и другом случае	1	1
в одном из	2	1
но все же	1	2
в то что	1	1
пределы одного сознания	1	2
в момент его	1	1
и других они	1	1
то есть он	1	1
каждого романа достоевского	1	1
в некоторых из	1	1
как мы сказали	1	3
в литературе о	1	2
том и другом	1	1
можно сказать что	2	2
и не входит	1	1
в них в	1	1
они уже не	3	1
в обычном смысле	1	1
особенности произведений достоевского	1	2
здесь конечно не	1	2
в то же	7	3
в этом отношении	5	2
все стороны его	1	1
автора то есть	1	1
к чужому сознанию	1	1
новая авторская позиция	1	2
но как в	1	1
и человек из	1	1
героя и здесь	1	1
сознания героев в	1	1
друг к другу	1	3
себе самом и	3	1
в его мире	2	1
о себе самом	6	3
что в мире	1	1
уже в первом	1	1
его творчества в	1	1
автора по отношению	1	2
в полном смысле	1	1
в первом произведении	1	1
была для него	1	2
в письме к	1	1
вполне понятно что	1	1
человек из подполья	3	2
с самого начала	2	1
литературе о нем	1	1
в самом деле	2	3
творца полифонического романа	1	1
в его творчестве	2	3
тех или иных	1	1
человека из подполья	3	1
такие герои как	1	1
ни один элемент	1	1
авторского изображения и	1	1
видения и понимания	3	1
входит в его	1	1
по природе своей	1	1
до сих пор	2	2
здесь никогда не	1	1
романах достоевского но	1	1
не согласиться с	1	1
со стороны самого	1	1
говорит об этом	1	1
то же что	1	2
раскольникова ивана карамазова	2	1
