4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_4gram
прямом смысле этого слова	1	1
здесь можно было бы	1	1
роль с одной стороны	1	1
в древней мексике в	1	1
нет необходимости приводить все	1	1
на своего богатырского коня	1	1
есть не что иное	1	1
связан с представлениями о	1	1
коня и поехал за	2	1
в то время как	3	3
и т д все	1	3
эти материалы показывают что	2	1
золотая коса непокрытая краса	1	1
в й главе книги	1	1
и тем не менее	1	2
тридевять земель в тридесятом	1	1
по мере того как	1	2
и в обратном порядке	1	1
народов например у австралийцев	1	1
более высокой ступени культуры	1	1
о проглоченных и извергнутых	1	1
и поехал за тридевять	2	1
не что иное как	1	1
в прямом смысле этого	1	1
долго ли коротко ли	5	1
поехал за тридевять земель	2	1
своего богатырского коня и	1	1
не означает что здесь	1	1
с одной стороны и	1	1
с представлениями о смерти	3	2
стрелец-молодец сел на своего	1	1
что и в сказке	1	1
земель в тридесятом царстве	1	1
за тридевять земель в	2	1
так же как и	1	1
для того чтобы попасть	1	1
это не значит что	1	1
это приводит нас к	1	1
какую картину дает нам	1	1
того чтобы попасть в	1	1
производственным базисом на котором	1	1
имеет какую-то связь с	1	1
и т д если	1	2
посмотрим какую картину дает	1	1
к этой же категории	1	1
сел на своего богатырского	1	1
й главе книги мертвых	1	1
и т д мы	1	1
наряду с этим в	1	1
богатырского коня и поехал	1	1
вход в царство мертвых	1	1
здесь интересно будет привести	1	1
до сих пор мы	2	2
первобытных народов например у	1	1
