2gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_2gram
имеется еще	1	2
все же	8	9
его в	3	6
времени и	1	1
огромное значение	1	1
так например	1	1
всего только	1	1
с полным	1	1
и тоже	3	1
свое место	2	1
чем иным	1	2
в значительной	3	2
и каждый	1	1
даже в	2	1
мы имеем	1	2
и к	3	4
к другому	1	1
говорить не	1	1
даже с	1	1
такой точки	1	1
как о	3	4
таком случае	10	2
кроме того	5	2
которое он	1	1
некоторого рода	7	4
и хочет	1	3
что отношения	1	1
от нее	1	1
сведения о	1	1
то мы	1	1
то здесь	1	1
так и	7	7
чем не	1	1
только еще	1	3
и т	6	1
как человек	1	1
в ту	1	1
в средневековой	1	1
когда мы	6	1
еще и	5	4
у них	1	1
чего другого	1	1
ошибке idem	1	1
тем самым	7	1
то что	38	18
сейчас в	1	1
мыслящего человека	1	1
в более	1	1
и от	3	1
внутри него	1	1
никак не	11	8
а мы	1	1
является поэтому	1	1
от всякого	2	1
голову но	1	1
бы то	2	2
в одном	1	3
имеют свое	1	1
иное как	3	3
нет никакой	2	3
или на	1	1
несмотря на	3	6
а скорее	2	2
характерное для	1	2
в обычном	1	1
нет никакого	1	3
пока только	1	1
говорил о	1	1
связи с	5	7
ни в	6	4
необходимо сказать	6	4
и которые	2	2
то время	1	3
что в	11	5
только после	1	1
нас в	3	4
самый обыкновенный	1	2
собственно говоря	2	1
что их	2	1
как раз	8	5
уже и	3	2
входить в	2	1
которое было	1	1
на первый	4	1
было и	1	1
тоже имеет	1	2
с его	1	1
как только	3	1
обыкновенный человек	1	2
можно усмотреть	1	1
в состав	1	1
что она	4	1
бы и	7	1
что если	4	1
о чем	6	1
себе в	2	1
и что	13	6
важно то	1	2
и все	5	9
вообще же	1	1
содержания и	5	1
модель и	2	1
что представление	1	1
сама собой	4	1
была целая	1	1
никто не	3	1
и речи	3	2
представляет собою	1	2
и о	4	5
но когда	1	1
себя и	1	1
и притом	3	5
из которых	2	1
что эта	1	1
в них	2	2
уже к	1	1
но тем	1	2
этому поводу	2	2
мере не	1	1
и так	1	1
не то	2	2
сам же	1	3
или иное	2	1
не может	13	5
которого мы	1	2
о связи	1	1
если не	4	4
сказать что	24	9
за ними	1	2
то есть	39	21
отнюдь не	5	4
того или	7	1
вместе с	2	7
такого рода	15	2
в том	12	12
и который	1	3
имея в	2	1
в его	7	12
которое уже	1	1
это просто	1	1
от всяких	2	2
кстати сказать	1	1
не входит	1	2
именно о	1	2
разного рода	4	4
сам собою	1	1
говорится о	2	4
от того	1	1
о том	18	12
между тем	1	2
везде здесь	1	1
она действительно	1	1
науки о	1	1
отношение к	1	2
самое большее	3	1
то обстоятельство	1	1
в виду	8	3
который и	1	1
на то	6	2
еще в	2	5
да и	10	2
уже о	4	1
имеется в	3	1
есть только	8	3
символа этот	1	1
мы и	6	2
является символом	1	2
не все	4	2
как мы	5	2
это ясно	1	1
может быть	18	7
и можно	3	1
то в	1	1
и его	1	6
всего мира	1	1
не снижает	1	1
правда в	2	1
и кроме	1	1
нужно было	1	1
только тогда	3	3
в отношении	4	3
были бы	2	1
вовсе не	37	8
она не	3	1
который является	1	1
была бы	1	2
к ним	1	1
в тех	2	1
в виде	6	10
не на	1	1
с тем	3	5
я не	1	2
здесь нет	1	1
стороны это	1	2
настоящее время	16	3
