4gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_4gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_4gram
а вовсе не для	1	1
указывает на то что	3	1
но еще и потому	1	1
в то время как	1	3
необходимо обратить внимание на	1	1
прежде чем перейти к	2	1
свидетельствует о том что	2	1
не чем иным как	1	2
или по крайней мере	1	1
что бы то ни	1	1
уже по одному тому	1	1
не что иное как	2	3
еще и потому что	1	1
не говоря уже о	1	1
в связи с этим	1	1
чем иным как именно	1	1
дело в том что	3	2
если оставить в стороне	1	1
как мы увидим ниже	2	1
бы то ни стало	1	1
во что бы то	1	1
а в дальнейшем и	1	1
но в то же	1	1
по одному тому что	1	1
уже содержит в себе	1	1
одним и тем же	1	1
есть в данном случае	1	1
мы должны сказать что	1	1
