2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram
раз наоборот	1	1
случаях герой	1	1
его в	9	6
все же	9	10
коне или	1	1
в царство	2	7
теперь к	1	1
связь с	12	4
так например	2	6
этих случаях	8	2
куда глаза	1	2
подобно тому	1	1
в точности	5	2
почему иван	1	1
довольно много	1	1
не лучше	1	1
даже в	4	4
эти материалы	1	2
себя за	1	1
в калифорнии	3	1
воas неи	1	1
мы имеем	7	13
в иное	7	4
и к	1	1
право на	2	2
у смирнова	1	1
время обряда	2	1
получает от	1	1
но здесь	1	1
в могилу	2	2
волшебное средство	9	3
своего отца	3	2
независимо от	1	1
мы читаем	2	1
волшебного средства	1	2
к ложным	1	1
и всей	1	1
или один	1	1
мы здесь	2	3
от низшей	1	2
сказку как	2	1
из таких	2	1
то мы	2	4
его и	2	2
связан с	3	1
так и	10	9
то здесь	2	2
в иных	1	1
коня на	1	1
харузин неи	1	1
и т	27	25
уже давно	1	1
трех раз	1	1
это легко	1	1
в другой	3	1
золотые волосы	1	1
когда мы	1	2
и у	5	1
к своей	3	1
у них	1	1
есть нечто	1	1
то что	16	9
подземный мир	2	1
но как	1	1
из сказки	1	2
он действует	1	1
не как	1	3
более ранней	1	1
д к	6	1
в более	1	1
с дарителем	1	1
материалы по	2	1
имеем и	2	1
предысторического периода	1	1
могут служить	1	1
и жизни	1	1
его как	2	2
доживает до	1	1
имеет в	1	1
в особенности	2	2
наряду с	3	3
сказки где	1	1
дает сказка	2	2
бы думать	1	1
с падением	1	1
легче всего	1	1
представлением о	2	1
должна быть	2	5
в русских	2	1
отношении что	1	1
основаны на	1	1
в одном	5	5
на который	1	1
иное как	3	1
фрэзер говорит	2	1
или на	2	3
так много	2	1
попадают в	1	1
через которую	1	2
та же	1	1
все стадии	1	1
к которому	1	5
мы получим	1	2
нет никакого	1	1
связи с	3	4
если бы	2	8
один вид	1	1
в мифе	2	2
между собой	1	4
то время	1	3
что в	14	12
герой попадает	1	3
нас в	1	2
в сказке	47	44
до трех	1	1
волшебного помощника	2	1
это слишком	1	1
однако в	2	2
песен и	1	1
в начале	1	3
в фольклоре	2	1
а как	2	1
поставленный в	1	1
в своей	4	1
хотя он	1	2
как раз	1	2
у своего	1	1
или же	3	1
древнее и	1	1
но если	1	2
наоборот так	1	1
в основе	1	4
его по	1	1
этом случае	3	1
мы устанавливаем	1	1
и социальной	1	1
что она	3	5
как правило	1	4
что если	1	2
очень часто	1	3
их имена	1	1
зависимости от	1	2
с представлением	3	1
и что	5	10
еще одну	1	2
и все	2	1
том отношении	1	1
с героем	1	2
на этот	2	2
сказку но	1	1
бы мы	2	2
еще одно	1	1
ты не	1	5
после того	2	1
для чего	1	1
отправка в	1	2
или он	3	1
найти в	1	1
из которых	5	3
уже видели	1	1
стоит на	2	2
что эта	3	1
в них	1	1
сообщается что	1	1
или нет	1	1
о смерти	1	6
в свет	1	1
условия и	1	1
фигурирует в	1	1
при изучении	2	1
не есть	2	2
очень возможно	1	2
те же	3	1
которых надо	1	1
и так	1	1
а он	1	1
или иное	1	1
