2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram
когда они	1	1
и тех	1	1
все же	4	3
его в	1	2
речи и	15	6
вытекает из	3	3
об отношении	3	2
самой природе	1	2
являются с	1	1
связь с	2	1
по нашему	1	1
между которыми	2	1
что наличие	2	1
пиаже не	3	1
в собственном	3	1
подобно тому	2	4
и независимо	1	1
быть понято	1	1
известном смысле	1	7
общего с	2	2
есть функция	2	1
речи по	1	1
так точно	2	4
на основании	1	2
он прежде	2	1
мы имеем	3	1
и к	6	2
с языком	1	1
речи для	2	1
то почему	1	2
процесса образования	1	2
в наших	1	1
равно что	1	1
независимо от	4	1
в развитии	26	28
а есть	1	1
которое он	1	1
все обучение	1	1
это общий	1	1
отчета в	2	2
что при	3	1
с необходимостью	1	5
и умственного	1	2
нашей гипотезы	1	5
его психологическую	1	1
которым мы	5	1
исследования пиаже	3	2
то мы	1	1
так и	8	7
это очевидно	1	1
не является	9	5
еще и	1	3
речи есть	1	2
до лет	2	3
за пределы	2	4
границу отделяющую	1	1
один и	1	3
в известном	2	8
есть нечто	2	1
тем самым	3	8
пиаже показал	1	1
на общее	1	1
то что	20	26
но как	1	3
он действует	1	1
от ребенка	1	3
сейчас в	2	1
в более	2	2
и от	1	2
что исследование	1	1
из того	4	11
мы вынуждены	1	2
ребенок приходит	1	1
бы то	1	1
исключительно в	1	1
для развития	1	6
самой природой	1	2
это представление	3	1
же ребенок	1	1
появляется у	1	1
в одном	2	3
тому же	1	2
в воображении	1	1
или на	1	1
в высшей	7	2
чем для	2	1
к речи	2	1
несмотря на	4	1
той же	2	4
же есть	1	1
мышления и	16	4
если бы	8	8
иначе говоря	2	1
от развития	1	5
к которому	6	4
и общей	1	1
язык взрослых	2	1
в обоих	1	1
заключенное в	1	1
связи с	9	3
общее понятие	1	1
ни в	2	1
силу этого	1	1
детского разговора	1	1
же точно	1	1
и которые	1	1
существующую между	1	1
и той	2	1
между собой	1	13
что в	14	16
речи к	7	2
нигде не	1	1
нельзя допустить	1	1
для объяснения	1	4
однако в	1	1
он является	2	1
допустить что	1	3
в начале	4	1
друг от	2	4
за ним	1	1
пиаже в	8	3
в своей	4	2
языка не	1	2
как раз	4	1
форм и	1	2
уже и	2	1
но если	2	6
которые являются	1	2
друг с	2	7
на первый	1	1
к числу	1	1
в основе	3	8
означает не	1	1
что можно	3	1
с его	4	1
детской психологии	5	1
этих двух	2	3
как только	2	1
речь есть	1	3
мы пытались	1	2
процессе развития	7	4
что она	3	2
все более	1	1
как правило	1	1
в той	1	6
не влияет	1	2
из ничего	1	1
что если	2	4
развития речи	8	1
зависимости от	6	2
сказать так	1	1
и что	8	12
показал что	5	3
и богатый	1	1
есть совершенно	1	2
потребности в	1	2
выяснить как	1	1
не происходит	1	1
такое объяснение	3	1
в применении	2	1
и все	3	1
содержания и	1	1
мы говорим	1	2
проб и	5	1
или менее	2	1
никто не	1	2
на этот	6	4
ребенок не	2	6
на протяжении	2	2
и заключается	1	1
сам пиаже	6	3
которая и	1	1
помощью которого	2	2
что на	2	1
и о	1	1
видим таким	1	1
его книги	1	1
раз навсегда	1	1
он начинает	1	1
после того	1	1
длится до	1	1
ставит вопрос	1	1
и притом	1	1
из которых	3	3
как можно	1	1
мысли как	1	2
что эта	6	3
в них	4	2
это положение	1	1
функций и	1	5
только не	1	3
или нет	1	1
первом месте	1	1
мы приходим	1	1
место в	1	1
образом как	2	1
но тем	1	1
иметь в	1	1
на деле	5	1
всеми своими	1	1
не есть	1	4
что все	4	6
объяснения в	1	1
между этими	1	1
не то	2	4
действия и	3	1
попытались сделать	1	2
те же	3	2
не может	9	18
могут быть	2	4
следующим образом	2	1
которого мы	1	1
язык и	1	2
речи у	6	1
там где	6	1
позволяет нам	1	1
к внутренней	5	3
мы видели	6	3
предметов в	1	1
ко всем	1	1
что пиаже	7	1
сказать что	6	13
словесной плоскости	1	1
того или	1	1
не могло	2	1
вместе с	6	4
его мысли	4	3
виде в	1	1
он должен	2	5
сознания и	1	2
дети не	1	1
но развитие	1	1
должна оказаться	1	1
образующих ее	1	1
зрения была	1	1
мы знаем	7	3
в том	33	18
этими процессами	1	1
относятся к	2	1
о языке	2	1
является то	2	2
в речевом	1	2
в его	2	11
все равно	2	2
верно что	1	2
с развитием	4	2
и т.п	7	1
процессов в	1	2
зрения которые	1	1
является общим	1	1
на всем	2	2
как они	1	3
речевом развитии	1	2
от внешней	5	1
себе отчета	2	1
не существует	3	1
и может	1	3
когда индивид	1	1
приводит к	5	7
от того	2	3
о том	9	8
речи в	6	6
между тем	1	3
чем он	1	2
утверждая что	1	1
моментов в	2	1
речи как	3	4
он принимает	1	1
ими в	1	1
на вопрос	4	5
то обстоятельство	1	2
в виду	6	2
на то	6	1
который мы	1	2
падают на	1	1
другом месте	2	4
самую существенную	1	1
да и	1	1
в самой	3	1
с помощью	5	10
которых он	3	2
ребенка к	1	4
понятие о	2	1
что между	2	4
в сферу	1	1
должны быть	1	2
при отсутствии	1	1
для этой	1	1
как мы	6	10
речи является	3	2
это верно	1	1
а потому	1	3
двух лет	1	1
в детской	1	1
к которым	4	2
по мере	1	2
моменты которые	2	1
известно что	1	1
может быть	9	9
основной вопрос	1	1
находим в	1	1
и его	4	3
содержатся в	1	1
что значит	1	3
не можем	3	1
развития в	6	6
мысли но	1	3
ребенка который	2	1
вдаваться в	1	1
на ту	1	1
в сфере	1	5
с таким	6	3
и обратно	2	1
уже говорили	3	1
как его	1	1
речи все	3	1
в отношении	6	9
ибо она	1	1
эту мысль	1	2
первостепенное значение	1	1
были бы	2	1
внутренняя речь	3	7
развития мы	1	2
вовсе не	6	2
она не	1	1
вопросу о	1	1
для всей	2	1
себе мы	1	1
есть не	1	2
процессы развития	1	1
развития одной	1	1
ребенка не	5	3
к ним	1	2
же самого	1	3
это как	1	1
ответить на	1	4
мышления является	2	1
в виде	1	1
роль подражания	1	1
с тем	1	3
на развитие	1	2
это есть	2	4
ребенка эта	1	1
я не	1	2
который в	4	1
переход к	1	3
момента в	1	1
речи что	1	2
обратиться к	1	2
за собой	2	1
эта теория	2	4
из этого	1	2
только один	1	2
том смысле	1	1
нас интересует	2	2
детской речи	19	2
той или	2	1
равным образом	1	1
бы в	1	4
вслед за	1	2
своей мысли	1	2
отличие от	3	2
на которых	2	1
теории которая	2	3
сравнению с	5	5
она в	1	1
на пороге	1	4
тот же	7	5
эту общую	1	1
для обозначения	2	1
этой теории	3	5
и ко	1	1
на которые	1	3
и других	2	1
одном и	1	1
которых в	1	1
чтобы увидеть	1	1
со стороны	3	1
свою собственную	2	1
как он	6	6
же мы	1	2
уже сказано	3	1
не касаясь	1	2
уже на	1	2
мы хотели	2	1
должны будем	2	1
наталкивается на	2	1
развития из	1	2
сказать по	1	1
ее главнейших	1	1
нас к	2	3
проблемы в	1	1
перед ним	1	1
в частности	6	3
связаны между	1	3
учения о	2	2
взаимная зависимость	1	1
и внутри	1	1
сейчас нас	1	1
ребенка на	2	4
говорит штерн	1	1
с которой	2	1
как процесс	2	3
в следующем	3	1
показывает что	1	5
ответ на	1	3
к логике	2	2
и даже	5	2
может не	1	1
вопроса о	1	3
следует сказать	1	1
пиаже с	1	1
нет у	1	1
являются в	1	1
того чтобы	12	17
во внимание	1	2
то это	1	2
в своих	1	2
только в	4	10
в смысле	1	3
речи мы	4	3
мышление ребенка	7	3
в этой	6	6
так сказать	1	1
об умственном	1	1
другой стороны	1	2
развитие как	1	4
что является	1	2
роли в	2	1
отношению к	5	12
само по	2	2
после этого	2	1
если верно	1	2
что уже	1	1
их развития	1	5
к выводу	6	1
внешняя речь	1	1
