2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
начинает применять	1	2
все же	6	5
его в	3	6
приводят нас	3	1
находящийся на	1	1
распадаются на	1	1
является по	1	2
ко всей	1	2
новое понятие	2	1
его развитии	2	2
различных предметов	1	1
подобно тому	1	2
слово к	1	1
что развитие	3	6
подростка и	5	1
связанных между	1	1
корни в	1	2
в комплексах	1	3
до последнего	1	1
в развитии	24	25
мышлением и	1	4
иначе как	1	2
выражается в	1	2
нашего исследования	1	4
ключом к	1	4
не является	8	5
друга как	1	1
и у	6	2
одному признаку	2	1
картина умственный	1	1
в известном	4	2
псевдопонятия составляют	1	1
то что	15	15
ассоциативным путем	1	2
основной вывод	5	1
с понятием	3	1
это обобщение	3	1
наряду с	3	3
же слова	2	2
предметов что	1	2
как причины	1	1
ребенка все	1	1
для развития	3	2
все его	1	1
более подробно	1	1
тому же	1	6
или на	1	1
на отдельные	1	1
мышления и	23	14
связи с	9	3
и которые	3	2
и той	2	4
между собой	13	5
то время	4	1
психологической природы	2	1
закон построения	2	1
уже и	1	2
которые являются	2	1
относительно рано	1	1
на первый	2	4
с понятиями	4	2
речевого общения	4	1
является функциональное	1	1
этом случае	1	3
мышления эту	1	1
все более	2	2
очень часто	2	2
отношении является	2	1
имеет свое	2	1
от понятий	1	1
они выполняют	1	1
и речи	20	2
операции с	1	1
из которых	5	1
не есть	3	2
человека мы	2	2
понятно что	1	2
могут быть	5	7
со значением	1	1
связано с	1	1
и одновременно	2	1
в его	15	11
правда с	1	1
показывают как	1	2
все равно	1	1
той и	1	1
комплексным мышлением	2	5
и другим	1	1
и может	2	1
в процессах	1	3
и подростка	1	1
самую мысль	1	1
которых каждая	1	1
является основной	1	1
во всей	1	4
развития детского	2	11
по мере	1	4
к которым	4	2
суждение и	1	1
этот раз	1	1
слова или	4	1
между ребенком	2	2
понятий оказываются	1	1
между двумя	2	2
готовом виде	2	5
ни было	2	1
задачи и	5	1
образом что	2	4
бы в	2	3
в мышлении	11	21
функциональное значение	5	2
сравнению с	3	3
мышлении взрослого	1	4
слова которые	1	1
это делает	1	1
уже сказано	5	4
понятий уже	1	1
понятий является	3	3
как говорит	5	2
элементов между	1	1
живом виде	1	1
мышлении в	2	2
условиях экспериментального	1	1
другой стороны	3	9
отношению к	2	1
быть так	1	1
в псевдопонятии	2	1
понятий возникает	1	2
что уже	1	2
к выводу	2	2
его развития	3	1
то и	4	1
в роли	2	1
к этому	3	4
развитии понятий	3	2
но для	1	2
характера мы	1	1
и не	10	8
понятий но	4	3
со всеми	6	3
выше мы	1	1
таким образом	17	25
по своему	11	4
связанные с	2	1
тем что	8	7
тогда когда	4	8
сравнению со	1	1
интеллектуальных операций	4	3
этой третьей	1	2
и мышления	2	3
второй фазой	1	1
смысле этого	4	7
области развития	1	1
все эти	7	5
характеризуется как	1	1
этот процесс	3	6
в данном	1	2
мышления а	2	3
этого взгляда	1	1
детских понятий	1	17
целого ряда	1	2
с самого	6	1
вторую ступень	1	1
основе этого	2	2
и того	4	5
на его	2	3
как известно	3	3
многие психологи	2	1
на процесс	2	1
маленькое повествование	1	1
образование понятий	6	5
перед нами	10	5
как если	1	1
говорили выше	2	3
постоянного и	1	1
отличается от	3	2
с двух	1	2
к интересующей	1	1
целым рядом	2	1
по типу	5	2
самое слово	1	3
форму мышления	1	1
является проблема	2	1
слов и	5	1
следующем виде	1	2
своей природе	1	1
в поведении	5	1
с первого	1	3
в своем	4	4
основе связей	1	1
одного из	2	1
исследований процесса	1	1
не по	1	2
за простой	1	1
не являются	1	3
включается в	1	2
и оказывается	1	1
мы никогда	2	1
детского мышления	8	24
как и	15	9
собой в	1	1
слова ребенка	1	2
на котором	2	2
значения слов	5	3
поэтому в	2	1
на более	1	2
и в	25	20
указывающие на	1	1
обоих этих	1	1
нового шага	1	1
те интеллектуальные	1	1
при определении	1	2
этой фазе	1	1
снизу вверх	1	2
последнего времени	1	2
но не	6	3
развитии детской	1	1
одновременно с	1	3
речи то	1	1
для нас	2	4
первых слов	2	1
играет решающую	1	1
по существу	1	3
что следовательно	1	2
основе комплексного	1	1
образованию понятий	6	1
что слова	2	5
который не	1	2
с этим	4	5
но это	5	1
процесс развития	2	13
принять за	1	1
когда он	3	3
вообще в	1	1
же в	2	1
подростка становится	1	1
эти авторы	1	1
ребенка но	3	1
интеллектуальные операции	1	2
приписывать ребенку	1	1
по сходству	1	1
которые устанавливаются	1	3
