4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part3_wordlist_4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part7_wordlist_4gram
еще вернемся в последней	1	1
же характер носит и	1	1
кончается одно и где	1	1
в том числе и	2	2
мы уже упоминали о	1	2
мы еще вернемся в	1	2
мы имеем в виду	2	1
есть не что иное	1	1
начала и до конца	2	4
от старого к новому	1	2
все священное и высокое	1	1
иногда бывает трудно провести	1	1
все дело в том	1	1
в четвертой книге рабле	1	1
как мы уже говорили	1	2
с начала и до	2	4
такой же характер носит	1	1
истины и убеждения в	1	1
в первой книге романа	1	2
за то что тот	1	1
по ту сторону всяких	1	1
установления истины и убеждения	1	1
формах и выражениях проникает	1	1
не что иное как	1	1
здесь как мы видим	1	1
имеет дело не с	1	1
и прежде всего в	1	1
положительные и отрицательные черты	1	1
но на самом деле	1	1
и в романе рабле	1	2
старого к новому от	1	2
слияние хвалы и брани	1	1
можно было слышать в	1	1
и где начинается другое	1	1
в то же время	9	6
и убеждения в ней	1	1
вернемся в последней главе	1	1
то же время это	1	1
в романе рабле у	1	1
одно и где начинается	1	1
дело в том что	2	1
мы уже говорили что	1	1
в средние века и	1	1
в раблезианской системе образов	1	1
но в то же	3	4
где кончается одно и	1	1
