2gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_2gram
есть как	1	1
все же	2	9
его в	2	6
времени и	4	1
платон в	1	1
и тоже	2	1
вся эта	2	1
чем иным	2	2
этой трагедии	1	3
не худо	1	1
обратно на	1	1
в значительной	2	2
он теперь	1	1
и каждый	2	1
среди этих	1	1
даже в	1	1
на душе	1	2
но тогда	1	1
мы имеем	6	2
и к	3	4
к другому	1	1
человеческой истории	1	1
как о	3	4
мы читаем	2	6
таком случае	1	2
кроме того	4	2
некоторого рода	2	4
глубоко и	3	1
от нее	1	1
то мы	2	1
так и	10	7
чем не	1	1
только еще	1	3
что символика	1	1
и т	4	1
когда мы	5	1
еще и	3	4
и у	1	5
с зевсом	1	4
предисловии к	1	1
тем самым	4	1
то что	15	18
этой жизни	1	1
сейчас в	1	1
не как	1	1
и от	6	1
с разными	1	1
не прямо	3	2
никак не	4	8
думал что	1	1
превращения ее	1	1
эти мифологические	1	1
от всякого	1	1
отвлечься от	1	1
бы то	1	2
появляется у	2	1
в одном	4	3
в свою	1	2
цивилизации в	1	1
иное как	2	3
тому же	2	1
нет никакой	4	3
несмотря на	4	6
i мало	1	1
нет никакого	3	3
это уже	3	2
связи с	3	7
космоса и	2	2
ни в	17	4
из двух	1	1
типа в	1	1
необходимо сказать	3	4
то время	2	3
что в	3	5
он с	2	1
прометей как	1	8
нас в	1	4
однако в	2	3
однако подобного	1	1
в начале	3	3
за ним	2	1
в своей	4	22
как раз	4	5
уже и	3	2
входить в	1	1
все в	3	3
на первый	1	1
чтобы был	1	1
всякого человека	1	1
и миф	1	1
с его	2	1
этого счастья	1	1
символ здесь	1	2
что она	4	1
бы и	3	1
примеров мы	1	1
что если	1	1
обратить внимание	1	3
о чем	1	1
себе в	3	1
и что	2	6
от страха	1	1
которые как	3	1
и все	8	9
то только	2	1
этого анализа	1	1
никто не	2	1
которое указывает	1	1
о подлинном	1	1
человеческой жизни	5	2
представляет собою	1	2
в ночь	1	1
поскольку однако	1	1
и о	5	5
уже вполне	1	1
жизни и	5	2
в поэме	1	2
ему и	1	1
в противоположность	1	3
и притом	2	5
из которых	3	1
в мировой	1	1
что эта	1	1
в них	5	2
для искусства	3	1
и весь	3	1
при изучении	1	1
этому поводу	1	2
мере не	5	1
и так	1	1
раз только	1	1
не то	2	2
сам же	1	3
а он	1	1
не может	5	5
сомневается в	1	1
могут быть	1	1
человеком а	1	2
если не	3	4
и видение	1	1
сказать что	7	9
лишь с	1	1
то есть	27	21
отнюдь не	10	4
находил в	1	1
того или	3	1
других областях	1	1
вместе с	5	7
слова но	3	1
символ человеческого	1	1
такого рода	7	2
в том	20	12
здесь говорится	1	2
все прочие	1	1
в его	3	12
это время	1	2
это просто	1	1
этот образ	1	2
и прочие	1	2
разного рода	1	4
говорится о	1	4
о том	5	12
xx в	1	1
отношение к	1	2
символом человеческой	1	1
в виду	6	3
на то	1	2
который мы	1	1
в самой	4	3
да и	5	2
большинстве случаев	1	1
уже о	1	1
в черном	1	1
кратчайшей форме	1	1
есть только	2	3
которая не	3	1
мы и	1	2
здесь вообще	1	1
эта картина	1	1
является символом	6	2
не все	1	2
как мы	3	2
однако не	4	1
так чтобы	2	1
это ясно	2	1
к которым	1	1
может быть	9	7
и можно	5	1
то в	2	1
и его	10	6
всего мира	1	1
правда в	3	1
в отношении	4	3
были бы	3	1
этого стихотворения	1	1
вовсе не	21	8
который является	2	1
себя самого	1	2
он прекрасен	1	1
была бы	2	2
искусства в	1	1
в виде	22	10
не на	1	1
с тем	4	5
а после	1	1
здесь нет	3	1
стороны это	1	2
настоящее время	1	3
прометея как	1	17
который в	1	9
ни было	2	1
из этого	3	4
том смысле	2	1
этот символ	3	1
в символе	6	2
здесь не	7	7
даже если	3	1
о себе	3	2
той или	14	1
от тех	1	1
ни о	4	1
бы в	1	1
и нет	1	2
иным как	2	2
говоря уже	2	1
тот же	2	3
для них	2	3
сравнении с	2	3
то чтобы	1	1
тем как	1	2
ею и	1	1
мы встречаемся	1	1
стихотворении н	1	2
в таком	6	2
но является	3	1
в частности	2	4
что здесь	6	2
качестве символа	1	1
здесь символ	1	1
менее в	1	1
то он	2	1
на этой	2	1
вот тут-то	1	1
и даже	9	14
не было	3	1
третьестепенное значение	1	1
и очень	5	1
и тем	7	3
значительной мере	2	2
того чтобы	2	2
и при	1	1
в своих	1	1
только в	23	9
в смысле	5	4
в античной	1	2
тоже не	1	2
больше всего	1	1
другой стороны	6	6
с ними	2	1
в этой	4	10
из тех	1	2
живые существа	1	1
не могли	2	1
то и	5	2
необходимо будет	1	1
всяком случае	4	2
античной мифологии	1	2
свидетельствует о	2	2
веры в	1	1
тут-то и	1	1
мыслить и	1	1
есть самый	1	1
и вполне	5	4
но для	1	2
и сама	3	2
символики это	1	1
как в	5	2
во всяком	8	2
говорит не	1	1
и не	28	12
верить в	1	1
себе а	1	2
со всеми	2	2
и вообще	6	9
и бессмертных	1	2
таким образом	8	13
тем более	4	1
близка к	1	1
не говоря	3	1
жизни в	2	4
вместе со	1	1
и слишком	1	1
разве только	1	1
тем что	3	2
не думает	1	1
уже в	4	2
образ этот	1	1
с теми	1	1
и после	1	3
трактуется как	3	1
это и	4	1
образ самого	1	1
и самих	1	1
для получения	1	1
и общественной	1	1
не только	24	18
и полной	2	1
указать хотя	1	1
он не	2	3
отличать от	1	1
которые тоже	2	1
все эти	16	2
вот что	1	1
только путем	1	1
есть он	1	1
гесиода и	1	1
это был	1	1
в данном	6	2
здесь вовсе	1	1
в атмосфере	1	2
ряд своих	1	1
хотя уже	1	1
тем же	1	3
нас и	1	2
в литературе	2	1
и потому	7	1
содержит в	8	1
с самого	1	1
здесь конечно	2	2
в их	1	1
т д	3	1
мы находим	2	7
мира и	1	2
