4gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_4gram
заключается в том что	13	5
том что те и	1	1
понятий в школьном возрасте	2	2
в том числе и	2	1
созревающих чем категория причинных	1	1
не содержит в себе	1	1
состоит в том что	3	2
нашей рабочей гипотезы относительно	1	1
словах потому что и	1	1
понятиями по сравнению с	1	1
но вместе с тем	2	1
житейского и научного понятий	1	1
не совпадают друг с	1	1
потому что и хотя	1	1
совпадают друг с другом	1	1
пути развития проделываемого научными	1	1
развитии научных понятий в	1	1
поздно созревающих чем категория	1	1
развитие научных понятий опережает	1	1
гипотезы относительно своеобразного пути	1	1
понятий или значений слов	1	1
в школьном возрасте и	1	1
не что иное как	1	1
между обучением и развитием	2	5
от общего к частному	1	2
развития житейских и научных	1	1
и того же ребенка	2	2
что при наличии соответствующих	1	1
наличии соответствующих программных моментов	1	1
из них заключается в	2	1
всей истории умственного развития	1	1
в том что мы	1	2
развития в школьном возрасте	1	1
этапе показал что при	1	1
если принять во внимание	1	2
них заключается в том	2	1
от частного к общему	1	2
возникает в мышлении ребенка	1	1
в основе этого явления	1	1
развития проделываемого научными понятиями	1	1
моментов в образовательном процессе	1	1
то что развитие научных	1	1
в том смысле что	1	2
мы говорили что в	1	1
одного и того же	5	4
в том что в	1	1
не остановиться на этом	1	1
на то что в	1	1
с этой точки зрения	4	1
принципиально нового по сравнению	1	1
в тот момент когда	1	1
в то время как	1	5
раньше усваивает слово цветок	1	1
житейских и научных понятий	2	5
области научных понятий мы	1	1
понятие в собственном смысле	2	1
научных понятий для этого	1	1
тех и других понятий	2	4
спонтанных и научных понятий	2	2
становится непонятным каким образом	1	1
той что давала категория	1	1
научных понятий опережает развитие	1	1
том что в основе	1	1
одной и той же	4	3
проделываемого научными понятиями по	1	1
одном возрастном этапе показал	1	1
научных понятий в школьном	2	1
частному и от частного	1	2
образовательном процессе развитие научных	1	1
пути развития житейских понятий	1	1
первый из них заключается	2	1
один и тот же	7	1
к частному и от	1	2
возрастном этапе показал что	1	1
в частности научных понятий	1	1
истории умственного развития ребенка	1	1
более поздно созревающих чем	1	1
развития научных понятий в	2	2
мы имеем дело с	1	1
понятия стоят в ином	1	1
в ином отношении к	1	1
своеобразного пути развития проделываемого	1	1
мы могли бы сказать	2	2
очевидно это не может	1	1
общего к частному и	2	2
и от частного к	1	2
что давала категория причинных	1	1
ребенка можно было бы	1	1
нового по сравнению с	1	2
на каждой возрастной ступени	1	1
мы видим таким образом	4	1
точно так же как	1	1
что развитие научных понятий	3	1
показал что при наличии	1	1
чем категория причинных отношений	1	1
в собственном смысле слова	1	1
что те и другие	2	1
одном и том же	1	2
так же как и	4	1
мы не станем повторять	1	1
научными понятиями по сравнению	1	1
принять во внимание что	1	1
при переходе от одной	1	1
в первую очередь в	2	1
вопрос о том как	1	1
по сравнению с тем	1	1
и того же по	1	1
у одного и того	2	2
и становится непонятным каким	1	1
того же ребенка обнаруживают	1	1
программных моментов в образовательном	1	1
ничего принципиально нового по	1	1
рабочей гипотезы относительно своеобразного	1	1
на словах потому что	1	1
усваивает слово цветок чем	1	1
внимание на то что	1	1
житейские и научные понятия	1	2
в том что развитие	1	1
друг с другом в	1	1
с тем что мы	1	1
не видит того что	1	1
процессе развитие научных понятий	1	1
прежде чем перейти к	1	1
научных и житейских понятий	1	5
понятий опережает развитие спонтанных	1	1
только в том что	2	1
по сравнению с житейскими	1	1
обрывающихся на словах потому	1	1
в образовательном процессе развитие	1	1
те и другие понятия	4	1
видим таким образом что	4	1
связи и отношения между	1	1
стоят в ином отношении	1	1
при наличии соответствующих программных	1	1
можно было бы условно	1	1
в области научных понятий	1	3
относительно своеобразного пути развития	1	1
относятся друг к другу	1	1
в каком отношении находятся	1	1
умственного развития ребенка в	1	1
в самом деле как	1	1
давала категория причинных отношений	1	1
заключается только в том	1	1
соответствующих программных моментов в	1	1
на одном возрастном этапе	1	1
могли бы сказать что	2	2
