3gram	Potebnia_Myslijsyk_partition_part3_wordlist_3gram	Potebnia_Myslijsyk_partition_part1_wordlist_3gram
все то что	2	1
в себе самом	1	1
в первом случае	1	2
в ребенке только	1	1
вместе непонимание всякое	1	1
можно бы было	1	1
для того чтобы	2	3
о том что	1	1
на то что	1	1
словом и мыслью	1	1
на самом деле	1	1
не только не	2	2
как и в	2	2
не есть еще	1	2
более или менее	1	3
для душевной жизни	1	1
что и в	3	3
понимают друг друга	1	1
остаются неопределенными humboldt	1	1
что как бы	1	1
так что в	2	1
от того что	1	5
по себе а	1	4
в том смысле	4	3
есть нечто постоянно	1	1
и в слове	1	2
обозримое в целом	1	1
заключена только в	1	1
для нас в	1	1
то же единство	1	1
с этим последним	2	1
в том что	13	16
ее не было	1	1
если б ее	1	1
это так кажется	1	1
по всей вероятности	1	1
с таким образом	1	1
отношение слова к	1	1
смотреть как на	1	3
притом не только	2	1
не может стать	1	1
в этих словах	1	1
посредником между людьми	1	1
в мыслях вместе	1	1
с этой стороны	1	2
того что не	1	1
но не в	1	1
но тем не	3	2
в то же	3	5
но вслед за	1	1
можно заметить что	1	1
потому что я	1	1
то же следует	1	1
по себе и	1	1
в собственном смысле	1	2
истории языка в	1	1
и слово так	1	1
в живой речи	1	2
сама по себе	3	2
т с но	3	1
в таком случае	2	2
в зародыше но	1	1
зависит от того	2	2
мы не в	1	1
б ее не	1	1
в логике но	1	1
нам остается только	1	1
об том что	1	1
то тем самым	1	3
мы не можем	1	2
после того как	1	1
не заключает в	1	2
судить о ее	1	1
так что законы	1	1
племени народа человечества	1	1
именно того что	1	1
не могут понять	1	1
таким а не	1	1
легко может быть	1	1
то время когда	1	1
само по себе	4	3
сами по себе	1	1
и связанное с	1	1
сила не в	1	1
между тем в	1	1
заключается в том	1	1
себя то и	1	1
тем что в	1	1
будет принять что	1	2
не только в	3	4
если б мы	1	1
конечно если бы	1	1
уменьшится от того	1	1
в том как	3	3
и может быть	2	2
слова от мысли	1	1
только посредством него	1	1
и в говорящем	1	1
бы не были	1	1
быть не может	2	1
том смысле в	3	1
только при помощи	1	1
следующие за ним	1	1
что мысль в	2	1
лишь в том	1	1
потому что не	4	3
язык во всем	2	1
с такой точки	1	1
же следует сказать	1	1
то же время	3	5
необходимость слова для	1	1
точно так как	6	6
может быть назван	1	1
к божественному началу	1	1
в свою очередь	4	3
