4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_4gram
с переходом на земледелие	1	1
не сам по себе	1	1
и в русской сказке	1	1
пришли в дремучий густой	1	1
все это показывает что	1	1
но наряду с этим	1	1
в тот момент когда	2	1
и т д все	1	1
при встрече с ягой	1	1
т д все эти	1	1
но вместе с тем	1	3
и т д то	1	1
и т д и	2	1
должны себе представить дело	1	1
стоит в связи с	1	1
только взошли в него	1	1
по мере того как	2	1
и т д по	1	1
взошли в него сильный	1	1
себе представить дело так	1	1
с другой стороны с	1	1
с другой стороны в	1	1
на этой стадии появляются	1	2
и пришли в дремучий	1	1
таким образом мы видим	1	1
это происходит потому что	1	1
точно так же как	1	1
его с тем что	1	1
выше мы видели что	1	1
в него сильный сон	1	1
него сильный сон стал	1	1
шли они шли и	1	1
понимать язык птиц и	1	1
дело не в количестве	1	1
лес только взошли в	1	1
мы имеем и в	1	1
сильный сон стал одолевать	1	1
мы должны себе представить	1	1
в русской сказке в	1	1
иметь в виду что	1	1
шли и пришли в	1	1
во всех этих случаях	2	1
представить дело так что	1	1
в дремучий густой лес	1	1
и т д требует	1	1
имеем и в вавилоне	1	1
не в количестве примеров	1	1
мы не будем здесь	1	2
как мы увидим ниже	1	2
мы уже знаем что	2	1
здесь мы видим что	2	1
и вместе с тем	2	1
только после того как	2	1
прийти к заключению что	1	2
густой лес только взошли	1	1
сон стал одолевать их	1	1
но дело не в	1	1
подробнее мы это увидим	1	1
тот момент когда он	1	1
они шли и пришли	1	1
мы приводить не будем	1	1
дремучий густой лес только	1	1
