3gram	Losev_DialektikaMifa_partition_part3_wordlist_3gram	Losev_DialektikaMifa_partition_part1_wordlist_3gram
не что-нибудь иное	2	1
и – больше	1	1
из того что	1	2
они тоже суть	1	1
что и с	1	1
имеет никакого отношения	1	1
точки зрения можно	1	1
не есть ни	6	3
если стать на	1	1
одному тому что	1	2
ничего не говорит	4	3
во всяком случае	2	2
что такое миф	3	1
зрения мифического сознания	1	2
что она есть	1	3
о том что	2	5
на то что	4	3
сущности т е	1	1
что иное как	1	6
есть не больше	1	1
не есть бытие	2	2
и ни от	1	2
в сравнении с	1	3
итак миф не	1	2
на самом деле	2	1
в виду что	1	1
ничего не существует	1	2
это и есть	2	2
в мифе есть	2	1
для того кто	1	3
было бы в	1	1
не существует без	1	1
и тем не	1	2
т е только	1	1
ни в коем	1	3
что как все	1	1
или она есть	1	1
более или менее	3	1
в мифе нет	3	1
как раз и	1	3
в мифе о	1	1
что миф –	2	2
той или иной	3	2
я могу быть	1	1
и больше ничего	1	4
ни на что	2	1
никогда не воспринимает	1	1
и в то	2	1
т е явление	1	1
значит? это значит	1	2
если иметь в	2	2
далеко не всегда	1	1
я не буду	3	3
мифического сознания конечно	1	1
к тому что	2	2
так что в	1	1
и в этом	3	2
– абстрактное понятие	1	1
вовсе не есть	1	5
тех или других	2	1
то стало быть	1	1
– больше ничего	1	1
в коем случае	1	3
одной и той	1	1
это значит? это	1	2
механизм и позитивизм	1	1
совершенно ясным и	1	1
которая хотя и	1	1
и в частности	2	1
когда мы говорим	1	1
не что иное	1	6
а потому что	1	1
что это есть	1	2
по одному тому	1	2
что не есть	2	2
он всегда есть	1	1
в том что	7	3
ни того ни	1	1
в то время	1	4
она есть но	1	1
несмотря на свою	1	1
это не значит	1	1
себе и как	1	1
в каком смысле	1	3
что миф есть	3	3
то же время	4	1
имеется в виду	1	3
ничем не отличалось	1	1
сколько и в	1	1
хотя и не	1	2
одной стороны и	2	1
случае не есть	2	2
того или другого	1	1
только постольку поскольку	1	1
закон падения тел	1	1
тем не менее	1	10
и даже в	1	1
что это не	1	2
но даже и	1	2
он – не	2	1
в связи с	1	1
и то же	4	2
иметь в виду	3	2
не было ни	1	2
нет ровно никакого	1	1
по крайней мере	4	5
именно в мифе	1	1
на точку зрения	2	1
с другой стороны	4	2
ни в каком	8	3
сам по себе	6	5
связи с этим	1	1
не имеет никакого	3	1
значит что он	3	4
пусть миф –	1	1
значит что для	1	1
сознания и бытия	1	1
отличается от самого	1	1
всех вместе взятых	1	1
жизнь со всеми	1	1
мифа должна быть	1	1
как с реальными	1	1
никто никогда не	1	1
точки зрения самого	2	1
что она –	1	1
что в мифе	1	1
потому что миф	1	1
и эти две	1	2
оно – не	1	1
только сказать что	1	1
того и другого	1	1
есть не что	1	3
не может и	3	1
с этой стороны	2	1
и в особенности	1	1
я не могу	1	1
и что оно	1	1
но так как	1	1
в нем нет	3	1
с одной стороны	2	3
в ней не	1	1
миф сам по	2	2
что мир в	1	1
этом его полная	1	1
что он –	5	3
или по крайней	2	1
в то же	4	1
то как же	2	1
в этом отношении	2	1
я утверждаю что	4	4
совершенно ничего не	2	1
представить себе что	1	1
к тому же	1	2
не есть нечто	1	3
значит что мы	1	4
одно от другого	1	1
заключается только в	1	1
точно так же	2	2
только потому что	3	1
это – чисто	1	1
но это –	3	2
однако помнить что	1	1
существует и что	1	1
по себе и	2	1
вещи что же	1	1
значит что в	3	1
мифического сознания в	1	1
в этом его	1	1
для мифического субъекта	1	1
и той же	1	1
здесь не просто	1	1
это конечно не	2	1
в самом деле	1	5
тех или иных	1	1
не значит что	3	1
это было бы	1	2
думают что это	1	1
если она не	2	1
до сих пор	2	1
сама по себе	8	4
для мифического сознания	5	1
раз и показывает	1	1
уже по одному	1	2
как раз на	1	1
так или иначе	1	2
без сновидений и	1	1
конечно не есть	1	2
не есть просто	1	4
т е не	1	4
собственно говоря не	2	1
на что не	2	1
с точки зрения	12	14
если бы мы	1	1
дерево а не	1	1
это и значит	1	1
в чистом виде	1	1
не есть мифология	1	1
к нему с	1	1
– все равно	1	1
есть ни в	1	1
ни в чем	2	1
содержит в себе	3	1
тут мы находим	1	1
какими бы научными	1	1
то ясно что	1	3
вероучение и мифология	1	1
того ни другого	1	1
стать на точку	1	1
имеет место в	1	1
во всем этом	1	1
было бы равносильно	1	1
миф никогда не	1	1
не существует что	1	1
что учение о	1	2
что он есть	1	3
ровно ничего не	3	3
коем случае не	1	3
мифического сознания миф	1	1
зрения самого же	1	1
и что она	1	2
она на нем	1	1
что это значит?	1	2
что же теперь	1	1
т д на	1	1
когда они противостоят	1	1
есть то что	1	5
– все это	2	1
и ни в	2	1
то время как	1	4
и есть то	1	1
крайней мере в	1	3
то же самое	1	1
никакого отношения к	1	1
и даже не	2	1
одно и то	4	2
одна и та	2	1
и есть только	1	1
что это –	2	1
это значит что	9	21
о мире как	1	1
ибо не только	1	1
и та же	2	1
не может быть	3	6
и в отношении	1	1
не в том	1	1
и пр –	1	1
мы говорим что	2	1
само по себе	5	5
со всеми ее	1	1
убежден в том	1	1
сами по себе	1	3
и значит что	1	1
было бы и	2	1
но что такое	2	4
д и т	2	5
с той или	2	1
и т д	19	23
даже если бы	1	1
жизнь и смерть	1	1
еще не есть	1	1
и показывает что	1	1
ничто не может	1	1
на небе и	1	1
миф не есть	11	5
того что она	1	2
все вещи есть	1	1
и стало быть	2	1
себе т е	1	1
т д и	2	6
то это значит	2	4
что в основе	1	1
